listing_id,price,accommodates,bedrooms,bathrooms,room_type,property_type,review_scores_rating,booking_rate,weekend_booking_rate,summer_booking_rate,winter_booking_rate,total_review_count,recent_review_count,avg_review_length,estimated_annual_revenue,log_revenue
12869290,177.0,2,1.0,1.0,Entire home/apt,Entire condo,4.89,0.9068493150684932,0.8942307692307693,1.0,0.8,9.0,0.0,565.3333333333334,58587.00000000001,10.978285176438197
12871814,76.0,4,2.0,1.0,Entire home/apt,Entire home,4.93,0.663013698630137,0.6634615384615384,1.0,0.0,215.0,2.0,237.50232558139535,18392.0,9.819725436430797
12874125,70.0,2,1.0,2.0,Private room,Private room in rental unit,4.53,0.28493150684931506,0.28846153846153844,0.7934782608695652,0.0,232.0,2.0,174.80172413793105,7279.999999999999,8.893023494394711
12932496,96.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.83,0.15616438356164383,0.17307692307692307,0.0,0.07777777777777778,654.0,62.0,191.68960244648318,5472.0,8.607582191143917
12950970,78.0,2,1.0,1.5,Private room,Private room in condo,4.89,0.6,0.625,0.9130434782608695,0.5555555555555556,289.0,42.0,238.3840830449827,17082.0,9.745839095947058
13014320,50.0,2,1.0,1.0,Private room,Private room in bed and breakfast,4.81,0.5506849315068493,0.5480769230769231,0.7934782608695652,0.8333333333333334,427.0,43.0,152.55269320843092,10050.0,9.21542741102474
13080765,365.0,5,2.0,1.0,Entire home/apt,Entire rental unit,4.71,0.005479452054794521,0.0,0.0,0.0,14.0,0.0,121.28571428571429,730.0,6.594413459749778
13128883,27.0,2,1.0,1.0,Private room,Private room in rental unit,4.81,0.005479452054794521,0.0,0.0,0.0,36.0,0.0,265.6666666666667,54.0,4.007333185232471
13137589,82.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.69,0.7397260273972602,0.7403846153846154,1.0,0.3111111111111111,72.0,3.0,334.90277777777777,22140.0,10.005186372360962
13148936,248.0,3,1.0,1.0,Entire home/apt,Entire rental unit,4.73,0.16164383561643836,0.21153846153846154,0.18478260869565216,0.0,85.0,5.0,325.3411764705882,14632.000000000002,9.591034531092427
13149571,107.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.95,0.09315068493150686,0.11538461538461539,0.0,0.0,300.0,19.0,286.12,3638.0,8.19946419761216
13207526,270.0,6,3.0,1.0,Entire home/apt,Entire rental unit,4.95,0.06301369863013699,0.09615384615384616,0.0,0.03333333333333333,132.0,26.0,198.9090909090909,6210.0,8.734077192559303
13295757,170.0,2,1.0,2.0,Entire home/apt,Entire condo,4.96,0.6164383561643836,0.6153846153846154,1.0,0.0,45.0,2.0,320.4,38250.0,10.551924982703788
13311675,478.0,12,4.0,2.0,Entire home/apt,Entire home,4.92,0.39452054794520547,0.40384615384615385,0.11956521739130435,1.0,145.0,8.0,276.46206896551723,68832.0,11.139438560088378
13343525,115.0,4,1.0,1.0,Entire home/apt,Entire condo,4.86,0.14794520547945206,0.18269230769230768,0.10869565217391304,0.05555555555555555,373.0,26.0,284.3592493297587,6210.0,8.734077192559303
13373997,134.0,4,1.0,1.0,Entire home/apt,Entire rental unit,4.9,0.4438356164383562,0.46153846153846156,0.7934782608695652,0.15555555555555556,430.0,37.0,218.6,21708.0,9.985482200088756
13390160,338.0,6,2.0,2.0,Entire home/apt,Entire rental unit,4.88,0.07123287671232877,0.07692307692307693,0.0,0.05555555555555555,294.0,19.0,250.05442176870747,8788.0,9.081256218564645
13414718,168.0,4,1.0,1.0,Entire home/apt,Entire rental unit,4.97,0.9397260273972603,0.9423076923076923,1.0,1.0,264.0,25.0,253.08712121212122,57624.00000000001,10.96171178029895
13416789,142.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.76,0.8712328767123287,0.8942307692307693,1.0,0.7666666666666667,621.0,56.0,189.6634460547504,45156.0,10.717900585587556
13453259,115.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.75,0.13424657534246576,0.15384615384615385,0.03260869565217391,0.13333333333333333,335.0,24.0,211.36716417910446,5635.0,8.636929873018572
13478467,199.0,16,3.0,2.5,Entire home/apt,Entire condo,4.87,0.07671232876712329,0.09615384615384616,0.0,0.0,277.0,22.0,210.8375451263538,5572.000000000001,8.625688787569537
13509392,476.0,12,4.0,2.0,Entire home/apt,Entire home,4.97,0.3917808219178082,0.40384615384615385,0.16304347826086957,1.0,153.0,8.0,273.34640522875816,68068.0,11.128277175574574
13522012,116.0,4,1.0,2.5,Private room,Private room in home,4.78,0.1589041095890411,0.17307692307692307,0.0,0.07777777777777778,528.0,59.0,259.24810606060606,6728.000000000001,8.814181823188319
13531342,58.0,2,1.0,1.5,Private room,Private room in townhouse,4.74,0.3698630136986301,0.36538461538461536,0.8043478260869565,0.0,47.0,0.0,202.06382978723406,7829.999999999999,8.965845494750937
13635380,43.0,2,1.0,2.5,Private room,Private room in home,4.84,0.136986301369863,0.1346153846153846,0.0,0.05555555555555555,544.0,52.0,226.34007352941177,2150.0,7.67368812926773
13648548,74.0,2,1.0,1.0,Private room,Private room in townhouse,4.81,1.0,1.0,1.0,1.0,149.0,2.0,225.8255033557047,27010.0,10.203999469426009
13648600,64.0,2,1.0,1.0,Private room,Private room in townhouse,4.86,1.0,1.0,1.0,1.0,184.0,2.0,219.46195652173913,23360.0,10.058823244245096
13648645,88.0,4,1.0,1.0,Private room,Private room in townhouse,4.83,1.0,1.0,1.0,1.0,140.0,0.0,185.77857142857144,32120.0,10.37726530082638
13656154,92.0,4,1.0,1.0,Entire home/apt,Entire rental unit,4.79,0.030136986301369864,0.028846153846153848,0.0,0.0,334.0,61.0,234.05389221556885,1012.0000000000001,6.920671504248683
13656318,45.0,4,1.0,2.5,Private room,Private room in home,4.82,0.2958904109589041,0.27884615384615385,0.0,0.3888888888888889,523.0,70.0,243.86806883365202,4860.0,8.488999457045455
13713501,71.0,2,1.0,1.0,Private room,Private room in home,4.99,0.20821917808219179,0.18269230769230768,0.05434782608695652,0.12222222222222222,339.0,37.0,270.1946902654867,5396.0,8.593598522618644
13743298,95.0,2,0.0,1.0,Entire home/apt,Entire rental unit,4.58,0.9041095890410958,0.9230769230769231,1.0,1.0,175.0,22.0,200.29142857142858,31349.999999999996,10.353001443478973
13746300,258.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.46,0.0684931506849315,0.08653846153846154,0.0,0.14444444444444443,37.0,1.0,320.72972972972974,6449.999999999999,8.771990436532242
13768369,232.0,2,0.0,1.0,Entire home/apt,Entire rental unit,4.58,0.07671232876712329,0.09615384615384616,0.0,0.14444444444444443,45.0,2.0,259.8,6496.000000000001,8.77909581088053
13824783,52.0,6,1.0,1.0,Private room,Private room in cottage,4.96,0.6958904109589041,0.7019230769230769,0.7934782608695652,1.0,285.0,5.0,311.3824561403509,13208.000000000002,9.488653694423864
13884932,1443.0,16,6.0,4.5,Entire home/apt,Entire home,4.96,0.04657534246575343,0.038461538461538464,0.03260869565217391,0.0,48.0,5.0,350.5625,24531.000000000004,10.107733666745874
13915441,713.0,3,1.0,1.0,Entire home/apt,Entire home,5.0,0.3698630136986301,0.38461538461538464,0.8043478260869565,0.0,88.0,31.0,235.23863636363637,96254.99999999999,11.474766587869457
13928644,266.0,6,4.0,1.5,Entire home/apt,Entire home,4.98,0.9178082191780822,0.875,1.0,0.8777777777777778,128.0,19.0,288.75,89110.0,11.397638062628861
13953306,100.0,2,1.0,1.0,Entire home/apt,Entire guest suite,4.93,0.3315068493150685,0.36538461538461536,0.8043478260869565,0.03333333333333333,235.0,32.0,217.0,12100.000000000002,9.401043372798053
13972956,135.0,3,2.0,1.5,Entire home/apt,Entire condo,4.8,0.5342465753424658,0.5384615384615384,0.7934782608695652,0.34444444444444444,15.0,0.0,215.2,26325.0,10.178312322985352
14016520,95.0,4,1.0,1.0,Private room,Private room in rental unit,4.86,0.3232876712328767,0.34615384615384615,0.7934782608695652,0.0,86.0,13.0,336.36046511627904,11210.0,9.324650718153594
14058443,80.0,5,2.0,1.0,Entire home/apt,Entire rental unit,4.87,0.01643835616438356,0.009615384615384616,0.0,0.0,423.0,2.0,249.05910165484633,480.0,6.175867270105761
14081954,110.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.91,0.8438356164383561,0.8461538461538461,1.0,0.6777777777777778,221.0,45.0,256.9230769230769,33880.0,10.43060966426901
14084505,65.0,1,1.0,1.0,Private room,Private room in rental unit,,0.7616438356164383,0.7596153846153846,1.0,0.7777777777777778,0.0,0.0,0.0,18070.0,9.802063722398165
14085322,80.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.79,0.8602739726027397,0.8653846153846154,1.0,0.7666666666666667,672.0,53.0,204.94940476190476,25120.000000000004,10.131459428706979
14089727,57.0,2,1.0,1.0,Shared room,Shared room in rental unit,4.84,0.2219178082191781,0.22115384615384615,0.05434782608695652,0.35555555555555557,154.0,3.0,221.83116883116884,4617.0,8.43771698991444
14092623,231.0,6,3.0,1.5,Entire home/apt,Entire townhouse,5.0,0.019178082191780823,0.019230769230769232,0.0,0.0,10.0,4.0,415.4,1617.0000000000002,7.388946097618438
14115665,58.0,2,1.0,1.5,Private room,Private room in townhouse,4.69,0.3698630136986301,0.36538461538461536,0.8043478260869565,0.0,52.0,0.0,213.82692307692307,7829.999999999999,8.965845494750937
14115706,40.0,2,1.0,1.5,Private room,Private room in townhouse,4.81,0.4438356164383562,0.4423076923076923,0.8043478260869565,0.0,47.0,0.0,233.51063829787233,6480.0,8.776630098427717
14115711,55.0,2,2.0,1.5,Private room,Private room in townhouse,4.59,0.3506849315068493,0.34615384615384615,0.8043478260869565,0.0,36.0,0.0,227.47222222222223,7040.0,8.859505484519133
14141704,54.0,1,1.0,1.0,Private room,Private room in rental unit,4.86,0.1095890410958904,0.10576923076923077,0.0,0.0,14.0,1.0,403.7857142857143,2160.0,7.6783263565068856
14141861,46.0,1,1.0,1.0,Private room,Private room in rental unit,4.94,0.9643835616438357,0.9711538461538461,0.9891304347826086,1.0,31.0,2.0,482.35483870967744,16192.000000000002,9.692334329073471
14144295,137.0,4,1.0,1.0,Entire home/apt,Entire rental unit,4.85,0.17534246575342466,0.17307692307692307,0.0,0.03333333333333333,414.0,33.0,261.29227053140096,8768.0,9.078978053779355
14166242,104.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.84,0.0684931506849315,0.08653846153846154,0.0,0.0,832.0,60.0,202.47956730769232,2600.0,7.8636512654486515
14197548,129.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.8,0.6356164383561644,0.6826923076923077,1.0,0.1111111111111111,453.0,45.0,222.58940397350995,29928.000000000004,10.306583188995559
14238448,122.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.76,0.6273972602739726,0.625,0.8043478260869565,0.7444444444444445,526.0,68.0,179.5,27937.999999999996,10.237778841189767
14296844,449.0,15,4.0,2.5,Entire home/apt,Entire rental unit,4.96,0.0136986301369863,0.019230769230769232,0.0,0.0,339.0,0.0,274.6401179941003,2244.9999999999995,7.716906135298388
14298102,65.0,2,1.0,1.0,Private room,Private room in rental unit,4.97,0.2547945205479452,0.25,0.0,0.34444444444444444,31.0,1.0,236.90322580645162,6045.000000000001,8.707152175339404
14349670,50.0,2,1.0,1.0,Private room,Private room in bed and breakfast,4.81,0.5506849315068493,0.5673076923076923,0.7934782608695652,0.8333333333333334,362.0,34.0,147.5718232044199,10050.0,9.21542741102474
14357876,119.0,3,1.0,1.0,Entire home/apt,Entire condo,4.94,0.4465753424657534,0.4423076923076923,0.0,0.8222222222222222,48.0,6.0,403.3958333333333,19397.0,9.872925246953487
14382622,73.0,4,2.0,1.0,Entire home/apt,Entire condo,5.0,0.08767123287671233,0.07692307692307693,0.0,0.0,3.0,0.0,382.0,2336.0,7.756623334538858
14429433,68.0,4,0.0,1.0,Entire home/apt,Entire rental unit,4.82,0.3698630136986301,0.36538461538461536,0.7934782608695652,0.0,136.0,4.0,362.1985294117647,9180.0,9.1248914101437
14431243,157.0,1,1.0,1.0,Private room,Private room in condo,4.91,0.5726027397260274,0.5769230769230769,0.7934782608695652,0.7333333333333333,94.0,6.0,432.7659574468085,32813.0,10.398610532574828
14437950,56.0,2,1.0,1.0,Private room,Private room in condo,4.88,0.7863013698630137,0.7884615384615384,1.0,0.35555555555555557,128.0,0.0,239.5546875,16072.0,9.684896124569141
14449619,76.0,2,1.0,1.0,Private room,Private room in condo,4.93,0.41643835616438357,0.41346153846153844,0.7934782608695652,0.15555555555555556,334.0,22.0,241.11377245508982,11552.0,9.354700422483019
14531526,330.0,8,3.0,2.0,Entire home/apt,Entire rental unit,4.89,0.3095890410958904,0.33653846153846156,0.7934782608695652,0.08888888888888889,192.0,14.0,259.796875,37290.0,10.526507289654278
14539561,137.0,3,1.0,1.0,Entire home/apt,Entire serviced apartment,4.9,0.5534246575342465,0.5480769230769231,1.0,0.0,311.0,31.0,240.2475884244373,27673.999999999996,10.228284757576837
14556304,89.0,2,1.0,1.0,Private room,Private room in home,4.96,0.33972602739726027,0.3557692307692308,0.8043478260869565,0.0,291.0,30.0,319.0927835051546,11036.0,9.309008543772885
14588581,92.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.98,0.5671232876712329,0.5769230769230769,1.0,0.34444444444444444,178.0,3.0,301.0674157303371,19044.0,9.854559878912704
14611960,231.0,8,3.0,2.0,Entire home/apt,Entire rental unit,4.9,0.9342465753424658,0.9615384615384616,1.0,1.0,125.0,16.0,260.08,78771.00000000001,11.274312882752087
14692738,60.0,1,1.0,1.0,Private room,Private room in condo,4.97,0.1095890410958904,0.10576923076923077,0.0,0.0,38.0,2.0,247.94736842105263,2400.0,7.783640596221253
14741430,218.0,2,1.0,1.0,Entire home/apt,Entire home,4.98,0.18356164383561643,0.23076923076923078,0.10869565217391304,0.3,362.0,28.0,277.01657458563534,14606.0,9.589256144850811
14774756,274.0,3,1.0,1.0,Entire home/apt,Entire rental unit,4.97,0.038356164383561646,0.0673076923076923,0.08695652173913043,0.0,180.0,17.0,227.61111111111111,3836.0000000000005,8.252446090246952
14859319,196.0,5,2.0,2.0,Entire home/apt,Entire rental unit,4.83,0.3315068493150685,0.3269230769230769,1.0,0.0,12.0,2.0,275.8333333333333,23716.0,10.073947369564895
14883494,178.0,4,2.0,2.0,Entire home/apt,Entire loft,4.81,0.3150684931506849,0.3269230769230769,0.7934782608695652,0.03333333333333333,68.0,4.0,284.36764705882354,20470.0,9.926764529440621
15024671,165.0,5,3.0,1.0,Entire home/apt,Entire rental unit,4.84,0.049315068493150684,0.057692307692307696,0.0,0.0,88.0,9.0,272.6931818181818,2970.0,7.9966538754626075
15053294,266.0,6,3.0,1.5,Entire home/apt,Entire condo,4.99,0.19726027397260273,0.25961538461538464,0.2608695652173913,0.14444444444444443,294.0,22.0,306.6904761904762,19152.0,9.860214640302662
15094729,40.0,2,1.0,1.0,Private room,Private room in bed and breakfast,4.78,0.9835616438356164,0.9903846153846154,1.0,1.0,282.0,18.0,190.1595744680851,14359.999999999998,9.57227147806062
15114450,154.0,3,1.0,1.0,Entire home/apt,Entire rental unit,4.98,0.1780821917808219,0.20192307692307693,0.2608695652173913,0.03333333333333333,131.0,25.0,250.1145038167939,10010.0,9.211439767419483
15115673,74.0,1,1.0,1.0,Private room,Private room in rental unit,4.98,0.8767123287671232,0.8942307692307693,1.0,0.8333333333333334,278.0,26.0,198.36330935251797,23680.0,10.072428317836021
15116890,78.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.82,0.6493150684931507,0.6538461538461539,0.7934782608695652,0.3111111111111111,309.0,3.0,234.51132686084142,18486.0,9.824823061352445
15130764,143.0,7,3.0,1.0,Entire home/apt,Entire guest suite,4.48,0.0273972602739726,0.038461538461538464,0.0,0.0,181.0,2.0,186.38674033149172,1429.9999999999998,7.266128779556451
15132653,236.0,5,2.0,1.0,Entire home/apt,Entire rental unit,4.98,0.136986301369863,0.18269230769230768,0.10869565217391304,0.06666666666666667,265.0,37.0,274.7207547169811,11800.0,9.375939552625749
15149053,102.0,2,1.0,1.0,Private room,Private room in home,4.97,0.8657534246575342,0.875,1.0,0.7777777777777778,156.0,22.0,246.2051282051282,32232.0,10.380746051458171
15166761,383.0,3,3.0,1.0,Entire home/apt,Entire condo,4.85,0.5095890410958904,0.5096153846153846,1.0,0.0,61.0,0.0,241.91803278688525,71238.0,11.173795700247245
15216905,80.0,1,1.0,1.0,Entire home/apt,Entire home,4.91,0.06575342465753424,0.057692307692307696,0.0,0.0,34.0,10.0,350.88235294117646,1920.0,7.560601162768557
15217088,611.0,6,3.0,2.5,Entire home/apt,Entire condo,4.93,0.3698630136986301,0.38461538461538464,0.7934782608695652,0.07777777777777778,89.0,0.0,279.8988764044944,82485.0,11.320383860952916
15230450,350.0,4,2.0,1.0,Entire home/apt,Entire townhouse,4.84,0.5726027397260274,0.5961538461538461,1.0,0.0,129.0,22.0,199.68217054263565,73150.0,11.200281076894816
15256715,83.0,7,3.0,2.0,Entire home/apt,Entire rental unit,4.88,0.052054794520547946,0.04807692307692308,0.0,0.03333333333333333,309.0,33.0,255.09708737864077,1577.0,7.363913501405819
15328919,168.0,6,2.0,1.0,Entire home/apt,Entire rental unit,4.93,0.7863013698630137,0.7788461538461539,1.0,0.36666666666666664,90.0,0.0,428.23333333333335,48215.99999999999,10.783466934951127
15342084,198.0,4,1.0,1.0,Entire home/apt,Entire rental unit,4.92,0.3506849315068493,0.3942307692307692,0.8043478260869565,0.022222222222222223,398.0,45.0,257.7562814070352,25344.0,10.14033675090645
15355696,206.0,6,3.0,2.0,Entire home/apt,Entire rental unit,4.86,0.684931506849315,0.6826923076923077,0.0,1.0,125.0,2.0,279.664,51500.0,10.849356503939038
15360554,140.0,6,3.0,2.0,Entire home/apt,Entire condo,4.84,0.10410958904109589,0.1346153846153846,0.0,0.03333333333333333,378.0,47.0,281.33597883597884,5320.0,8.579416534596369
15379201,85.0,3,1.0,1.5,Private room,Private room in home,4.86,0.5287671232876713,0.5384615384615384,1.0,0.0,65.0,7.0,227.63076923076923,16405.0,9.705402400562695
15406710,62.0,2,2.0,1.0,Entire home/apt,Entire rental unit,4.84,0.18904109589041096,0.19230769230769232,0.0,0.011111111111111112,25.0,4.0,344.56,4278.0,8.361474616416817
15420226,392.0,7,3.0,1.0,Entire home/apt,Entire rental unit,4.9,0.2684931506849315,0.2692307692307692,0.7934782608695652,0.0,42.0,0.0,306.0238095238095,38416.0,10.55625534894273
15484924,52.0,4,1.0,1.0,Private room,Private room in home,4.68,0.7726027397260274,0.8173076923076923,1.0,0.7888888888888889,492.0,13.0,174.9288617886179,14664.0,9.593218981411551
15496152,127.0,3,0.0,1.0,Entire home/apt,Entire guest suite,4.96,0.5863013698630137,0.6057692307692307,1.0,0.05555555555555555,361.0,34.0,280.4515235457064,27178.000000000004,10.210199895269655
15500042,86.0,2,1.0,1.0,Entire home/apt,Entire guest suite,4.89,0.3780821917808219,0.38461538461538464,0.7934782608695652,0.17777777777777778,106.0,13.0,227.27358490566039,11868.0,9.381685238056505
15549085,120.0,3,1.0,1.0,Entire home/apt,Entire guest suite,4.85,0.16164383561643836,0.20192307692307693,0.09782608695652174,0.0,265.0,30.0,177.92830188679244,7080.0,8.865170419651774
15578702,119.0,2,2.0,1.0,Entire home/apt,Entire rental unit,5.0,0.4301369863013699,0.4423076923076923,0.7934782608695652,0.0,5.0,0.0,223.2,18683.0,9.835422821621998
15597127,133.0,4,1.0,2.0,Private room,Private room in rental unit,4.71,0.26301369863013696,0.2692307692307692,0.7934782608695652,0.0,179.0,2.0,163.1340782122905,12767.999999999998,9.454775637424682
15599810,75.0,7,2.0,2.0,Entire home/apt,Entire condo,4.8,0.15342465753424658,0.14423076923076922,0.0,0.15555555555555556,244.0,48.0,255.672131147541,4200.0,8.343077871169383
15643384,83.0,2,1.0,1.5,Entire home/apt,Entire condo,5.0,0.5506849315068493,0.5384615384615384,1.0,0.0,7.0,2.0,435.42857142857144,16683.0,9.722205455316836
15658650,147.0,1,1.0,1.0,Private room,Private room in guest suite,4.95,0.8356164383561644,0.8365384615384616,1.0,1.0,198.0,14.0,261.77272727272725,44835.0,10.710766667140986
15659073,83.0,2,1.0,1.0,Entire home/apt,Entire guest suite,4.96,0.5342465753424658,0.5576923076923077,0.7934782608695652,0.4444444444444444,380.0,48.0,249.23684210526315,16185.000000000002,9.691901950055648
15669026,99.0,2,1.0,1.0,Private room,Private room in home,4.98,0.3780821917808219,0.375,0.7934782608695652,0.0,334.0,29.0,365.1047904191617,13662.0,9.522446728338489
15678106,248.0,11,3.0,2.0,Entire home/apt,Entire rental unit,4.69,0.25205479452054796,0.25,0.75,0.0,138.0,0.0,195.34057971014494,22816.0,10.035261151145571
15694333,160.0,4,2.0,1.0,Entire home/apt,Entire condo,4.84,0.33972602739726027,0.3557692307692308,0.8043478260869565,0.0,326.0,36.0,244.34969325153375,19840.0,9.895505782794471
15701920,135.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.74,0.07671232876712329,0.11538461538461539,0.0,0.0,80.0,22.0,200.3875,3780.0,8.237743803890933
15744964,80.0,2,1.0,2.0,Private room,Private room in condo,4.62,0.26301369863013696,0.2692307692307692,0.7934782608695652,0.0,227.0,1.0,169.14537444933922,7680.0,8.946505025998682
15758556,109.0,2,1.0,1.0,Entire home/apt,Entire condo,4.76,0.536986301369863,0.5288461538461539,0.6739130434782609,0.6777777777777778,21.0,0.0,278.7142857142857,21364.0,9.969509348078125
15804772,91.0,7,1.0,1.0,Private room,Private room in rental unit,4.82,0.01643835616438356,0.028846153846153848,0.0,0.0,167.0,19.0,221.93413173652695,546.0,6.304448802421981
15853679,76.0,2,1.0,1.0,Private room,Private room in townhouse,4.98,0.44931506849315067,0.46153846153846156,0.7934782608695652,0.0,100.0,5.0,196.03,12464.0,9.430679995957659
15871357,34.0,2,1.0,1.0,Private room,Private room in bed and breakfast,4.77,0.6904109589041096,0.6923076923076923,1.0,0.13333333333333333,327.0,19.0,211.2446483180428,8568.0,9.055906318669118
15904833,103.0,2,1.0,1.0,Private room,Private room in rental unit,4.78,0.29041095890410956,0.3269230769230769,0.7934782608695652,0.0,55.0,7.0,250.43636363636364,10917.999999999998,9.298259670014065
15911102,123.0,5,1.0,1.0,Entire home/apt,Entire loft,4.77,0.8602739726027397,0.875,1.0,0.5888888888888889,572.0,60.0,210.55944055944056,38622.0,10.561603232924144
15954582,135.0,2,0.0,1.0,Entire home/apt,Entire guesthouse,4.92,0.38082191780821917,0.4230769230769231,0.8043478260869565,0.044444444444444446,411.0,43.0,242.68856447688563,18765.0,9.839802000849994
15983050,75.0,5,2.0,1.0,Entire home/apt,Entire condo,4.92,0.9972602739726028,1.0,1.0,1.0,334.0,26.0,225.15868263473052,27300.000000000004,10.214678610538817
16001987,136.0,6,3.0,2.0,Entire home/apt,Entire rental unit,5.0,0.136986301369863,0.17307692307692307,0.0,0.12222222222222222,145.0,23.0,272.7448275862069,6800.0,8.824824939175638
16012260,135.0,4,2.0,2.0,Entire home/apt,Entire condo,4.79,0.3972602739726027,0.4326923076923077,0.7934782608695652,0.011111111111111112,114.0,25.0,243.82456140350877,19575.0,9.882059605122508
16026075,114.0,5,2.0,1.0,Entire home/apt,Entire rental unit,4.95,0.42191780821917807,0.4326923076923077,0.9891304347826086,0.1111111111111111,239.0,10.0,280.31380753138075,17556.0,9.773208009769208
16039792,419.0,8,4.0,2.5,Entire home/apt,Entire home,4.89,0.5424657534246575,0.5865384615384616,1.0,0.044444444444444446,63.0,17.0,223.93650793650792,82962.0,11.326150004255366
16040153,97.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.75,0.1917808219178082,0.19230769230769232,0.0,0.011111111111111112,176.0,5.0,249.11363636363637,6790.0,8.823353485113792
16052779,47.0,2,1.0,1.0,Private room,Private room in home,4.72,0.010958904109589041,0.019230769230769232,0.0,0.0,98.0,8.0,213.51020408163265,188.0,5.241747015059643
16070011,79.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.72,0.18904109589041096,0.21153846153846154,0.0,0.12222222222222222,112.0,18.0,246.35714285714286,5451.0,8.603737792816423
16229723,130.0,6,3.0,1.0,Entire home/apt,Entire rental unit,4.93,0.3589041095890411,0.3942307692307692,0.7934782608695652,0.08888888888888889,451.0,39.0,239.97117516629712,17030.0,9.742790491838836
16246568,127.0,2,1.0,1.0,Private room,Private room in guest suite,4.8,0.06301369863013699,0.0673076923076923,0.0,0.0,265.0,12.0,229.65660377358492,2921.0000000000005,7.980023592310645
16346266,132.0,8,3.0,2.0,Entire home/apt,Entire condo,4.67,0.29863013698630136,0.3269230769230769,0.7934782608695652,0.0,108.0,10.0,228.80555555555554,14387.999999999998,9.574219304763417
16353883,178.0,6,2.0,1.0,Entire home/apt,Entire rental unit,4.78,0.1917808219178082,0.19230769230769232,0.0,0.0,81.0,17.0,263.69135802469134,12459.999999999998,9.430359045942867
16365205,45.0,1,1.0,1.0,Private room,Private room in rental unit,4.57,0.0410958904109589,0.038461538461538464,0.0,0.0,258.0,27.0,160.8294573643411,674.9999999999999,6.516193076042964
16453692,920.0,15,5.0,4.0,Entire home/apt,Entire loft,4.91,0.2136986301369863,0.25961538461538464,0.03260869565217391,0.18888888888888888,261.0,35.0,219.91570881226053,71760.0,11.181096431975604
16599263,138.0,5,2.0,1.0,Entire home/apt,Entire rental unit,4.55,0.5589041095890411,0.6057692307692307,1.0,0.022222222222222223,170.0,5.0,319.4,28152.0,10.245409199825508
16630783,47.0,1,2.0,1.0,Private room,Private room in condo,4.89,0.5068493150684932,0.5192307692307693,1.0,0.0,19.0,4.0,450.7368421052632,8695.0,9.070618428801046
16662423,622.0,16,7.0,5.0,Entire home/apt,Entire home,4.76,0.0547945205479452,0.057692307692307696,0.0,0.1111111111111111,55.0,9.0,299.7090909090909,12440.0,9.42875274891449
16687380,110.0,2,1.0,1.0,Private room,Private room in home,4.96,0.18356164383561643,0.25961538461538464,0.0,0.23333333333333334,108.0,13.0,264.212962962963,7369.999999999999,8.905308661189288
16749331,58.0,2,1.0,1.0,Private room,Private room in rental unit,4.95,0.5917808219178082,0.6057692307692307,1.0,0.28888888888888886,160.0,37.0,282.79375,12528.0,9.435801236245553
16757056,115.0,5,2.0,1.0,Entire home/apt,Entire rental unit,4.79,0.6136986301369863,0.6346153846153846,1.0,0.044444444444444446,262.0,33.0,208.1679389312977,25760.0,10.156616999340594
16781530,41.0,1,1.0,1.0,Private room,Private room in rental unit,4.46,0.273972602739726,0.28846153846153844,0.8043478260869565,0.0,274.0,25.0,193.1021897810219,4099.999999999999,8.318986125392058
16823279,172.0,6,2.0,1.0,Entire home/apt,Entire rental unit,4.99,0.4438356164383562,0.49038461538461536,0.8043478260869565,0.26666666666666666,367.0,50.0,301.7901907356948,27864.0,10.235126700003637
16917705,157.0,6,2.0,2.0,Entire home/apt,Entire home,4.83,0.7753424657534247,0.7788461538461539,1.0,0.7777777777777778,12.0,12.0,256.25,44431.00000000001,10.701715209546581
17098971,102.0,1,1.0,1.0,Private room,Private room in condo,5.0,0.7589041095890411,0.7596153846153846,1.0,0.7777777777777778,12.0,0.0,138.75,28254.0,10.249025712063943
17170225,108.0,4,1.0,1.0,Entire home/apt,Entire guest suite,4.93,0.5698630136986301,0.6057692307692307,0.7934782608695652,1.0,137.0,24.0,242.98540145985402,22464.0,10.01971382150426
17191860,176.0,6,2.0,1.0,Entire home/apt,Entire rental unit,4.88,0.8383561643835616,0.8269230769230769,1.0,0.7666666666666667,264.0,15.0,227.79924242424244,53856.0,10.894087664851423
17207282,151.0,6,3.0,1.0,Entire home/apt,Entire rental unit,4.87,0.7890410958904109,0.7884615384615384,1.0,0.37777777777777777,161.0,4.0,240.16770186335404,43488.0,10.680263311535647
