id,price,dist_navy_pier_miles,is_landmark_proximate,transit_north_premium,is_premium_transit_hub,shoreline_gravity,dist_to_nearest_beach_miles,crime_density_total,nb_homicides_half_mile
2384,119.0,7.2169,0,0.045,0.3697,0.5992,0.5271,390.6212,0
7126,89.0,3.9539,0,0.1365,0.0,0.2589,2.9792,314.0505,0
10945,203.0,2.2875,0,0.2141,0.7038,0.5976,0.8182,253.4784,0
12140,339.0,3.1884,0,0.1755,0.735,0.5051,1.427,253.4784,0
28749,258.0,4.3352,0,0.1361,0.726,0.282,2.8707,258.2845,0
71930,80.0,3.8612,0,0.136,0.0,0.2562,2.978,314.0505,1
94450,117.0,6.8191,0,0.1133,0.8859,0.5511,4.94,329.1328,0
145659,185.0,5.3195,0,0.1248,0.7885,0.3081,3.5319,159.7822,0
145690,270.0,2.2806,0,0.2153,0.7063,0.6249,0.7458,253.4784,0
189821,220.0,5.6526,0,0.1128,0.7502,0.2203,4.1306,258.2845,0
207218,125.0,14.0295,0,0.0068,0.1018,0.1903,7.2625,100.1708,0
207351,50.0,13.9533,0,0.007,0.1048,0.1901,7.1954,100.1708,0
220333,125.0,13.982,0,0.0069,0.1036,0.1908,7.2173,100.1708,0
225314,87.0,5.3286,0,0.1171,0.7413,0.2299,3.8384,258.2845,0
233933,58.0,7.7766,0,0.0942,0.8266,0.1891,6.0603,165.1946,0
250354,170.0,2.4118,1,0.1647,0.5618,0.6092,3.0762,276.7138,0
264547,228.0,2.0506,1,0.2061,0.6288,0.4397,1.7254,383.6329,1
345075,116.0,5.8181,0,0.0621,0.4231,0.6656,1.3861,399.8848,0
350347,193.0,4.2793,0,0.1482,0.7822,0.5063,2.4003,365.3628,0
372929,249.0,2.7176,1,0.178,0.6616,0.3596,1.8549,314.0505,0
404792,126.0,3.3365,1,0.1483,0.6432,0.2854,2.6095,314.0505,1
464581,106.0,5.22,0,0.1189,0.7394,0.2344,3.7338,258.2845,0
507517,91.0,7.0447,0,0.1058,0.8514,0.2746,5.1944,160.9753,0
542067,168.0,5.6211,0,0.1142,0.7562,0.228,4.0566,258.2845,0
584590,55.0,6.4897,0,0.1131,0.8474,0.3379,4.6139,160.9753,0
634310,64.0,7.886,0,0.1049,0.9325,0.6742,6.0298,329.1328,0
640841,264.0,4.9248,0,0.1327,0.7862,0.3589,3.101,365.3628,0
651742,69.0,10.4728,0,0.0801,0.0,0.1612,8.6734,22.8329,0
662034,60.0,10.5763,0,0.0799,0.9249,0.1622,8.7697,22.8329,0
681842,53.0,8.1105,0,0.1014,0.0,0.4082,6.223,180.9846,0
697634,109.0,1.7234,1,0.2509,0.6833,0.6789,0.5685,842.8006,0
726376,130.0,4.0751,0,0.153,0.7767,0.5368,2.1942,365.3628,0
729566,79.0,2.1698,1,0.1816,0.5757,0.5766,2.7226,276.7138,0
732569,192.0,3.5221,0,0.1222,0.5528,0.3061,3.6692,188.3615,0
739495,273.0,7.0636,0,0.1088,0.0,0.3729,5.1741,160.9753,0
755701,125.0,6.4612,0,0.1013,0.0,0.1883,4.9728,258.2845,0
863120,73.0,3.576,0,0.1598,0.7313,0.3891,1.9437,253.4784,0
929914,,2.2727,0,0.2154,0.705,0.6157,0.769,253.4784,0
931105,,4.8319,0,0.1084,0.6322,0.1997,4.0961,397.3531,1
960326,262.0,2.6924,1,0.179,0.6608,0.362,1.8379,314.0505,0
966137,120.0,4.1556,0,0.1135,0.0,0.231,3.811,383.6329,3
979841,81.0,8.5392,0,0.1003,0.9567,0.6544,6.6846,402.4574,0
979926,73.0,8.4663,0,0.1007,0.9537,0.6485,6.6107,402.4574,0
979942,73.0,8.3964,0,0.1012,0.9511,0.6486,6.5403,402.4574,0
983640,179.0,8.4968,0,0.1004,0.9532,0.6049,6.6361,402.4574,0
1020810,115.0,1.1058,1,0.3112,0.6553,0.7983,0.7025,842.8006,1
1027463,,5.942,0,0.079,0.5488,0.1653,5.5955,421.1932,0
1083987,120.0,2.8019,1,0.144,0.5475,0.5358,3.4424,276.7138,0
1185749,166.0,4.28,0,0.1121,0.5917,0.2231,3.8656,383.6329,3
1195259,118.0,3.9955,0,0.1394,0.6962,0.2728,2.8208,314.0505,1
1242709,,9.6252,0,0.0935,0.9931,0.5282,7.7625,402.4574,0
1304049,45.0,4.3076,0,0.1111,0.5899,0.222,3.9029,383.6329,3
1321332,627.0,4.2968,0,0.1425,0.0,0.3483,2.5744,253.4784,0
1356190,107.0,4.7897,0,0.1252,0.725,0.2466,3.3799,258.2845,0
1361421,,4.5401,0,0.1435,0.7952,0.5331,2.6517,365.3628,0
1392594,200.0,6.4274,0,0.1155,0.8576,0.4093,4.5377,358.0325,0
1461451,22.0,9.6224,0,0.0928,0.0,0.4315,7.7453,180.9846,0
1502674,209.0,2.2189,0,0.2185,0.7032,0.624,0.7488,253.4784,0
1502700,438.0,2.275,0,0.2148,0.7035,0.6002,0.8113,253.4784,0
1554433,45.0,12.6445,0,0.0128,0.1748,0.1313,7.1181,64.6879,0
1573401,55.0,3.871,0,0.1135,0.5529,0.2686,3.8954,188.3615,0
1584422,480.0,2.404,1,0.2015,0.6859,0.4614,1.2989,842.8006,1
1591370,156.0,9.098,0,0.0963,0.9726,0.5328,7.2316,402.4574,0
1614802,75.0,4.1585,0,0.1482,0.7646,0.4148,2.3446,365.3628,0
1663673,129.0,4.1794,0,0.1261,0.6533,0.2342,3.3406,314.0505,0
1759266,147.0,4.0416,0,0.1513,0.763,0.4353,2.2189,365.3628,0
1769731,322.0,4.6172,0,0.1423,0.7994,0.5475,2.7273,365.3628,0
1772920,565.0,4.6413,0,0.1422,0.802,0.5698,2.7509,365.3628,0
1773021,665.0,4.6339,0,0.142,0.8001,0.5483,2.7439,365.3628,0
1773025,837.0,4.6198,0,0.1423,0.7995,0.5472,2.7299,365.3628,0
1810118,70.0,7.8931,0,0.0384,0.3413,0.3925,1.4818,397.8142,1
1837153,63.0,6.3591,0,0.0546,0.402,0.5936,0.9888,390.6212,0
1854000,436.0,3.4503,0,0.1707,0.0,0.6576,1.564,253.4784,0
1869568,44.0,6.1497,0,0.0775,0.5541,0.1588,5.7496,421.1932,2
1921670,115.0,6.5294,0,0.1059,0.0,0.2214,4.8285,165.1946,0
1939467,60.0,7.9976,0,0.0926,0.8331,0.1854,6.275,165.1946,0
1984545,,4.9949,0,0.0759,0.4551,0.475,2.6319,446.6997,0
2011301,59.0,4.6955,0,0.1279,0.7286,0.257,3.2456,258.2845,0
2062638,223.0,2.7443,1,0.1781,0.6667,0.3625,1.8303,314.0505,0
2103986,75.0,3.3802,0,0.1738,0.0,0.7637,1.4903,365.3628,0
2298310,76.0,6.165,0,0.057,0.0,0.4966,1.4337,399.8848,0
2396340,,2.6688,1,0.1804,0.6617,0.3661,1.8064,314.0505,0
2437230,,5.3988,0,0.1229,0.0,0.294,3.6301,159.7822,0
2479175,75.0,6.6788,0,0.1096,0.8417,0.2904,4.8274,160.9753,0
2499596,126.0,3.9745,0,0.135,0.0,0.2548,3.0253,314.0505,1
2564678,45.0,5.9097,0,0.0789,0.5449,0.1669,5.5902,169.0158,1
2695259,,3.7254,0,0.161,0.7607,0.5221,1.867,365.3628,0
2844042,146.0,4.1201,0,0.1274,0.6524,0.2371,3.2886,314.0505,0
2874486,194.0,3.3532,1,0.1544,0.6723,0.3025,2.3951,314.0505,1
2907500,38.0,9.8792,0,0.0326,0.0,0.1167,7.7361,86.024,0
3031898,85.0,8.4512,0,0.0346,0.0,0.8102,1.4196,611.3177,1
3053081,106.0,3.9616,0,0.1439,0.7139,0.2978,2.5829,258.2845,1
3068787,149.0,6.1273,0,0.1174,0.8368,0.358,4.2509,159.7822,0
3083343,177.0,3.7634,0,0.1497,0.7129,0.3162,2.3757,258.2845,1
3088192,168.0,6.1517,0,0.1056,0.7552,0.2006,4.6409,258.2845,0
3167664,,8.5666,0,0.0999,0.956,0.6086,6.7068,402.4574,0
3172794,1080.0,4.8768,0,0.1218,0.7156,0.2328,3.5559,258.2845,0
3267902,80.0,7.4477,0,0.1079,0.9115,0.574,5.5761,329.1328,0
3292054,314.0,4.4135,0,0.1453,0.7868,0.4976,2.5332,365.3628,0
3308694,357.0,2.0412,1,0.2094,0.6369,0.4432,1.5916,383.6329,0
3329088,140.0,5.389,0,0.0982,0.6276,0.1796,4.6542,397.3531,1
3376665,87.0,4.8967,0,0.1183,0.0,0.2194,3.7359,314.0505,0
3385966,808.0,4.5268,0,0.139,0.0,0.3581,2.7458,365.3628,0
3394750,,5.8203,0,0.0689,0.4698,0.2046,5.4306,150.5926,0
3434136,75.0,4.1893,0,0.151,0.7836,0.565,2.3015,365.3628,0
3445991,,10.6481,0,0.0679,0.0,0.1099,9.2217,86.1152,0
3453656,,8.2852,0,0.1018,0.9448,0.5991,6.4225,402.4574,0
3517984,113.0,6.3889,0,0.0543,0.4013,0.6359,0.8774,390.6212,0
3570616,98.0,6.4998,0,0.1005,0.0,0.1857,5.0247,258.2845,0
3590692,49.0,7.4574,0,0.1084,0.9167,0.6926,5.6005,329.1328,0
3638744,92.0,7.5768,0,0.097,0.0,0.2039,5.8252,165.1946,0
3639045,59.0,8.066,0,0.1026,0.0,0.4889,6.1876,180.9846,0
3742513,23.0,9.6352,0,0.0927,0.0,0.4336,7.7585,180.9846,0
3761023,,4.3958,0,0.0926,0.0,0.3041,4.6552,152.0856,0
3783533,127.0,5.0864,0,0.1095,0.0,0.1976,4.1682,354.858,1
3792844,55.0,1.6753,1,0.2279,0.6096,0.5662,1.8957,1063.742,2
3809530,258.0,3.6191,0,0.1464,0.6762,0.2834,2.6381,314.0505,1
3811926,38.0,9.83,0,0.0331,0.3589,0.1166,7.7866,86.024,0
3897045,121.0,1.2072,1,0.2998,0.6618,0.7798,0.5685,842.8006,0
3924599,131.0,4.9866,0,0.0761,0.4556,0.4655,2.6762,446.6997,0
3962072,149.0,4.2508,0,0.1202,0.6313,0.2251,3.5521,383.6329,0
3970529,235.0,4.2211,0,0.1386,0.0,0.2888,2.7657,258.2845,0
3979320,101.0,5.0421,0,0.1363,0.8238,0.6885,3.1634,358.0325,0
3979385,132.0,5.0209,0,0.1369,0.8242,0.7235,3.146,358.0325,0
4083903,150.0,6.0665,0,0.0584,0.4128,0.4205,1.8617,446.6997,0
4096995,54.0,6.029,0,0.1195,0.8403,0.4,4.1429,358.0325,0
4105283,42.0,7.8256,0,0.1057,0.9328,0.7654,5.9789,329.1328,0
4150121,120.0,4.5469,0,0.1453,0.8059,0.7231,2.6665,365.3628,0
4156913,223.0,5.8747,0,0.124,0.8521,0.6011,3.9941,358.0325,0
4243309,115.0,4.1234,0,0.1528,0.7826,0.5892,2.2342,365.3628,0
4243905,250.0,5.3211,0,0.1171,0.74,0.229,3.8399,258.2845,0
4257285,60.0,7.8376,0,0.1053,0.931,0.6845,5.9822,329.1328,0
4264117,62.0,6.6436,0,0.1116,0.8532,0.3357,4.7658,160.9753,0
4278818,128.0,5.0584,0,0.0747,0.4527,0.4635,2.6099,446.6997,0
4335812,115.0,5.109,0,0.0738,0.4505,0.4693,2.5357,446.6997,0
4365466,22.0,9.6224,0,0.0928,0.0,0.4315,7.7453,180.9846,0
4370895,272.0,1.4848,1,0.2755,0.6847,0.8605,0.2667,842.8006,0
4394093,85.0,5.5245,0,0.1257,0.8202,0.403,3.6451,365.3628,0
4417718,79.0,7.0546,0,0.1038,0.8362,0.2421,5.2479,165.1946,0
4457161,200.0,6.0023,0,0.1187,0.8313,0.3563,4.1294,159.7822,0
4567558,,8.1485,0,0.0896,0.8197,0.17,6.4853,165.1946,0
4592031,91.0,5.7888,0,0.125,0.8486,0.5974,3.907,358.0325,0
4632510,79.0,4.7585,0,0.1184,0.0,0.2173,3.7469,314.0505,0
4662201,100.0,2.9996,1,0.168,0.6721,0.3382,2.0391,314.0505,0
4730797,60.0,5.3952,0,0.114,0.7288,0.2158,4.0033,258.2845,0
4731523,58.0,5.4362,0,0.1139,0.7331,0.2171,4.0151,258.2845,0
4786970,,3.8469,0,0.1441,0.6983,0.2871,2.6409,314.0505,1
4793938,,6.3691,0,0.1171,0.8629,0.4773,4.4801,358.0325,0
4803582,137.0,3.7905,0,0.1435,0.6876,0.2802,2.7137,314.0505,1
4840199,558.0,6.3681,0,0.1171,0.8626,0.4745,4.479,358.0325,0
4840753,,6.3691,0,0.1171,0.8629,0.4773,4.4801,358.0325,0
4852830,108.0,2.8,0,0.1855,0.7048,0.4439,1.4054,253.4784,0
4872152,75.0,4.4902,0,0.1254,0.0,0.2348,3.4082,314.0505,0
4923963,101.0,5.7107,0,0.0637,0.4277,0.3965,2.3134,446.6997,0
5014976,558.0,6.3298,0,0.1173,0.8601,0.4635,4.44,358.0325,0
5074013,220.0,0.905,1,0.3426,0.6526,0.9267,0.749,842.8006,0
5102125,75.0,2.8223,1,0.1721,0.6579,0.3433,1.9921,314.0505,0
5117490,123.0,4.5603,0,0.1208,0.0,0.2221,3.6158,314.0505,0
5185790,5000.0,3.3404,1,0.1492,0.6476,0.2869,2.5757,314.0505,1
5195252,48.0,3.9535,0,0.138,0.6837,0.2646,2.9246,314.0505,1
5205377,68.0,3.963,0,0.1377,0.6833,0.2636,2.9394,314.0505,1
5210927,112.0,4.1805,0,0.1261,0.6535,0.2342,3.3406,314.0505,0
5219364,157.0,3.5695,1,0.1437,0.0,0.2738,2.7236,314.0505,1
5231461,180.0,4.605,0,0.1206,0.0,0.222,3.6379,314.0505,0
5283285,,4.1647,0,0.1076,0.556,0.2427,4.0759,188.3615,0
5297152,78.0,6.5068,0,0.0527,0.0,0.5219,1.0722,390.6212,0
5321981,,3.8983,0,0.1418,0.6947,0.2789,2.7371,314.0505,1
5359984,289.0,3.1647,1,0.1584,0.0,0.3092,2.3061,314.0505,1
5406217,155.0,5.8754,0,0.1079,0.7422,0.2031,4.4252,258.2845,0
5496659,28.0,8.9232,0,0.031,0.3074,0.6558,1.8797,611.3177,0
5537682,226.0,3.523,0,0.1606,0.7263,0.3812,1.9389,253.4784,0
5571262,,3.4966,1,0.1478,0.0,0.2841,2.5945,314.0505,1
5576191,36.0,9.0682,0,0.0299,0.3014,0.6233,2.0251,611.3177,0
5645139,140.0,6.1733,0,0.1206,0.8652,0.6316,4.2989,358.0325,1
5785758,46.0,5.5215,0,0.0834,0.5437,0.1799,5.2629,169.0158,2
5804791,55.0,5.4785,0,0.0847,0.5488,0.1803,5.1933,169.0158,1
5805991,57.0,5.4053,0,0.0857,0.5487,0.183,5.1316,169.0158,2
5807478,104.0,5.525,0,0.0834,0.5443,0.1797,5.2618,169.0158,2
5847065,110.0,3.159,0,0.173,0.7194,0.4253,1.5946,253.4784,0
5850897,133.0,5.3545,0,0.0694,0.4409,0.4507,2.364,446.6997,0
5851115,62.0,6.1103,0,0.0856,0.6088,0.1582,5.4355,509.0186,5
5874798,120.0,4.3305,0,0.146,0.7781,0.4531,2.4709,365.3628,0
5881188,163.0,4.4127,0,0.1084,0.0,0.2172,4.0172,383.6329,3
5996942,49.0,5.6173,0,0.0729,0.4826,0.2064,5.6478,150.5926,0
6039038,20.0,9.6224,0,0.0928,0.0,0.4315,7.7453,180.9846,0
6045978,205.0,5.6884,0,0.1191,0.0,0.2865,3.904,159.7822,0
6051322,,6.4172,0,0.1166,0.865,0.4794,4.5285,358.0325,0
6053269,,6.3691,0,0.1171,0.8629,0.4773,4.4801,358.0325,0
6057908,136.0,4.1267,0,0.1514,0.7762,0.5094,2.2518,365.3628,0
6065318,76.0,5.669,0,0.1201,0.0,0.3002,3.8627,159.7822,0
6086065,80.0,5.0414,0,0.122,0.737,0.2429,3.5566,258.2845,0
6103492,79.0,8.7476,0,0.0855,0.833,0.1594,7.0777,172.7917,0
6133986,279.0,2.0687,1,0.2083,0.6391,0.4389,1.5755,383.6329,0
6153674,208.0,5.1967,0,0.1261,0.0,0.3041,3.4308,159.7822,0
6363328,108.0,7.0836,0,0.1059,0.8562,0.283,5.2246,160.9753,0
6365974,70.0,16.9621,0,0.0,0.0,0.1948,9.9188,34.3788,0
6374350,80.0,5.6205,0,0.121,0.8012,0.3059,3.8095,159.7822,0
6374890,153.0,4.8029,0,0.1156,0.0,0.2107,3.8629,314.0505,0
6378085,137.0,6.614,0,0.1065,0.0,0.2345,4.8598,165.1946,0
6386641,132.0,3.6234,1,0.1407,0.0,0.2671,2.8201,314.0505,1
6423299,240.0,2.6854,1,0.1784,0.6576,0.3595,1.8653,314.0505,0
6447131,159.0,1.5789,1,0.2575,0.664,0.6137,0.765,842.8006,1
6472628,68.0,4.7175,0,0.0939,0.5369,0.2194,4.6627,188.3615,1
6480445,152.0,6.1975,0,0.106,0.763,0.2047,4.6443,226.8979,0
6504170,145.0,3.4076,1,0.1516,0.668,0.294,2.4807,314.0505,1
6515667,190.0,2.2837,0,0.2149,0.7057,0.6177,0.7642,253.4784,0
6528643,185.0,5.3195,0,0.1248,0.7885,0.3081,3.5319,159.7822,0
6528832,199.0,2.2789,0,0.2154,0.7062,0.6247,0.7463,253.4784,0
6528867,250.0,2.2789,0,0.2154,0.7062,0.6247,0.7463,253.4784,0
6528967,200.0,5.1967,0,0.1261,0.0,0.3041,3.4308,159.7822,0
6553226,271.0,3.5784,0,0.148,0.6776,0.2879,2.588,314.0505,0
6576714,61.0,8.0305,0,0.0373,0.3364,0.4235,1.3973,397.8142,1
6588681,76.0,5.7349,0,0.1119,0.7537,0.2193,4.1972,258.2845,0
6612044,96.0,7.238,0,0.1047,0.8629,0.2833,5.3744,160.9753,0
6634916,98.0,7.2365,0,0.105,0.8651,0.29,5.3686,160.9753,0
6644005,,4.2201,0,0.151,0.7882,0.6169,2.3297,365.3628,0
6654182,97.0,1.6985,1,0.253,0.6826,0.6849,0.55,842.8006,0
6673071,546.0,3.9685,0,0.1509,0.0,0.3871,2.229,253.4784,0
6686012,155.0,5.5354,0,0.1128,0.7374,0.2155,4.091,258.2845,0
6713251,193.0,5.1796,0,0.1265,0.0,0.3076,3.4086,159.7822,0
6716477,198.0,5.194,0,0.1261,0.0,0.304,3.4286,159.7822,0
6716705,212.0,5.194,0,0.1261,0.0,0.304,3.4286,159.7822,0
6724355,,7.4784,0,0.0422,0.3579,0.3309,1.8809,397.8142,0
6736478,158.0,5.1364,0,0.0732,0.4495,0.4657,2.5215,446.6997,0
6750168,100.0,3.5799,0,0.1543,0.7067,0.3256,2.2493,314.0505,1
6757098,180.0,3.6996,0,0.1391,0.0,0.2631,2.8727,314.0505,1
6768827,114.0,5.0842,0,0.0743,0.4519,0.4504,2.6377,446.6997,0
6780171,170.0,5.1548,0,0.1281,0.7887,0.331,3.3467,159.7822,0
6782452,95.0,6.5374,0,0.1164,0.8777,0.5996,4.6621,329.1328,1
6790448,55.0,6.4901,0,0.1001,0.7497,0.1837,5.0371,258.2845,0
6793653,226.0,5.1548,0,0.1281,0.7887,0.331,3.3467,159.7822,0
6853688,158.0,5.1073,0,0.1264,0.0,0.2914,3.3848,159.7822,0
6853914,226.0,5.1073,0,0.1264,0.0,0.2914,3.3848,159.7822,0
6854069,174.0,3.4043,0,0.1693,0.7457,0.5125,1.5893,253.4784,0
6855475,,8.4765,0,0.0821,0.0,0.1417,7.0031,172.7917,0
6863046,190.0,3.4043,0,0.1693,0.7457,0.5125,1.5893,253.4784,0
6863178,305.0,3.4043,0,0.1693,0.7457,0.5125,1.5893,253.4784,0
6866384,,7.1382,0,0.0458,0.3727,0.6078,0.4997,390.6212,0
6897078,151.0,3.5081,0,0.15,0.6763,0.2926,2.5246,314.0505,0
6945901,98.0,6.1234,0,0.101,0.0,0.1811,4.8394,258.2845,1
6957805,53.0,5.443,0,0.0971,0.6258,0.1777,4.7149,397.3531,1
6967492,35.0,7.1113,0,0.0943,0.0,0.1714,5.6171,226.8979,0
6975132,,8.3342,0,0.0901,0.841,0.1785,6.609,165.1946,0
6990105,88.0,3.1967,1,0.1606,0.674,0.3192,2.2241,314.0505,0
6993421,135.0,1.7253,1,0.25,0.6812,0.6591,0.6003,842.8006,0
6994290,329.0,5.1309,0,0.1175,0.7206,0.223,3.7848,258.2845,0
7025225,113.0,4.5019,0,0.1212,0.0,0.223,3.5802,314.0505,0
7092080,,6.4206,0,0.1164,0.864,0.4672,4.5311,358.0325,0
7176158,90.0,5.2512,0,0.1176,0.7351,0.2285,3.7999,258.2845,0
7274926,66.0,5.8746,0,0.1082,0.7438,0.2043,4.4134,258.2845,0
7360731,129.0,8.3568,0,0.0971,0.0,0.2815,6.4748,180.9846,0
7370245,76.0,6.5298,0,0.1059,0.0,0.2214,4.8288,165.1946,0
7384649,,6.4156,0,0.1165,0.864,0.4695,4.5263,358.0325,0
7389646,110.0,5.5243,0,0.1264,0.8244,0.4324,3.6382,365.3628,0
7421326,165.0,5.4763,0,0.1164,0.0,0.2344,3.9108,258.2845,0
7509321,69.0,3.9505,0,0.1419,0.7025,0.2833,2.7008,314.0505,1
7562307,,8.4979,0,0.0817,0.0,0.1408,7.0325,172.7917,0
7564825,215.0,6.551,0,0.0978,0.7385,0.1757,5.1688,258.2845,0
7572706,299.0,4.5741,0,0.1415,0.7888,0.4571,2.7017,365.3628,0
7573465,91.0,9.243,0,0.0828,0.8484,0.1539,7.5543,172.7917,0
7575577,81.0,9.1417,0,0.0835,0.8469,0.1559,7.4511,172.7917,0
7582520,108.0,6.4956,0,0.1109,0.8313,0.2836,4.6589,159.7822,0
7602989,182.0,4.1514,0,0.1514,0.7798,0.537,2.2685,365.3628,0
7617158,159.0,5.7153,0,0.1236,0.8297,0.4148,3.83,365.3628,0
7646381,326.0,8.4746,0,0.0821,0.0,0.1417,7.002,172.7917,0
7678127,306.0,4.8222,0,0.1379,0.8029,0.4927,2.9354,365.3628,0
7692835,99.0,7.8609,0,0.1045,0.0,0.5448,5.9885,329.1328,0
7713352,78.0,4.4463,0,0.1259,0.0,0.2353,3.3969,314.0505,0
7718819,38.0,7.1064,0,0.0942,0.0,0.1709,5.6176,226.8979,0
7760721,547.0,3.7214,0,0.1476,0.6969,0.2964,2.5263,314.0505,1
7772110,746.0,2.354,1,0.1903,0.6383,0.3905,1.8054,383.6329,1
7783924,74.0,3.4018,1,0.1205,0.5306,0.407,3.9218,289.1653,0
7810030,160.0,3.9867,0,0.1335,0.0,0.2506,3.0743,314.0505,1
7825273,,8.0398,0,0.0921,0.8322,0.183,6.3234,165.1946,0
7825308,40.0,7.9853,0,0.0922,0.8283,0.182,6.2787,165.1946,0
7875516,,10.3731,0,0.0759,0.0,0.134,8.7049,90.2514,0
7896539,137.0,11.2402,0,0.0203,0.0,0.1265,6.8064,87.0557,0
7906341,57.0,8.6954,0,0.0992,0.9621,0.6383,6.8399,402.4574,0
7919400,131.0,4.5036,0,0.1448,0.7971,0.579,2.6132,365.3628,0
7975015,236.0,6.5661,0,0.1157,0.8754,0.5387,4.6838,358.0325,0
7982764,,5.5718,0,0.0862,0.5668,0.1742,5.1615,421.1932,0
7989457,77.0,4.7744,0,0.1179,0.0,0.2162,3.7701,314.0505,0
8031382,114.0,4.6815,0,0.0824,0.4683,0.4587,3.0261,413.2855,0
8051756,108.0,1.1939,1,0.3011,0.6607,0.7796,0.5916,842.8006,1
8098937,35.0,8.4263,0,0.0341,0.3214,0.2819,2.4799,382.9801,3
8098969,39.0,8.4254,0,0.0341,0.3214,0.2822,2.4764,382.9801,3
8151461,77.0,5.5728,0,0.0862,0.5668,0.1741,5.1627,421.1932,0
8181598,77.0,4.7559,0,0.1182,0.0,0.2168,3.7579,314.0505,0
8229081,413.0,4.2286,0,0.1502,0.7853,0.5666,2.3402,365.3628,0
8272970,95.0,2.093,1,0.2186,0.6762,0.5021,1.0672,842.8006,1
8339990,102.0,5.5282,0,0.1263,0.8246,0.4326,3.642,365.3628,0
8384692,126.0,1.1251,1,0.3108,0.6604,0.8217,0.5745,842.8006,0
8472766,,8.3342,0,0.0901,0.841,0.1785,6.609,165.1946,0
8564722,102.0,5.5313,0,0.1262,0.8245,0.4311,3.6454,365.3628,0
8617633,314.0,2.2786,1,0.1991,0.6528,0.4134,1.5487,314.0505,0
8706915,140.0,3.3836,1,0.1359,0.5958,0.2809,3.0974,383.6329,0
8718913,170.0,4.0453,0,0.1425,0.7189,0.2977,2.6201,258.2845,0
8735904,86.0,2.9677,1,0.1683,0.6676,0.3366,2.0445,314.0505,0
8743145,79.0,3.1901,1,0.157,0.0,0.3055,2.3461,314.0505,1
8743754,300.0,4.6906,0,0.1391,0.7917,0.4433,2.8195,365.3628,0
8770382,91.0,8.462,0,0.0983,0.0,0.3561,6.5719,180.9846,0
8780493,,8.4926,0,0.0822,0.0,0.1423,7.0094,172.7917,0
8802052,165.0,4.3986,0,0.1234,0.0,0.2279,3.4806,314.0505,0
8859482,285.0,2.4763,0,0.2005,0.6968,0.4881,1.1987,842.8006,1
8889577,69.0,3.6433,0,0.1661,0.0,0.7433,1.7545,365.3628,0
8918966,93.0,11.6852,0,0.07,0.0,0.1188,10.0183,52.5755,0
8936446,,5.0657,0,0.0768,0.0,0.2969,3.93,152.0856,0
8953380,139.0,4.0576,0,0.1547,0.7825,0.63,2.1673,365.3628,0
8988738,44.0,9.7292,0,0.0385,0.0,0.1088,9.0132,88.9147,0
9007351,72.0,4.4584,0,0.1003,0.5472,0.2288,4.3759,188.3615,0
9049864,1195.0,3.8289,0,0.144,0.6953,0.2852,2.6577,314.0505,1
9059696,97.0,4.1317,0,0.1089,0.5588,0.2432,4.0244,188.3615,0
9078918,326.0,4.8291,0,0.1377,0.8029,0.4902,2.9425,365.3628,0
9088488,166.0,9.4836,0,0.0671,0.7034,0.1105,8.3667,332.1549,0
9115645,116.0,5.5952,0,0.1095,0.0,0.2023,4.2663,258.2845,0
9165281,345.0,3.7351,0,0.1622,0.7681,0.6065,1.8495,365.3628,0
9292734,299.0,8.4199,0,0.1015,0.9565,0.8124,6.5808,402.4574,0
9319078,220.0,4.8273,0,0.1378,0.8031,0.4928,2.9404,365.3628,0
9342355,,5.7071,0,0.1205,0.8083,0.3159,3.8769,159.7822,0
9406789,69.0,8.265,0,0.0971,0.0,0.2662,6.3907,180.9846,0
9452418,158.0,6.2562,0,0.1063,0.7714,0.2092,4.6606,226.8979,0
9487892,262.0,5.2698,0,0.0708,0.0,0.6492,1.9646,399.8848,0
9587656,175.0,1.5351,1,0.2623,0.6651,0.6358,0.7076,842.8006,0
9588999,81.0,4.6489,0,0.1269,0.7166,0.2474,3.3024,258.2845,0
9590401,77.0,7.7126,0,0.0891,0.0,0.1594,6.2026,218.0524,0
9610654,,6.4167,0,0.1166,0.8647,0.4763,4.5278,358.0325,0
9637023,300.0,4.7167,0,0.1357,0.7757,0.3539,2.9193,365.3628,0
9645880,113.0,5.9915,0,0.1048,0.0,0.1923,4.6133,258.2845,0
9679005,40.0,7.0423,0,0.0945,0.0,0.1709,5.5699,226.8979,0
9690523,49.0,5.443,0,0.0971,0.6258,0.1777,4.7149,397.3531,1
9708726,34.0,9.7292,0,0.0385,0.0,0.1088,9.0132,88.9147,0
9825135,85.0,5.2044,0,0.0903,0.5605,0.1879,4.8808,421.1932,0
9995220,50.0,4.3531,0,0.1161,0.6213,0.219,3.7146,383.6329,0
10014344,81.0,6.504,0,0.1066,0.0,0.2262,4.7885,165.1946,0
10034077,42.0,4.3249,0,0.1165,0.6203,0.2203,3.6954,383.6329,0
10070422,67.0,7.4243,0,0.0427,0.3595,0.373,1.5363,397.8142,1
10071396,60.0,7.5916,0,0.0411,0.353,0.3691,1.5679,397.8142,1
10072035,59.0,7.5781,0,0.0412,0.3535,0.366,1.5891,397.8142,1
10100747,48.0,5.443,0,0.0971,0.6258,0.1777,4.7149,397.3531,1
10100835,53.0,7.5513,0,0.0415,0.3546,0.3748,1.5252,397.8142,1
10101026,50.0,7.5589,0,0.0414,0.3543,0.3611,1.6245,397.8142,1
