id,price,dist_navy_pier_miles,is_landmark_proximate,transit_north_premium,is_premium_transit_hub,shoreline_gravity,dist_to_nearest_beach_miles,crime_density_total,nb_homicides_half_mile
792011009005802909,95.0,9.2824,0,0.0383,0.3934,0.1191,7.9216,148.2931,0
792077784641835604,126.0,6.854,0,0.0488,0.383,0.3371,1.9895,358.5659,1
792540789158442641,200.0,1.4931,1,0.2635,0.6568,0.6174,0.8518,842.8006,1
792997816213147018,221.0,5.9469,0,0.1237,0.8595,0.7105,4.0801,358.0325,1
793494058458745362,500.0,3.1677,0,0.1341,0.5589,0.3457,3.386,188.3615,0
793519585729936101,232.0,1.3679,1,0.267,0.6322,0.6299,1.3262,1063.742,5
794269127115279841,87.0,6.8,0,0.0493,0.3846,0.5371,0.8311,390.6212,0
794432943433581906,192.0,5.1152,0,0.0871,0.5328,0.2005,5.0059,188.3615,2
795099860511357681,150.0,5.1058,0,0.1207,0.7367,0.2386,3.6293,258.2845,0
795378398401248815,150.0,5.2463,0,0.1185,0.7402,0.2336,3.7565,258.2845,0
796407726018721299,232.0,1.3965,1,0.2621,0.6282,0.6229,1.4218,1063.742,5
796465765285127869,232.0,1.4171,1,0.2599,0.6281,0.6149,1.4307,1063.742,5
796465880869883962,232.0,1.317,1,0.2713,0.6287,0.6564,1.3915,1063.742,5
796502673687573569,232.0,1.2804,1,0.2771,0.632,0.6678,1.3073,1063.742,5
796577437412249252,136.0,5.5001,0,0.1259,0.8183,0.3975,3.623,365.3628,0
796603565653623748,80.0,7.7334,0,0.0766,0.0,0.1311,6.7875,332.1549,0
796884430156054658,234.0,1.2188,1,0.2966,0.6581,0.7484,0.6676,842.8006,1
796884763450914647,226.0,1.4931,1,0.2635,0.6568,0.6174,0.8518,842.8006,1
796886940740501619,222.0,1.5711,1,0.2466,0.6341,0.5572,1.3641,1063.742,4
797240135572507251,217.0,2.9436,1,0.1659,0.6543,0.327,2.1419,314.0505,0
797366668806692109,89.0,7.5834,0,0.0412,0.3539,0.3254,1.9282,397.8142,0
797862274646922471,91.0,14.6967,0,0.0049,0.0773,0.1565,8.1139,175.0723,1
798035438434398838,157.0,7.1947,0,0.109,0.0,0.4555,5.3076,329.1328,0
798550379778693100,109.0,8.0822,0,0.0958,0.8697,0.2224,6.2558,90.0343,0
798593024970947062,171.0,2.6034,0,0.1951,0.703,0.4839,1.2127,253.4784,0
799386857419762566,,9.0275,0,0.0968,0.9709,0.5515,7.1632,402.4574,0
799968905188661289,149.0,7.6884,0,0.1056,0.0,0.5164,5.8111,329.1328,0
801373794766236676,110.0,8.2501,0,0.085,0.0,0.1499,6.7292,172.7917,0
801512085106777604,232.0,1.273,1,0.2782,0.6323,0.671,1.2995,1063.742,5
802052397517471268,135.0,4.4626,0,0.0873,0.4771,0.472,3.2115,413.2855,0
802090370275514063,197.0,0.6951,1,0.384,0.0,0.8979,0.8214,842.8006,0
802156212507389800,165.0,6.9876,0,0.0474,0.3787,0.3106,2.2174,358.5659,1
802414610756875783,62.0,5.0939,0,0.0875,0.5331,0.2014,4.9866,188.3615,2
802443418767093865,,4.9618,0,0.09,0.5364,0.2064,4.8563,188.3615,2
802832436410862314,,1.3876,1,0.2631,0.6282,0.6265,1.4193,1063.742,5
802867835494594998,,5.0263,0,0.0885,0.5331,0.2047,4.9326,188.3615,2
802996947331300153,40.0,3.363,0,0.1313,0.0,0.298,3.3331,383.6329,0
803188058217186711,196.0,2.8103,1,0.1438,0.5479,0.5246,3.4358,276.7138,0
803386242543628655,229.0,0.9065,1,0.3398,0.6478,0.8999,0.8724,842.8006,0
804340058010355222,84.0,5.0496,0,0.1333,0.8061,0.4405,3.1693,365.3628,0
804355070868142573,177.0,11.2995,0,0.0748,0.0,0.1386,9.5398,52.5755,0
804698802643794741,,3.2956,1,0.1249,0.5367,0.4028,3.78,289.1653,0
804698810947164247,,3.2817,1,0.1254,0.537,0.4051,3.7688,289.1653,0
805171539410388266,93.0,6.5831,0,0.097,0.7356,0.1733,5.2203,258.2845,0
805276428251783650,,8.778,0,0.0641,0.6267,0.1125,7.9665,332.1549,0
805305533860390099,268.0,2.1974,1,0.1992,0.6371,0.4149,1.7014,383.6329,0
805599838927456688,205.0,1.4931,1,0.2635,0.6568,0.6174,0.8518,842.8006,1
806472697827145411,240.0,6.9198,0,0.0482,0.3814,0.3134,2.2127,358.5659,1
807233671529659173,479.0,4.4189,0,0.1467,0.7951,0.6005,2.5286,365.3628,0
807875149223438312,87.0,6.597,0,0.0783,0.595,0.1467,5.9612,509.0186,3
807880884094680264,,1.5711,1,0.2466,0.6341,0.5572,1.3641,1063.742,4
808108595377919122,1261.0,2.5376,1,0.186,0.6581,0.3798,1.7202,314.0505,0
808457668793356731,260.0,0.9065,1,0.3398,0.6478,0.8999,0.8724,842.8006,0
808910288031913668,214.0,2.6933,1,0.1496,0.5524,0.5397,3.3186,276.7138,0
809333652092651306,413.0,3.7999,1,0.1049,0.0,0.5226,3.7886,413.2855,0
809622218552631721,380.0,4.5804,0,0.1419,0.7919,0.4816,2.7,365.3628,0
810145263361455922,81.0,2.2463,1,0.2131,0.6919,0.5297,1.0691,842.8006,1
810644580230760321,288.0,1.9475,1,0.1978,0.5829,0.6393,2.5356,276.7138,0
810903797176815984,338.0,7.5015,0,0.1,0.8499,0.2316,5.6878,235.8681,0
811376906079417326,255.0,0.9065,1,0.3398,0.6478,0.8999,0.8724,842.8006,0
811377707909850214,244.0,0.9065,1,0.3398,0.6478,0.8999,0.8724,842.8006,0
811511088781175842,230.0,1.6843,1,0.2415,0.6483,0.5355,1.1514,842.8006,3
811537270467013788,488.0,4.8347,0,0.1389,0.8104,0.5811,2.9449,365.3628,0
811648329048018347,76.0,8.489,0,0.0963,0.0,0.28,6.6062,180.9846,0
811733169686724230,119.0,7.9766,0,0.0377,0.3382,0.3998,1.4759,397.8142,1
811967469446163482,208.0,10.7581,0,0.0647,0.0,0.1038,9.4378,137.4903,0
812497751740798714,497.0,2.1263,0,0.2248,0.7028,0.6683,0.6462,253.4784,0
812588698213960144,172.0,6.1283,0,0.1195,0.8516,0.4582,4.238,358.0325,0
813156041604916901,82.0,4.653,0,0.1081,0.6109,0.2052,4.0591,397.3531,0
814188550107137307,72.0,5.6829,0,0.074,0.4944,0.1942,5.7434,150.5926,0
814198516176531410,63.0,5.6546,0,0.0745,0.4955,0.195,5.7135,150.5926,0
814456266170506844,493.0,4.5355,0,0.1284,0.7109,0.2493,3.2345,258.2845,0
814512232908890198,166.0,6.026,0,0.0751,0.0,0.1668,5.7936,169.0158,1
815565248302037425,43.0,3.2704,1,0.1256,0.5362,0.4149,3.7799,289.1653,0
815938170026864626,219.0,4.2429,0,0.1497,0.7846,0.5506,2.356,365.3628,0
816071875145690665,191.0,2.7942,1,0.1445,0.5483,0.53,3.4247,276.7138,0
816159326445503733,41.0,4.5462,0,0.1076,0.5969,0.2099,4.058,383.6329,3
816568236432439068,,3.6014,0,0.1495,0.6878,0.2963,2.5201,314.0505,1
816631703010132041,100.0,5.5071,0,0.126,0.8202,0.4076,3.6266,365.3628,0
816730668430736803,,5.0266,0,0.0753,0.4537,0.479,2.5848,446.6997,0
816790956271021405,255.0,5.2336,0,0.1291,0.8046,0.3827,3.3716,365.3628,0
817646634236562901,90.0,7.6154,0,0.0409,0.3522,0.4077,1.328,397.8142,1
817962128383116667,198.0,4.7768,0,0.1162,0.0,0.2119,3.835,314.0505,0
818016335910777519,180.0,3.8965,0,0.1373,0.0,0.2603,2.9428,314.0505,1
818332803037862068,,6.5384,0,0.1111,0.8372,0.2947,4.6885,160.9753,0
819654142015953826,113.0,9.0802,0,0.0975,0.9825,0.8599,7.2477,402.4574,0
819679354816985239,437.0,2.9197,1,0.1646,0.6452,0.3239,2.2089,314.0505,1
819785499829050358,80.0,8.2818,0,0.1021,0.948,0.6856,6.4292,402.4574,0
820317740562229595,85.0,6.5769,0,0.1008,0.7638,0.1893,5.0499,226.8979,0
821114357206992348,172.0,2.7365,1,0.1474,0.5509,0.5318,3.3583,276.7138,0
822354268493840061,370.0,4.9395,0,0.0783,0.0,0.3374,3.5579,205.763,0
822380676502753162,129.0,6.3513,0,0.1005,0.7389,0.1826,4.9548,258.2845,0
822441825495688392,230.0,1.6843,1,0.2415,0.6483,0.5355,1.1514,842.8006,3
822519156174601489,115.0,8.8914,0,0.0984,0.9728,0.7445,7.0481,402.4574,0
822574581430147478,230.0,6.9239,0,0.1117,0.0,0.485,5.0382,329.1328,0
822590156223178532,115.0,4.7669,0,0.0861,0.0,0.2598,5.0469,152.0856,0
822653851012929669,162.0,7.6782,0,0.0979,0.85,0.2199,5.8772,235.8681,0
822719660459550574,155.0,1.1593,1,0.2936,0.6341,0.7257,1.236,1063.742,5
822724197395569750,140.0,4.9058,0,0.0781,0.4613,0.398,3.0981,446.6997,1
822741493341705998,124.0,5.325,0,0.1254,0.7933,0.3215,3.5157,159.7822,0
823239405203252910,230.0,4.7729,0,0.1397,0.8067,0.5627,2.8826,365.3628,0
823273576559656432,174.0,7.4915,0,0.1005,0.8532,0.2379,5.6676,235.8681,0
823933346092222069,275.0,3.9597,0,0.1509,0.0,0.382,2.233,253.4784,0
824613697329849098,140.0,3.0798,1,0.1361,0.5554,0.3725,3.3915,188.3615,0
824899143409141471,68.0,5.2208,0,0.1019,0.6337,0.1858,4.4609,397.3531,1
825392040226364970,144.0,6.7979,0,0.0498,0.3881,0.2911,2.5521,358.5659,1
826036071911122222,75.0,2.2747,1,0.1738,0.569,0.5969,2.8915,276.7138,0
826169652046388400,176.0,5.6603,0,0.0645,0.4293,0.411,2.2709,446.6997,0
826202255500238246,135.0,5.9183,0,0.1121,0.0,0.2324,4.2663,226.8979,0
826845999960303927,392.0,4.0613,0,0.1529,0.7739,0.5129,2.1878,365.3628,0
826875962550662839,240.0,9.9558,0,0.0252,0.2763,0.8484,3.0162,611.3177,0
826909411087389923,85.0,7.8563,0,0.0976,0.8645,0.2298,6.0282,235.8681,0
828223193431882832,68.0,5.9378,0,0.123,0.8536,0.5832,4.0557,358.0325,0
828252445771384757,233.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
828271247179704213,160.0,12.6719,0,0.0119,0.0,0.1525,6.5913,189.0393,0
828348415319716243,233.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
828359826502562197,285.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
828361734550821101,233.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
828372613145965893,233.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
828374129360312840,285.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
828415415713677290,,5.7482,0,0.0727,0.4906,0.1934,5.8231,150.5926,0
828417860340180137,129.0,11.1598,0,0.0752,0.0,0.1392,9.4053,90.2514,0
828473527937784539,575.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
828473628942219824,305.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
828480276017584508,105.0,9.2069,0,0.0823,0.0,0.1507,7.5415,172.7917,0
828567290919810654,220.0,0.8617,1,0.3416,0.636,0.9302,1.1809,1063.742,0
828943483786403326,320.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
828949232132275695,285.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
828954692811952085,285.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
829013445773562476,575.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
829018133443339150,305.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
829027478161126941,305.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
829036069122276397,320.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
829043669154862268,320.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
829051045245683600,320.0,2.157,1,0.2027,0.64,0.4232,1.6274,383.6329,0
829090403466534399,250.0,6.5559,0,0.0538,0.0,0.2459,3.4699,153.0204,0
829897346331499609,340.0,6.4392,0,0.0537,0.3996,0.6624,0.7869,390.6212,0
830032482919888467,177.0,1.0962,1,0.3037,0.6365,0.7585,1.1672,1063.742,3
830082381552366749,162.0,1.4491,1,0.2718,0.6656,0.6766,0.6255,842.8006,0
830408376146498740,,5.692,0,0.1099,0.7352,0.2065,4.2752,258.2845,0
830486347621437741,385.0,2.4732,1,0.1824,0.6337,0.372,1.9597,383.6329,1
830706771268743770,154.0,1.5211,1,0.2634,0.6639,0.6359,0.7198,842.8006,1
831314821531801640,167.0,3.9758,0,0.136,0.0,0.2581,2.9964,314.0505,0
831660569363863566,211.0,7.5962,0,0.1075,0.924,0.7607,5.7476,329.1328,0
832083406902654521,235.0,4.026,0,0.1241,0.6236,0.2359,3.3986,383.6329,0
832509225508617765,63.0,5.2231,0,0.1019,0.6339,0.1857,4.4623,397.3531,1
832515914377872868,52.0,5.2981,0,0.1,0.6299,0.1827,4.5553,397.3531,1
832521000962952627,50.0,5.3313,0,0.0995,0.6301,0.1817,4.5858,397.3531,1
832522640524232781,62.0,5.2282,0,0.1021,0.6361,0.1858,4.4557,397.3531,1
832524016996416395,53.0,5.3026,0,0.1,0.6302,0.1826,4.5579,397.3531,1
832530322574536381,110.0,8.0243,0,0.0373,0.3366,0.4208,1.4048,397.8142,1
832728479157812136,121.0,4.1159,0,0.1029,0.5262,0.2803,4.3457,152.0856,0
832769814566740250,160.0,1.9928,1,0.1953,0.5845,0.5868,2.5006,1063.742,0
832777325608001941,158.0,4.0404,0,0.1051,0.5295,0.2832,4.2612,152.0856,0
832851395489863197,249.0,4.0313,0,0.1237,0.6223,0.2355,3.4134,383.6329,0
833284728623688460,392.0,5.9929,0,0.1109,0.0,0.2278,4.3489,226.8979,0
833411324472756978,128.0,9.2008,0,0.076,0.0,0.1274,7.7726,217.7129,0
834154510098180933,145.0,5.1301,0,0.1019,0.6246,0.1878,4.4226,397.3531,1
834288904236760884,264.0,8.0027,0,0.0404,0.0,0.1794,4.6131,306.2093,0
834625681430286121,200.0,2.8779,1,0.1696,0.6577,0.3368,2.0473,314.0505,0
834736167623129016,,3.6157,0,0.1434,0.0,0.2734,2.7307,314.0505,1
834849801853132851,185.0,11.2682,0,0.0172,0.2109,0.205,4.861,230.1862,1
834954569986827745,138.0,6.4009,0,0.1023,0.7569,0.1915,4.8996,258.2845,0
834985028869992919,234.0,1.5543,1,0.2569,0.6562,0.5935,0.906,842.8006,1
835410998810832575,238.0,2.5706,1,0.1745,0.6229,0.3579,2.1724,383.6329,1
835622439521407464,162.0,13.2098,0,0.0618,0.0,0.097,11.633,52.5755,0
835723640904788938,490.0,1.7132,1,0.2207,0.5989,0.6116,2.1353,1063.742,2
836107571644297879,115.0,4.7101,0,0.0815,0.0,0.5977,2.6226,314.8131,0
836112928860519418,253.0,1.7135,1,0.2203,0.5979,0.6202,2.1585,1063.742,1
836120781617232751,836.0,1.7059,1,0.2212,0.5987,0.6175,2.1392,1063.742,1
836498950311959624,,4.0753,1,0.097,0.4924,0.5061,3.5249,413.2855,0
836782194065722277,188.0,1.2556,1,0.2881,0.6498,0.6941,0.8867,842.8006,2
836887784531029634,133.0,5.3006,0,0.119,0.0,0.2404,3.7466,258.2845,0
836990389915065775,162.0,3.8677,0,0.1137,0.5536,0.2681,3.8854,188.3615,0
837055212890041785,295.0,2.1095,1,0.185,0.5754,0.6271,2.7276,276.7138,0
837119558217187857,238.0,2.1396,1,0.1835,0.5761,0.5927,2.7117,276.7138,0
837129757536564907,135.0,7.0527,0,0.1042,0.8392,0.2476,5.2364,235.8681,0
837171839162275677,524.0,4.6816,0,0.1102,0.6262,0.205,3.989,397.3531,0
837651273534264559,280.0,3.0439,1,0.1553,0.628,0.3067,2.4932,383.6329,1
837654001202334074,302.0,3.1051,1,0.1528,0.6271,0.301,2.5536,383.6329,1
837659616246978644,151.0,3.1046,1,0.1539,0.6316,0.3017,2.5085,383.6329,1
837796526847874975,349.0,7.843,0,0.0977,0.8641,0.2301,6.0149,235.8681,0
838125655658022105,262.0,4.1557,0,0.1539,0.0,0.8017,2.2792,365.3628,0
838238125450257841,149.0,1.2556,1,0.2881,0.6498,0.6941,0.8867,842.8006,2
838689973912642220,307.0,4.5334,0,0.1398,0.7736,0.3782,2.7224,365.3628,0
838842840540884922,171.0,5.1713,0,0.1271,0.7842,0.3148,3.3875,159.7822,0
839201761909683221,153.0,1.1462,1,0.296,0.6353,0.7314,1.203,1063.742,4
839218835205937508,163.0,1.0329,1,0.3136,0.6376,0.7965,1.1348,1063.742,2
839689597459642524,,3.0727,1,0.1368,0.5571,0.3684,3.3627,188.3615,0
839703322984784557,,0.6081,1,0.4034,0.0,0.8442,0.9011,842.8006,0
839711345177916500,,0.6938,1,0.3826,0.0,0.9115,0.8955,842.8006,0
839725681928791729,66.0,8.0895,0,0.0367,0.3338,0.319,2.0393,397.8142,3
839771592578457127,,3.7392,0,0.1407,0.0,0.2674,2.8215,314.0505,1
839844389002713421,324.0,0.8041,1,0.3618,0.6528,0.9788,0.7528,842.8006,0
839864768220749471,423.0,7.4436,0,0.0944,0.7968,0.1792,5.8216,165.1946,0
839894873570616302,68.0,7.5085,0,0.0858,0.7296,0.1472,6.2209,217.7129,0
839896538843378470,172.0,1.1059,1,0.3001,0.6319,0.7605,1.2815,1063.742,4
840427868506248683,,1.3087,1,0.2855,0.6592,0.7072,0.6844,842.8006,1
840437133182080182,,1.3527,1,0.2823,0.6642,0.7149,0.5888,842.8006,0
840548866970800543,292.0,5.5401,0,0.126,0.8239,0.4238,3.6553,365.3628,0
840681511842586631,143.0,7.0262,0,0.1104,0.0,0.4493,5.1379,329.1328,0
840709362315832755,513.0,2.8048,1,0.144,0.548,0.5259,3.431,276.7138,0
840714681196454177,637.0,2.8157,1,0.1434,0.5471,0.5323,3.4537,276.7138,0
840721359660109298,625.0,2.7684,1,0.1454,0.5478,0.5582,3.4338,276.7138,0
840730480966735071,550.0,2.6881,1,0.1499,0.5527,0.5387,3.3108,276.7138,0
840885374558932170,198.0,10.6953,0,0.0203,0.2377,0.1841,4.7902,339.1098,1
840887469414002508,243.0,3.0846,1,0.1623,0.6631,0.3197,2.199,314.0505,0
841275905426651420,102.0,7.3191,0,0.1006,0.837,0.2246,5.5311,235.8681,0
841456778849150827,178.0,6.3819,0,0.1165,0.8598,0.4417,4.4915,358.0325,0
841470096685898619,66.0,8.0025,0,0.0375,0.3374,0.3146,2.0616,397.8142,2
841470846225476229,151.0,0.8116,1,0.3514,0.6366,0.976,1.1725,1063.742,0
841494990111499700,192.0,7.4341,0,0.1024,0.8635,0.2637,5.5809,160.9753,0
841554694056324771,,9.4463,0,0.0796,0.0,0.1409,7.8244,172.7917,0
841653025955157554,59.0,8.0352,0,0.0372,0.3361,0.3117,2.0935,397.8142,2
841936404963037569,95.0,6.4673,0,0.1026,0.766,0.1953,4.9196,226.8979,0
842193665210357079,163.0,0.813,1,0.3512,0.6367,0.9739,1.1679,1063.742,0
842200217049516969,152.0,1.5057,1,0.2657,0.6657,0.6514,0.6702,842.8006,0
842203175224828183,679.0,2.7817,1,0.1447,0.5474,0.5551,3.4452,276.7138,0
842221658848190882,173.0,1.1331,1,0.2997,0.6392,0.7373,1.1075,1063.742,3
842311097895369481,210.0,8.1182,0,0.0994,0.0,0.3086,6.2314,180.9846,0
842740048010437980,156.0,7.4167,0,0.0431,0.3625,0.2867,2.3833,358.5659,0
842749728060157787,175.0,5.8528,0,0.1052,0.0,0.1915,4.5449,258.2845,1
842773426769995380,130.0,7.4167,0,0.0431,0.3625,0.2867,2.3833,358.5659,0
842816582493215704,,4.7893,0,0.0826,0.0,0.3038,4.1497,152.0856,0
842879825929468984,,8.9757,0,0.0858,0.8554,0.1662,7.2484,235.8681,0
842980541370347260,95.0,8.3152,0,0.046,0.0,0.131,7.554,107.6809,0
843028644486260666,129.0,16.3748,0,0.0012,0.0,0.215,9.3314,34.3788,0
843359859423747623,24.0,9.3924,0,0.0275,0.0,0.4378,2.4212,611.3177,1
843363792290207058,24.0,9.5276,0,0.0266,0.0,0.4124,2.5765,611.3177,1
843367130852015100,33.0,9.5264,0,0.0266,0.0,0.424,2.5602,611.3177,1
843662826998729515,351.0,5.8206,0,0.1115,0.7604,0.2212,4.2488,226.8979,0
843717931038778177,87.0,3.3508,0,0.1583,0.6886,0.3216,2.2555,314.0505,1
843723461454190233,,5.6096,0,0.0835,0.5519,0.1752,5.2864,421.1932,1
843839624399626666,31.0,7.8219,0,0.0416,0.0,0.1886,4.3484,306.2093,0
844180940631891272,103.0,1.7027,1,0.2517,0.6802,0.6613,0.5903,842.8006,0
844199899790461053,63.0,10.5438,0,0.0744,0.0,0.129,8.8974,90.2514,0
844341785896722119,255.0,6.0177,0,0.1049,0.7364,0.1935,4.6154,258.2845,0
845630127026134316,299.0,3.3384,1,0.1415,0.6137,0.2808,2.882,383.6329,0
845798863461567579,571.0,5.5802,0,0.1254,0.8249,0.4194,3.6958,365.3628,0
846216471589763319,253.0,9.0233,0,0.0966,0.968,0.5054,7.1528,402.4574,1
846283820544298090,126.0,3.7678,0,0.1368,0.0,0.2581,2.9477,314.0505,1
847106845472806533,,9.6451,0,0.0256,0.0,0.2818,3.096,382.9801,1
847192738485309695,164.0,1.4155,1,0.2732,0.66,0.6616,0.7297,842.8006,1
847238537736791747,,7.2992,0,0.0459,0.0,0.2134,3.8151,322.2279,1
847370053184181700,113.0,9.7781,0,0.0252,0.0,0.4707,2.7588,209.5233,0
847393611138706973,306.0,7.6366,0,0.0919,0.7938,0.1708,6.0416,165.1946,0
847586523954020563,206.0,1.5876,0,0.2679,0.6932,0.944,0.354,842.8006,0
847825159250157798,248.0,4.7012,0,0.1094,0.6237,0.2039,4.023,397.3531,1
847830236387301505,52.0,4.424,0,0.095,0.515,0.2651,4.6629,152.0856,0
848179166474321942,194.0,2.8449,1,0.1421,0.5464,0.5225,3.4737,276.7138,0
848326436070591181,181.0,0.5999,1,0.4071,0.0,0.8264,0.843,842.8006,0
848473435359340191,155.0,4.3026,0,0.1358,0.72,0.2764,2.8936,258.2845,0
848528220657588295,129.0,4.8962,0,0.1374,0.8101,0.5419,3.0059,365.3628,0
848586552420970104,230.0,1.6843,1,0.2415,0.6483,0.5355,1.1514,842.8006,3
848659664772181308,,3.9706,0,0.1313,0.6524,0.2456,3.1432,314.0505,1
848686323393976699,186.0,9.1269,0,0.097,0.9826,0.7798,7.2879,402.4574,0
848697836662635757,118.0,4.0532,0,0.1275,0.6442,0.2382,3.2779,314.0505,0
848783157994318942,81.0,3.4261,0,0.1559,0.6902,0.3159,2.3103,314.0505,1
848823504564754000,217.0,7.64,0,0.1071,0.925,0.7382,5.7893,329.1328,0
848982732370093638,220.0,6.8845,0,0.1139,0.8977,0.7956,5.035,329.1328,1
849580927818399066,109.0,9.249,0,0.0951,0.9752,0.4836,7.3769,402.4574,1
849587105956871776,86.0,9.1037,0,0.0973,0.9834,0.8588,7.2713,402.4574,0
849900737008649278,166.0,4.9089,0,0.1389,0.8209,0.7547,3.0365,358.0325,0
849968138671103633,,4.5711,0,0.1275,0.7103,0.2465,3.2784,258.2845,0
850226601621268113,296.0,3.7437,0,0.1596,0.7572,0.485,1.9086,253.4784,0
850279335753487796,,7.0401,0,0.1104,0.0,0.4622,5.1528,329.1328,0
850893661205743382,183.0,8.4469,0,0.0346,0.0,0.776,1.4096,611.3177,1
851445222944778050,106.0,5.4427,0,0.1091,0.0,0.1981,4.2562,354.858,1
852321564017044286,,6.0075,0,0.0595,0.4167,0.3617,2.3129,446.6997,0
852324441790108863,372.0,5.822,0,0.0619,0.4225,0.4282,2.0296,446.6997,0
852898501736077137,234.0,1.7474,1,0.2476,0.6803,0.6415,0.6386,842.8006,0
853539824874139802,179.0,4.478,0,0.1408,0.7713,0.3788,2.6723,365.3628,0
853599394666049715,142.0,4.9377,0,0.077,0.0,0.5101,2.5776,446.6997,0
853610740524849113,40.0,6.7318,0,0.1031,0.7972,0.2103,5.0491,165.1946,0
853848485359778128,411.0,1.0392,1,0.3287,0.6704,0.9647,0.2943,842.8006,0
854222884197878937,199.0,12.1181,0,0.0135,0.1772,0.197,5.5844,230.1862,1
854332684291409436,170.0,5.3659,0,0.113,0.7193,0.2106,4.0453,258.2845,0
854533832293417361,384.0,3.8098,0,0.1616,0.0,0.7273,1.9216,365.3628,0
854579524905866500,145.0,1.0644,1,0.3089,0.6378,0.7767,1.1333,1063.742,2
854838829532805248,110.0,9.7723,0,0.0257,0.0,0.1891,4.2952,339.1098,3
855057258065037120,100.0,5.5071,0,0.126,0.8201,0.4071,3.6268,365.3628,0
855099989384899334,261.0,6.4034,0,0.114,0.8438,0.3379,4.5293,160.9753,0
855178518937083755,112.0,5.5116,0,0.1262,0.8219,0.418,3.6284,365.3628,0
855376203394835115,195.0,2.8212,1,0.1431,0.5466,0.536,3.4656,276.7138,0
855678022513997841,92.0,5.7873,0,0.1231,0.8358,0.4386,3.8982,365.3628,0
855686503709210948,487.0,3.7121,0,0.1441,0.6788,0.2783,2.7169,314.0505,0
855756311859188826,51.0,8.3045,0,0.0355,0.0,0.2338,3.133,322.2279,0
855793496096661543,38.0,8.4194,0,0.0346,0.3258,0.234,3.1369,322.2279,0
855828343232989376,,8.4211,0,0.0346,0.0,0.2303,3.2035,322.2279,0
855957811810607023,40.0,8.3039,0,0.0356,0.0,0.2337,3.1363,322.2279,0
855992077852850944,44.0,8.3304,0,0.0354,0.0,0.2323,3.1627,322.2279,0
855999780840293282,47.0,8.2883,0,0.0356,0.3309,0.2374,3.0703,322.2279,0
856059776143534166,165.0,8.524,0,0.0654,0.6228,0.1156,7.7277,332.1549,0
856080991268335070,138.0,8.5555,0,0.0648,0.0,0.115,7.7698,332.1549,0
856467809893977646,115.0,10.5995,0,0.0212,0.2456,0.6375,3.5651,209.5233,0
856623501806058171,244.0,1.6029,1,0.2344,0.6102,0.5933,1.8643,1063.742,2
856685275666500590,149.0,5.4707,0,0.1224,0.7923,0.3,3.6825,159.7822,0
857286894309411023,239.0,3.604,0,0.1203,0.0,0.2944,3.7067,188.3615,0
857897314396385090,229.0,7.4172,0,0.0753,0.6338,0.1328,6.6037,332.1549,2
857919831773530996,397.0,2.6898,1,0.1498,0.5528,0.5363,3.3091,276.7138,0
858045090931060087,150.0,6.7318,0,0.0503,0.3885,0.3239,2.1849,358.5659,1
858106736841519114,1403.0,1.8286,0,0.2455,0.6945,0.747,0.5877,842.8006,0
858155471219612792,269.0,3.8729,0,0.1353,0.0,0.2545,3.0026,314.0505,1
858606588258932755,74.0,6.0374,0,0.0588,0.0,0.5037,1.5197,399.8848,0
858703236133238528,160.0,9.5116,0,0.0734,0.0,0.1217,8.1089,217.7129,0
858774110188496351,447.0,1.1782,1,0.3038,0.6618,0.7979,0.5566,842.8006,0
858774390888375065,444.0,1.1782,1,0.3038,0.6618,0.7979,0.5566,842.8006,0
858785227989913028,37.0,9.3523,0,0.0945,0.9784,0.4734,7.4793,402.4574,1
858920029791793458,103.0,6.0242,0,0.1082,0.7603,0.2106,4.472,226.8979,0
859323906970385877,274.0,1.5876,0,0.2679,0.6932,0.944,0.354,842.8006,0
859347500083030819,244.0,1.1845,1,0.2989,0.653,0.7413,0.7824,842.8006,1
859506987389521859,26.0,4.4351,0,0.0996,0.5415,0.2341,4.4092,188.3615,0
860195499625473435,176.0,1.063,1,0.308,0.6354,0.7799,1.1924,1063.742,1
860214782884758417,706.0,4.5379,0,0.1434,0.7939,0.5193,2.6511,365.3628,0
860929722137588376,110.0,13.9997,0,0.0069,0.1029,0.1921,7.2255,100.1708,0
860941672644448133,,5.1662,0,0.0863,0.5322,0.1983,5.051,188.3615,2
