id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,geometry,index_right,official_neighbourhood,dist_loop_center_miles,dist_navy_pier_miles,dist_ohare_airport_miles,dist_fulton_market_miles,dist_museum_campus_miles,dist_mccormick_place_miles,min_dist_rail_miles,avg_dist_top3_rail_miles,is_rail_accessible,dist_to_shoreline_miles,dist_to_nearest_beach_miles
2384,Hyde Park - Walk to University of Chicago,2613,Rebecca,,Hyde Park,41.7879,-87.5878,Private room,119.0,3,257,2025-08-07,1.97,1,348,10,R17000015609,POINT (1187567.662121344 1866182.8570125797),1,Hyde Park,8.427137274172194,8.089899268880519,29.311187790630775,9.978839169071845,6.644650017482204,5.905523302797342,0.07952063023100192,0.3301301266517273,1,0.6689485486038041,0.5270946795130665
7126,Tiny Studio Apartment 94 Walk Score,17928,Sarah,,West Town,41.90166,-87.68021,Entire home/apt,89.0,2,595,2025-09-01,3.01,1,302,47,R24000114046,POINT (1162050.7423167827 1907431.624735865),11,West Town,4.21787930307147,4.555117308363146,16.666171213387113,2.6661774081718193,6.00036655976146,6.739493274446321,0.9620188127309306,1.2805077443520037,0,2.8622704643056007,2.9791934682539054
10945,The Biddle House (#1),33004,At Home Inn,,Lincoln Park,41.91196,-87.63981,Entire home/apt,203.0,4,129,2025-09-06,0.93,6,325,24,2209984,POINT (1173018.606115697 1911271.275796209),33,Lincoln Park,2.867839011675581,3.205077016967257,18.016211504783,2.163742513609671,4.650326268365571,5.3894529830504325,1.5089356681921868,1.865164926807055,0,0.6732420020474322,0.8182342357623402
12140,Lincoln Park Guest House,46734,Shar And Robert,,Lincoln Park,41.92357,-87.64947,Private room,339.0,2,19,2025-09-07,0.15,1,156,3,2398451,POINT (1170355.5216742384 1915480.8637520536),33,Lincoln Park,4.1694815111648165,4.506719516456492,16.714569005293765,2.617779616265166,5.951968767854806,6.691095482539668,1.0639582900179478,2.3082717607166514,0,0.9798872759119783,1.4270106557243907
28749,Quirky Bucktown Loft w/ Parking No Parties,27506,Lauri,,Logan Square,41.9202265,-87.67961319999999,Entire home/apt,258.0,2,265,2025-09-01,1.47,1,74,37,R24000113825,POINT (1162161.645553517 1914198.5087362586),10,Logan Square,5.478481720431194,5.815719725722871,15.405568796027387,3.9267798255315443,7.260968977121185,8.000095691806045,0.6232453024916835,1.7758132700963205,0,2.545900013937902,2.8706740262108004
71930,"Rest, Relax and Explore",334241,Michael And Veronica,,West Town,41.89615,-87.67934,Private room,80.0,3,141,2025-09-03,0.81,1,343,18,R23000108832,POINT (1162302.8907170226 1905425.585119114),11,West Town,3.7901921786413753,4.127430183933051,17.093858337817206,2.238490283741725,5.572679435331366,6.311806150016227,0.6712600888607553,1.245565645533592,0,2.9035350528413115,2.977977279162035
94450,Comfy Garden Suite in Andersonville,504470,Mark,,Edgewater,41.9796,-87.66512,Entire home/apt,117.0,3,39,2025-08-11,1.01,1,335,9,R22000082956,POINT (1165937.3423354502 1935864.810323317),37,Edgewater,8.86685384261399,9.204091847905666,12.921883804766482,7.315151947714339,10.64934109930398,11.388467813988841,0.9245246644811581,2.284409196830449,0,0.814626313805344,4.940036116013257
145659,Trendy Roscoe Village 3BR/2BR walk to shops,683529,Joe,,North Center,41.94342,-87.68121,Entire home/apt,185.0,32,77,2024-05-05,0.64,24,365,0,,POINT (1161662.7852433452 1922646.9589395733),60,North Center,7.173048105561192,7.510286110852868,13.71100241089739,5.6213462106615415,8.955535362251183,9.694662076936044,1.7422700737448547,2.111443128766352,0,2.2452319367199074,3.5319218387966456
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,683529,Joe,,Lincoln Park,41.91289,-87.63864,Entire home/apt,270.0,32,87,2024-12-02,0.69,24,331,1,,POINT (1173334.3226733485 1911612.746112183),33,Lincoln Park,2.872716617418469,3.209954622710145,18.01133389904011,2.288209724523591,4.65520387410846,5.39433058879332,1.5541388507918268,1.9141142834612217,0,0.600129725993615,0.7458315521603525
189821,"Best in Chicago, private, amazing garden space",899757,Meighan,,Logan Square,41.92918,-87.70219,Entire home/apt,220.0,3,712,2025-09-02,4.17,1,326,40,R23000108826,POINT (1155993.2682543674 1917415.1473396793),10,Logan Square,7.255946853493735,7.593184858785412,13.628103662964845,5.704244958594085,9.038434110183726,9.777560824868587,1.3589102342976858,1.841627894387615,0,3.539086291207362,4.130647816540656
207218,Historic Pullman Artist Flat - Monthly Rental,1019125,Jb,,Pullman,41.68843,-87.60712,Entire home/apt,125.0,32,321,2025-08-01,1.88,3,283,2,,POINT (1182604.6462740987 1829891.8341870038),61,Pullman,14.360471929159063,14.035823238734597,35.24452244561765,15.912173824058714,12.577984672469073,11.838857957784212,0.2947818007360253,0.48197734004477666,1,4.253987636312867,7.262541450464571
207351,Pullman Art Studio - One Person - Monthly Rental,1019125,Jb,,Pullman,41.68954,-87.60786,Entire home/apt,50.0,32,49,2025-09-01,0.29,3,178,1,,POINT (1182399.1183996205 1830294.6011953217),61,Pullman,14.245264564993153,13.998467342174042,35.129315081451736,15.796966459892802,12.462777308303163,11.723650593618302,0.27404978843764677,0.4345989107768207,1,4.259473034027484,7.195408536667793
220333,Pullman School House Apartment - monthly rental,1019125,Jb,,Pullman,41.68912,-87.60725,Entire home/apt,125.0,32,8,2025-07-31,0.05,3,233,2,,POINT (1182567.0192140844 1830142.9622095586),61,Pullman,14.305783466551281,13.995387450374652,35.18983398300986,15.857485361450932,12.523296209861291,11.78416949517643,0.3144177436115706,0.45891199650237274,1,4.241669242219151,7.21726927182393
225314,Cozy & comfy with AC close to California Blue Line,1173654,Jillian,,Logan Square,41.92589,-87.69737,Private room,87.0,2,32,2025-08-04,0.2,1,46,2,R20000054219,POINT (1157313.7582011572 1916225.9574442387),10,Logan Square,6.78062870155616,7.117866706847836,14.10342181490242,5.22892680665651,8.56311595824615,9.302242672931012,1.5758106058471981,1.9194215553077056,0,3.3505820011437084,3.8383858706733065
233933,Lovely Bedroom 3 in a New Renovated Apartment,1224828,Tippi,,Irving Park,41.95758,-87.7271,Private room,58.0,2,220,2025-09-15,1.3,2,59,31,R22000094076,POINT (1149141.6747501348 1927715.2651884172),46,Irving Park,10.504377033980564,10.84161503927224,10.379673482478017,8.952675139080913,12.286864290670554,13.025991005355415,0.36944126800432225,0.7615782735536065,1,4.286924112935469,6.060327716885945
250354,Close to Michigan Ave and parks,1311953,Ronald,,Near South Side,41.85923,-87.62198,Entire home/apt,170.0,180,35,2018-01-15,0.21,1,359,0,,POINT (1178031.0240029315 1892096.2293158637),15,Near South Side,1.7131201488509153,3.120904136898841,22.597170665309495,3.2648220437505655,0.7484320236980707,0.808493822523936,0.22836400573248458,0.5026145642689817,1,0.6413950874131051,3.076222583429202
264547,Steps From the Best Chicago Offers,1387948,Dominic,,Near West Side,41.88413,-87.64315,Entire home/apt,228.0,32,63,2021-10-17,0.39,1,176,0,,POINT (1172191.0781257793 1901122.6838849434),13,Near West Side,1.1024859962687708,2.5173987028216787,19.78156452018981,0.4492158986308795,2.884973252958761,3.6240999676436223,0.14367770988039202,0.4776089707678713,1,1.274107873985761,1.7253807310021498
345075,"Spacious, Vintage Hyde Park Apt.3",1746524,Patricia,,Kenwood,41.80774,-87.59459,Private room,116.0,2,304,2025-07-13,1.85,1,343,14,R22000076583,POINT (1185653.7882973524 1873396.4576239781),43,Kenwood,6.698448934136215,6.361210928844539,27.582499450594796,8.250150829035865,4.915961677446224,4.176834962761363,0.22903568112693198,0.664738026679908,1,0.5023963890207049,1.3860804904484036
350347,2bd/2bath Urban Loft w/ 2 pkg spots 1 blk to train,845242,Jay,,Lake View,41.94107,-87.65492,Entire home/apt,193.0,3,823,2025-09-16,4.99,1,277,54,R22000081479,POINT (1168821.8988826384 1921846.1226862774),25,Lake View,5.665481838025373,6.002719843317049,15.218568678433208,4.1137799431257225,7.447969094715363,8.187095809400224,1.787404601945433,2.611572474114961,0,0.9749523704242289,2.400341523793351
372929,Lux Urban 3BR/3BA Duplex + Parking!,1876597,Hans,,West Town,41.89629,-87.65704,Entire home/apt,249.0,2,326,2025-09-22,2.08,2,340,26,2510875,POINT (1168373.8034381422 1905523.6695882126),11,West Town,2.6589747066677027,2.996212711959379,18.225075809790876,1.1072728117680526,4.4414619633576935,5.180588678042554,1.2406415647821498,1.4446273841400659,0,1.7805240812490077,1.8548527291789279
404792,Eclectic West Town 2BR w/ Vintage Charm,1844352,Christine,,West Town,41.88947,-87.66933,Entire home/apt,126.0,14,227,2025-09-05,1.41,1,81,5,R23000098892,POINT (1165047.013349993 1903012.328002133),11,West Town,2.813415710847546,3.5125541305862225,18.070634805611036,1.2617138159478958,4.595902967537536,5.335029682222397,0.9793689268207701,1.4202117463598527,0,2.5033981275547315,2.6094750081244436
464581,"Large, Private Logan Square Studio",2308792,Jonathan,,Logan Square,41.92518,-87.69549,Entire home/apt,106.0,32,649,2025-01-29,4.07,1,327,2,,POINT (1157827.2866733829 1915971.032395978),10,Logan Square,6.635088262070107,6.972326267361782,14.248962254388475,5.083386367170456,8.417575518760096,9.156702233444957,1.509692445682467,1.8993542273485116,0,3.2670997450439216,3.7337850593137647
507517,Private Lincoln Square Garden Apt,2501182,Nate,,Lincoln Square,41.96678,-87.6973,Entire home/apt,91.0,2,455,2025-09-03,2.83,1,266,37,R23000111667,POINT (1157222.2384442203 1931126.530736557),0,Lincoln Square,9.620040263915099,9.957278269206775,11.264010252543482,8.068338369015448,11.402527520605089,12.14165423528995,1.1810584925667553,1.9009829268963114,0,2.6413742768781456,5.1943907534505245
542067,Logan Square Modern Vintage Garden,2273840,Sarah,,Logan Square,41.93142,-87.69989,Entire home/apt,168.0,3,319,2025-08-10,1.98,1,274,14,R24000119110,POINT (1156613.103914332 1918236.0227883526),10,Logan Square,7.294022571052174,7.63126057634385,13.590027945406407,5.742320676152524,9.076509827742164,9.815636542427026,1.5136421469872348,1.873710167021028,0,3.385417349116309,4.0565808493734385
584590,"Spacious Bedroom, steps to El train",2880338,Elizabeth,,Lincoln Square,41.96528,-87.6831,Private room,55.0,32,57,2025-05-03,0.36,2,59,3,,POINT (1161088.1607387192 1930608.91222023),0,Lincoln Square,8.789824201258703,9.127062206550379,12.094226315199878,7.238122306359053,10.572311457948693,11.311438172633554,0.4879626070177113,2.062738382033568,1,1.9596028104033698,4.613879288580155
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,,Edgewater,41.99688,-87.66449,Private room,64.0,3,158,2025-09-21,0.99,2,288,21,R22000091618,POINT (1166059.4632540487 1942163.0782234785),37,Edgewater,10.036578649728185,10.37381665501986,14.137866535592227,8.484876754828536,11.819065906418174,12.558192621103036,1.048559118986648,1.9120151118534456,0,0.4831923106189695,6.029750020513499
640841,Luxury Lakeview Retreat & Rooftop- Walk to Wrigley,3200044,James,,Lake View,41.94256,-87.67171,Entire home/apt,264.0,4,112,2025-08-18,1.26,1,95,15,R23000104039,POINT (1164249.7298706279 1922353.3783421407),25,Lake View,6.6274940857287605,6.964732091020436,14.25655643072982,5.075792190829111,8.409981342418751,9.149108057103613,1.7622106919509444,2.225933010156379,0,1.786422656491459,3.100999210263429
651742,Edgebrook Lg bdr by golf course,2824576,Jefferson,,Forest Glen,41.99178,-87.75747,Private room,69.0,2,130,2025-09-14,0.85,2,354,13,R24000114190,POINT (1140797.4180635426 1940120.9145922728),5,Forest Glen,14.43428349050479,14.771521495796465,8.966614864813472,12.882581595605139,16.21677074719478,16.95589746187964,0.5822338250385117,0.9231516987250372,0,5.204476016494865,8.673390601601577
662034,Edgebrook bdr by golf course,2824576,Jefferson,,Forest Glen,41.99405,-87.75746,Private room,60.0,2,111,2025-09-15,0.76,2,356,14,R23000095494,POINT (1140794.5739164145 1940948.1329841733),5,Forest Glen,14.591492304714727,14.928730310006403,9.122746350565814,13.039790409815076,16.373979561404717,17.113106276089578,0.4873387070733814,0.9778266125050724,1,5.164399551463718,8.769737885414479
681842,Bedrm/Bath - Swanky Northside Condo,3472696,Roxane,,West Ridge,41.99373,-87.68279,Private room,53.0,32,33,2025-06-01,0.22,2,327,3,,POINT (1161093.7323456134 1940976.8754309805),9,West Ridge,10.752398368655696,11.089636373947371,12.972727577082123,9.200696473756045,12.534885625345686,13.274012340030547,1.1606025500479338,1.9045708127159837,0,1.4497634417144947,6.222968130376557
697634,"2 BD Condo by downtown,park,lake",3574415,Marv,,Near North Side,41.90437,-87.6335,Entire home/apt,109.0,32,162,2025-07-16,1.09,2,206,2,,POINT (1174758.6864398867 1908519.4233846737),17,Near North Side,2.017094175364014,2.3543321806556903,18.866956341094568,1.972119012218459,3.7995814320540044,4.538708146738865,1.4813896306154486,1.6004996220885641,0,0.4729333061007649,0.5685127964815562
726376,"Spacious Studio, Amazing Location!",2658212,James,,Lake View,41.93903,-87.65196,Entire home/apt,130.0,2,905,2025-09-18,5.75,2,86,59,R22000080211,POINT (1169633.1214896978 1921109.1282824033),25,Lake View,5.3722589192879795,5.709496924579655,15.511791597170602,3.8205570243883287,7.154746175977969,7.893872890662831,1.727051049648427,2.6511552554564854,0,0.8627282766465492,2.1941515491356856
729566,Modern 1 Bdrm Condo w Office in High Rise-6mth min,2539247,Huiri,,Near South Side,41.86442,-87.62561,Entire home/apt,79.0,179,5,2014-08-23,0.03,1,92,0,,POINT (1177026.573449624 1893979.2834446423),15,Near South Side,1.16624426209217,2.954501944574771,22.05029477855075,2.7179461569918204,0.6162429945978202,1.3553697092826813,0.34913840125416706,0.5870536805459396,1,0.734230016345383,2.722634872250017
732569,Entire 2BR Apt w/ Parking & 3 Beds,3814224,James,,Lower West Side,41.8559,-87.65336,Entire home/apt,192.0,1,161,2025-09-01,1.02,1,47,4,R25000129112,POINT (1169492.3066415987 1890813.522154628),54,Lower West Side,2.7449704614667234,4.981022417688324,21.222926309230477,2.378691788602296,2.608550304487554,2.182738178602956,0.4356819926747522,1.262289879094133,1,2.2669862016229962,3.6691553480280374
739495,Lovely 2 bedroom in Lincoln Square,3867687,Janet,,Lincoln Square,41.9765,-87.68144,Entire home/apt,273.0,7,218,2024-12-03,1.47,1,243,1,R24000116754,POINT (1161508.507152284 1934700.9612301157),0,Lincoln Square,9.48522242025885,9.822460425550526,11.862663297878692,7.933520525359199,11.26770967694884,12.006836391633701,0.6794639280453009,2.0042985249265928,0,1.6818887073757476,5.174149189349399
755701,3 Bedroom Victorian Beauty at Logan Square,3920450,Vasileios,,Logan Square,41.93115,-87.71836,Entire home/apt,125.0,32,33,2025-07-07,0.22,4,242,3,,POINT (1151588.0087674991 1918101.044324151),10,Logan Square,8.220181033671762,8.557419038963438,12.663869482786819,6.6684791387721125,10.002668290361754,10.741795005046614,0.6565858449130446,1.3183238362442595,0,4.311257599435441,4.972766149322899
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla,,Lincoln Park,41.92218,-87.66079,Private room,73.0,2,174,2025-09-19,1.17,1,27,19,R21000072699,POINT (1167278.871193718 1914949.980655771),33,Lincoln Park,4.651634424846226,4.988872430137902,16.232416091612354,3.099932529946576,6.434121681536216,7.173248396221077,0.517316844216873,2.0321542706282747,0,1.5700560071326104,1.9437341489308182
929914,Victorian Guest Suite in Old Town,5007980,Lynn,,Lincoln Park,41.912410736083984,-87.63896942138672,Entire home/apt,,3,517,2025-09-08,3.4,1,3,19,R21000073898,POINT (1173246.0728905287 1911437.3756952586),33,Lincoln Park,2.8562164973229027,3.1934545026145784,18.02783401913568,2.2382816563902344,4.638703754012893,5.377830468697754,1.5441540680190362,1.8914816911745684,0,0.6240614242236944,0.7689635895131144
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,,East Garfield Park,41.88538,-87.69801,Private room,,32,22,2018-11-02,0.15,1,362,0,,POINT (1157248.9268952287 1901462.8113849503),51,East Garfield Park,3.996856967965273,5.282933500273132,16.887193548493308,2.6806028711871037,5.779344224655263,6.518470939340125,0.4844933828441537,1.0268769315944504,1,4.00816014304514,4.0960704732003865
960326,The Penthouse Gallery at OHC - No Cleaning Fee!,5228189,Matthew,,West Town,41.89602,-87.65659,Entire home/apt,262.0,2,498,2025-09-07,3.32,18,328,46,2457501,POINT (1168497.0945905454 1905426.2476439797),11,West Town,2.617172983819954,2.9544109891116297,18.266877532638627,1.0654710889203036,4.399660240509944,5.1387869551948056,1.2112292501527469,1.433857714557499,0,1.7620650406842715,1.8379465859004727
966137,"!!BIG PRIVATE HOUSE!!close2bus,Great reviews!!",5016495,Erika,,Near West Side,41.86801,-87.67877,Entire home/apt,120.0,32,41,2023-09-01,0.27,1,57,0,,POINT (1162536.2873156024 1895172.582332738),13,Near West Side,3.236818784930052,5.472870741151652,19.07991882739218,2.870540112065624,3.5866189457563893,4.3257456604412505,0.7884014936414172,1.3457885036654211,0,3.3298484643111883,3.8109568100700235
979841,"Huge Victorian near Loyola, Lake #1",5076708,Eduardo,,Rogers Park,42.00588,-87.66853,Private room,81.0,2,374,2025-09-22,2.47,4,319,40,R17000015436,POINT (1164935.8133294624 1945434.1849088895),3,Rogers Park,10.868918916773119,11.206156922064794,14.544581831202958,9.317217021873468,12.651406173463108,13.39053288814797,0.44426253282402,1.6835023993491562,1,0.5282026140829175,6.684598631149031
979926,"Huge Victorian near Loyola, Lake #2",5076708,Eduardo,,Rogers Park,42.00477,-87.66842,Private room,73.0,2,410,2025-09-22,2.72,4,306,43,R17000015436,POINT (1164968.8516210713 1945029.9255671883),3,Rogers Park,10.786097395312876,11.123335400604551,14.474274814140033,9.234395500413225,12.568584652002865,13.307711366687727,0.4972020728370678,1.7009782641026794,1,0.541998591554012,6.61066637620534
979942,"Huge Victorian near Loyola, Lake #3",5076708,Eduardo,,Rogers Park,42.00378,-87.66807,Private room,73.0,2,367,2025-09-21,2.42,4,320,33,R17000015436,POINT (1165066.7828902814 1944669.901912799),3,Rogers Park,10.699363508267561,11.036601513559237,14.424636104825803,9.14766161336791,12.481850764957551,13.220977479642412,0.5580371634658776,1.7229674754973512,0,0.5417530955478213,6.540308296833743
983640,Huge Victorian near Loyola 2bd Apt,5076708,Eduardo,,Rogers Park,42.00456,-87.67058,Entire home/apt,179.0,2,318,2025-09-19,2.12,4,322,33,R17000015436,POINT (1164382.3681354027 1944948.8481681736),3,Rogers Park,10.88181824505794,11.219056250349615,14.347842828404541,9.330116350158288,12.66430550174793,13.40343221643279,0.4338197205810523,1.6661726344065906,1,0.6532601107225323,6.636124810443182
1020810,Beautiful Condo in Chicago,3843347,Andrea,,Near North Side,41.89395,-87.62593,Entire home/apt,115.0,32,43,2025-08-09,0.28,3,272,2,,POINT (1176850.7132250196 1904739.2734745627),17,Near North Side,1.2861200505324328,1.2421775035261597,19.979111018224096,1.6523987233968607,2.687426754924474,3.426553469609335,0.6775397409224421,0.9772146866078222,0,0.2527396033979208,0.7024528091407464
1027463,Chicago Women's Residence Florence Comfy Rm,5654677,Urban Art,,North Lawndale,41.8544,-87.70852,Private room,,32,11,2021-09-05,0.09,2,8,0,,POINT (1154469.2053069773 1890152.750557808),52,North Lawndale,5.715400940906406,7.951452897128007,18.502788101313556,5.349122268041978,5.5789807839272365,4.902876386519876,1.234671342423554,1.8641790149484785,0,5.049859295362839,5.595505460706226
1083987,MODERN LOFT Downtown by McCormick w/KING BED WiFi,3965428,Paul,,Near South Side,41.85395,-87.62468,Entire home/apt,120.0,32,17,2024-12-07,0.11,16,140,1,,POINT (1177311.3877760589 1890166.12654822),15,Near South Side,1.942375175512103,3.622748643436044,22.826425691970684,3.494077070411753,1.2502765302352739,0.5792387958627483,0.4309113858399452,0.6010494600378685,1,0.8665369136339439,3.4423523642388902
1185749,3 Bedroom Vintage Hideaway In Little Italy/uic,1664593,Matt And Christy,,Near West Side,41.87033,-87.6826,Entire home/apt,166.0,3,388,2025-09-01,2.59,1,197,16,R23000099312,POINT (1161486.679704326 1896010.0547076862),13,Near West Side,3.2769959130225206,5.513047869244121,18.722517314849636,2.910717240158093,3.944020458298936,4.683147172983798,0.8891711280973883,1.3224985175609563,0,3.481531745362635,3.865633907098572
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jason,,West Town,41.90914,-87.67859,Entire home/apt,118.0,5,225,2025-09-04,1.5,2,339,11,2446767,POINT (1162470.9547651082 1910160.7015572975),11,West Town,4.655164222220518,4.992402227512194,16.228886294238063,3.1034623273208677,6.437651478910508,7.17677819359537,0.7687076870969775,1.4264138337985286,0,2.665485809530157,2.8208154628867397
1242709,Beautiful/Large SE Evanston Apt,1254363,Mr,,Rogers Park,42.01938,-87.67985,Entire home/apt,,7,17,2024-09-30,0.13,1,0,1,,POINT (1161821.599610153 1950329.993971526),3,Rogers Park,12.385968686081073,12.723206691372749,14.882005191681541,10.834266791181422,14.168455942771063,14.907582657455924,0.7075216812681902,1.2220421706935207,0,0.8933222725855358,7.762465717615483
1304049,Private room near UIC Medical Dist.,7089017,Sharon,,Near West Side,41.86967,-87.68284,Private room,45.0,32,126,2025-05-05,0.86,1,274,2,R25000125699,POINT (1161423.1344280676 1895769.0564787097),13,Near West Side,3.3346746071957925,5.570726563417393,18.756125828622007,2.968395934331365,3.9104119445265635,4.649538659211425,0.8423717766194572,1.328829044758102,0,3.504825824705332,3.9028999750933817
1321332,Lincoln Park Single Family Home,946954,Jeff,,Lincoln Park,41.93089,-87.66946,Entire home/apt,627.0,2,121,2025-09-08,0.83,1,305,5,2262746,POINT (1164894.7942212124 1918105.5345405196),33,Lincoln Park,5.700806935689815,6.03804494098149,15.183243580768767,4.149105040790164,7.483294192379804,8.222420907064665,0.9497628682922187,2.191882612292847,0,1.8713826836851033,2.5743965296090088
1356190,Logan Square Vintage Deluxe Private Suite & Bath,3069675,Gabrielle,,Logan Square,41.91984,-87.68962,Private room,107.0,3,510,2025-09-17,3.49,1,228,49,R23000111151,POINT (1159439.3133069386 1914037.0661350568),10,Logan Square,5.963498698722193,6.300736704013869,14.920551817736387,4.4117968038225435,7.745985955412184,8.485112670097045,1.1174348891038968,1.7478648913191275,0,3.0546199098404823,3.3799253521560626
1361421,Wrigley Hostel - Queen Bed Room,7391164,Wrigley Hostel,,Lake View,41.9459,-87.65461,Private room,,32,40,2021-05-23,0.28,2,0,0,,POINT (1168892.3026562391 1923606.8567925778),25,Lake View,5.985620158612437,6.322858163904113,14.898430357846143,4.433918263712787,7.768107415302428,8.507234129987289,1.8447209705083583,2.6416946430142203,0,0.875663623308426,2.6516771983511322
1392594,"Bright open house, garden & deck",7528098,Eileen,,Uptown,41.96909,-87.67407,Entire home/apt,200.0,3,36,2025-09-14,0.24,1,187,4,R22000079042,POINT (1163533.297774485 1932016.0593199073),14,Uptown,8.593235198211605,8.930473203503281,12.290815318246976,7.041533303311955,10.375722454901595,11.114849169586456,0.06745235326632348,2.002462315262821,1,1.4432684539913314,4.537676274883799
1461451,02b. Twin bed in Coed Space,2907254,Joseph,,West Ridge,42.01653,-87.68788,Shared room,22.0,1,214,2025-07-31,1.45,15,256,13,R21000075752,POINT (1159647.4225073946 1949274.875730722),9,West Ridge,12.59791165236031,12.935149657651985,14.27039622509778,11.046209757460659,14.3803989090503,15.11952562373516,0.7936339220325589,1.4009649227043275,0,1.3173160736191296,7.745265207595215
1502674,The Biddle House (#2),33004,At Home Inn,,Lincoln Park,41.91175,-87.63834,Entire home/apt,209.0,4,161,2025-09-02,1.1,6,319,27,2209985,POINT (1173419.3444416039 1911197.99030116),33,Lincoln Park,2.7780617728581563,3.115299778149832,18.105988743600424,2.2257600952115326,4.560549029548146,5.299675744233007,1.5859952252122362,1.8726364474245805,0,0.6026006484969753,0.7488268055358227
1502700,The Biddle House,33004,At Home Inn,,Lincoln Park,41.91184,-87.63963,Entire home/apt,438.0,32,16,2019-09-02,0.12,6,58,0,,POINT (1173067.9538588854 1911227.9438723323),33,Lincoln Park,2.850286044428393,3.187524049720069,18.03376447203019,2.1648818733278223,4.632773301118383,5.371900015803244,1.5199306066690357,1.8623653856567124,0,0.6660434331572153,0.8112747863765463
1554433,Charming Home in Chicago,6088938,Eric,,Beverly,41.71554,-87.67197,Private room,45.0,32,199,2024-08-06,1.36,2,306,0,R17000013891,POINT (1164815.8507455264 1839627.7283951484),73,Beverly,13.324941987139447,15.560993943361046,30.031513025784896,12.958663314275018,13.188521830160276,12.144393446825394,0.2755663590188502,0.4703632011943748,1,6.615669579665913,7.118127975981444
1573401,Spacious & serene in hip spot. Sleeps 4.,8186262,April,,Lower West Side,41.85592,-87.66249,Private room,55.0,2,464,2025-09-06,4.96,2,66,52,R21000069179,POINT (1167004.9890140751 1890801.2450931328),54,Lower West Side,3.2183785465081614,5.454430502729762,20.754168626270566,2.8520998736437337,3.081958389528992,2.6514958615628665,0.8414387677150597,1.3300014704922327,0,2.7230375439956975,3.895437103037122
1584422,Magic Factory Loft 2West,2810938,Carole,,Near North Side,41.90532,-87.64761,Entire home/apt,480.0,3,59,2025-09-08,0.4,3,345,8,2555923,POINT (1170914.8734308116 1908834.5836132085),17,Near North Side,2.80477850066893,3.142016505960606,18.079272015789652,1.3038135613585562,4.587265757358921,5.326392472043781,1.3412363136480203,1.6062824712699226,0,1.1674717167237507,1.2988815972669023
1591370,Cozy Northside Apt near Transp&Beach&Free St Prkng,8489460,Holly,,Rogers Park,42.01177,-87.67758,Entire home/apt,156.0,2,217,2025-08-18,1.48,1,350,13,R22000090320,POINT (1162459.6762536408 1947561.571735485),3,Rogers Park,11.740798443746066,12.078036449037741,14.478530647637408,10.189096548846415,13.523285700436055,14.262412415120917,0.18056078344843957,1.4020305710666325,1,0.8767461804468927,7.231614284697193
1614802,"Contemporary, private suite w fireplace",8595700,Carin,,Lake View,41.93455,-87.66141,Entire home/apt,75.0,4,420,2025-09-22,3.02,1,277,41,R23000105186,POINT (1167074.8164598467 1919456.310565428),25,Lake View,5.543752728544782,5.880990733836458,15.340297787913798,3.992050833645132,7.326239985234773,8.065366699919634,1.2508663168975735,2.364948481141205,0,1.4105846380792033,2.3445522776264256
1663673,iKlektik House Chicago / Cardinal,8813383,Mindy + Tony,,West Town,41.89322,-87.68572,Entire home/apt,129.0,2,461,2025-09-08,3.24,3,327,41,R22000090635,POINT (1160573.9552339902 1904344.718186371),11,West Town,3.9129324343779994,4.250170439669676,16.971118082080583,2.361230539478349,5.69541969106799,6.434546405752851,0.3139372641288189,1.1082858748134659,1,3.2694049501744793,3.3406213234943367
1759266,Lakeview / Lincoln Park Vintage,9249272,Mark,,Lake View,41.93396,-87.65897,Entire home/apt,147.0,2,100,2025-09-19,0.73,1,257,13,2209110,POINT (1167740.4148832755 1919246.5259691179),25,Lake View,5.377960489957839,5.715198495249514,15.506090026500743,3.826258595058188,7.1604477466478285,7.89957446133269,1.2541734161986684,2.396927178213018,0,1.2971054795823957,2.2189206628190004
1769731,1 Bedroom Across from Wrigley Field MVP Suite,9297431,Inn At Wrigleyville,,Lake View,41.94747,-87.65417,Entire home/apt,322.0,1,39,2025-09-03,0.76,6,93,11,2446867,POINT (1169007.4691129467 1924179.9179725803),25,Lake View,6.0723426440849755,6.409580649376651,14.811707872373606,4.520640749185325,7.854829900774965,8.593956615459826,1.7688116547433346,2.656409106918785,0,0.8264731258701699,2.727297123103694
1772920,3 Bedroom Across from Wrigley Field AllStar Suite,9297431,Inn At Wrigleyville,,Lake View,41.94842,-87.65307,Entire home/apt,565.0,1,25,2025-08-10,0.17,6,90,6,2446868,POINT (1169303.9635976374 1924528.4741885683),25,Lake View,6.082202820467038,6.419440825758714,14.801847695991544,4.530500925567387,7.864690077157028,8.603816791841888,1.7513882140899506,2.6943543932419862,0,0.7551310305309019,2.7508828821562914
