listing_id,location_quality,amenities_quality,parking,property_interior,sleep_comfort,overall_experience,accessibility,hotel_like_experience
2384,0.7772778280108553,0.3902958739209526,0.35833520955974724,0.29412499077195015,0.40806027364499137,0.5585756720528404,0.2286550227004824,0.30428713421684384
7126,0.6709104952283902,0.5820583769184917,0.4095498172652366,0.34974831517069904,0.5526659659441341,0.6004657894142615,0.382934145098297,0.26229778987229896
10945,0.8634025800981306,0.5237192128262146,0.43479104721750556,0.5774065482526517,0.14177400957719988,0.512715937783506,0.16157845283333117,0.29879969385462213
12140,0.7279780190711312,1.0,0.0,0.47864073053826917,0.0,0.26848461684489927,0.18660377062157424,0.2207142294701042
28749,0.7506335540210566,0.5404071236438315,0.5260848311892254,0.49224161489083573,0.7794875956577422,0.5633324731728797,0.17711660623323627,0.1774893828925892
71930,0.722181061993169,0.4453171499816309,0.0,0.3020721062000827,0.0,0.3663087852095795,0.20727519459088234,0.0
94450,0.6689424214412728,0.42799704115544174,0.0,0.49500544793938406,0.2343339684684231,0.29494311336182244,0.284707817924661,0.17451610535837192
145659,0.7900223549951413,0.5568893453692032,0.1978950684468367,0.5188764274533255,0.13552413317830145,0.4037544922834995,0.0,0.2147715155076113
145690,0.6714051260858992,0.4272256006405012,0.48079854250097087,0.48833795408397823,0.48380883191281343,0.3906067008359,0.1959741566008282,0.0
189821,0.7199452352449358,0.5460656804440727,0.4116926869695077,0.32329119301208187,0.4485670760540417,0.41248370582535143,0.16347373162882084,0.22343195882952194
207218,0.7103531748359516,0.43297901031347646,0.1986645304831299,0.3769696697067035,0.5179649760053515,0.42905387532174805,0.1651528335125078,0.24459000883260568
207351,0.6997143773394143,0.15912813257702893,0.0,0.2319654809591716,0.0,0.3267464806617723,0.2199237308882501,0.3196144498133946
220333,0.7766160165072254,0.2244501726002124,0.0,0.1970593393982665,0.0,0.32678096153057645,0.21363757790655105,0.0
225314,0.7517187388289768,0.0,0.0,0.0,0.0,1.0,0.0,0.0
233933,0.7062578471966293,0.4363044189449606,0.34232203728846644,0.5225738167796852,0.3202410720978807,0.4698362790751954,0.37683791512825393,0.29311750179056967
250354,0.7859796129481632,1.0,0.783793196490838,0.18200346726969038,0.0,0.16908597038089804,0.0,0.0
264547,0.9167748150427456,0.17210585024080335,0.20577513355254823,0.4383876391067255,0.6733610703070455,0.3230986929417323,0.13864700016934542,0.0
345075,0.8316618206333749,0.7545926087573009,0.25515013945151904,0.23253789766940086,0.4450370601355608,0.5028588312725522,0.251714345697096,0.20154021840403227
350347,0.7221324511343792,0.7094890049678283,0.5917263386599849,0.38542622575019986,0.273626836590858,0.5486119990730406,0.20976505407180987,0.257896553884359
372929,0.7899612506577525,0.5236267034331109,0.14829710498615703,0.45897053784320957,0.3963239799071676,0.5118393220616121,0.6848071858155146,0.13262831601441993
404792,0.7251698114264495,0.3297424661133638,0.13940199627023628,0.3536397188244247,0.35310403056194284,0.7315374557390911,0.2910913114152781,0.21612790513215419
464581,0.6918655590208176,0.5275999182307451,0.32419789397912835,0.3698375686106329,0.4664578556785136,0.46998234764345836,0.19182821219394136,0.26499403452193326
507517,0.6943525037986854,0.47998974407855477,0.4357769458480891,0.44571795899289096,0.3789647091449247,0.48545306003328303,0.15794763010448654,0.7905520023679691
542067,0.6441012796005384,0.46501112037901193,0.5282883435726986,0.2716536614097203,0.8216788277893502,0.6449882862174404,0.27611194295799857,0.18266820031295336
584590,0.6848492853325449,0.16157947906563314,0.0,0.19831458127166343,0.24123350187819775,0.2905046122838701,0.22179111958228118,0.0
634310,0.6863602951754275,0.20682704851465591,0.1705133063015047,0.2178388839791599,0.4704334082128648,0.26083975812311366,0.35256424612975756,0.35331969355351417
640841,0.7993603609722962,0.5471245525625167,0.14281171703117998,0.27085088690446446,0.7745158390890665,0.39933068157894946,0.0,0.1441614917255521
651742,1.0,0.9756510837868942,0.0,0.5296842754037782,0.20505004343704747,0.5805315569672467,0.22191023783180336,0.15500521194565772
662034,0.9227943909443599,0.3583535105617852,0.4023245059087726,0.2756877942433173,0.24181919418664746,0.6123313274620031,0.19980867008981962,0.23970046576314866
681842,0.7016563449686767,0.8477054094226674,0.1247275850484174,0.22055367664937212,0.0,0.47184499262119284,0.10639550764825143,0.0
