id,Cluster_ID
50260293,0
50260351,0
50264446,0
50268537,1
50269785,1
50277502,0
50282484,1
50291798,1
50303061,2
50304485,0
50305589,0
50306753,0
50308546,0
50313504,0
50331852,1
50347450,1
50363989,1
50363992,1
50364005,1
50376122,4
50390584,0
50391061,2
50393005,2
50396276,0
50417090,0
50425013,2
50441239,1
50445562,1
50451083,0
50459339,1
50461162,1
50469120,1
50481036,1
50489917,1
50492306,0
50526328,1
50541693,4
50548007,1
50566046,1
50566631,1
50589205,0
50599177,1
50615520,0
50619453,1
50630606,0
50632700,0
50633147,0
50637985,1
50641075,1
50641249,0
50641400,0
50644291,1
50677599,2
50700037,0
50724592,1
50731285,1
50758845,0
50773644,1
50787832,0
50806225,1
50808262,1
50841010,2
50890121,4
50897462,0
50915824,1
50916130,1
50936383,1
50937384,1
50957385,0
50967514,2
51008895,0
51017310,4
51042668,1
51049065,1
51059142,1
51067175,1
51084874,1
51118058,1
51128091,1
51129231,4
51151407,1
51153028,1
51173851,2
51196105,1
51205312,2
51209587,0
51212716,0
51214098,0
51222496,2
51231216,2
51241143,2
51252210,2
51278295,0
51278722,2
51288746,1
51290608,2
51300622,0
51309614,1
51347270,4
51347437,2
51349668,2
51367697,2
51368004,4
51375623,2
51388636,2
51389282,0
51418167,4
51430700,1
51436430,0
51450597,0
51475924,0
51502365,4
51519426,1
51519686,1
51538489,4
51550386,0
51551406,0
51565391,2
51576154,0
51578149,1
51578922,1
51584207,2
51620545,1
51632472,1
51633184,1
51640108,4
51642557,4
51656658,1
51690330,2
51696840,1
51707379,1
51709203,0
51710533,2
51725687,1
51728958,1
51735604,1
51741823,4
51741865,1
51741911,4
51746218,1
51751554,2
51762035,0
51781759,2
51785919,2
51797356,1
51815676,0
51857604,0
51889202,0
51910355,1
51916356,0
51925927,1
51934462,2
51956253,1
51961917,1
51965160,4
51974015,0
51981482,1
52042542,4
52053036,0
52074213,2
52112335,4
52114521,0
52116387,1
52143861,2
52145383,1
52153928,0
52153996,1
52175841,2
52178410,0
52187274,1
52189452,1
52222847,1
52226578,1
52239805,0
52242765,2
52244562,2
52246034,2
52260989,2
52261847,1
52264184,1
52282954,1
52308229,1
52313572,0
52335832,2
52350546,2
52352119,2
52372599,1
52373436,1
52374426,0
52382974,1
52389225,1
52391072,0
52391531,1
52403432,1
52408276,1
52412590,0
52421674,1
52439779,0
52482841,0
52494434,4
52504308,0
52504381,0
52520901,1
52555572,2
52555897,2
52556098,2
52565723,0
52570753,2
52578400,0
52600695,0
52611597,4
52611708,2
52616207,1
52638628,2
52651881,1
52655341,2
52716429,1
52719151,2
52724296,1
52731021,0
52733252,1
52736306,1
52739562,1
52741444,2
52756358,4
52760011,1
52766193,0
52769811,1
52771190,1
52771197,1
52773402,1
52778055,0
52779918,0
52786074,0
52796850,1
52842931,1
52843682,1
52845622,4
52864439,0
52867667,4
52885300,1
52892316,0
52899450,1
52900675,2
52918623,2
52919619,1
52920524,1
52924100,1
52930258,0
52931195,1
52936284,4
52941359,0
52951285,1
52954257,1
52961447,1
52985432,4
52999087,0
52999149,0
53008311,4
53009310,0
53024196,0
53028488,1
53033238,2
53056137,0
53060470,1
53061486,1
53068609,2
53074694,1
53075245,1
53089381,1
53108346,1
53126173,0
53136798,1
53166491,0
53186306,1
53186360,0
53191355,1
53219652,1
53231077,1
53235375,1
53238705,2
53259432,0
53263566,1
53271476,4
53295088,1
53328222,1
53345860,4
53351802,0
53354698,1
53357077,1
53362605,1
53362617,1
53373645,2
53381319,4
53385832,1
53412390,4
53416402,2
53416475,2
53423379,2
53432585,1
53434333,4
53435101,1
53447886,1
53475204,1
53493119,2
53494935,2
53495484,2
53495617,1
53496856,1
53496895,1
53498554,1
53509699,1
53509927,0
53512168,2
53512325,2
53512395,2
53519278,0
53541061,1
53555302,1
53560192,2
53574106,4
53582843,1
53585966,0
53589089,2
53591341,1
53591392,2
53596498,1
53611396,0
53612424,1
53620531,2
53625260,4
53642230,0
53663772,0
53664988,1
53690189,1
53705363,1
53721295,1
53740501,2
53743706,1
53749043,1
53832580,1
53845400,1
53846745,1
53849223,1
53852044,1
53855289,0
53872917,0
53872933,0
53883512,1
53909282,1
53917374,0
53924310,2
53930018,0
53930197,0
53933318,1
53937644,1
53942297,2
53943083,1
53950763,1
53950911,0
53968035,0
53993381,1
54013428,0
54013445,0
54013535,0
54014407,0
54016679,1
54020726,1
54025250,2
54025353,2
54025437,2
54036729,0
54040677,0
54049788,0
54050070,0
54066415,0
54066457,0
54077122,0
54077127,0
54084736,1
54085255,1
54090541,4
54094850,1
54096491,1
54110494,1
54111333,1
54113319,1
54116414,0
54116435,0
54124789,1
54151749,4
54155017,0
54155217,0
54156415,0
54156639,0
54161339,1
54167860,0
54174892,2
54177165,1
54193877,1
54210117,4
54214184,1
54224525,4
54232255,4
54247527,0
54256218,0
54260731,1
54262825,1
54265524,0
54277404,4
54281338,0
54289957,0
54294615,0
54332668,0
54338089,1
54343837,0
54366706,0
54367409,0
54370817,1
54380603,1
54384620,4
54385917,2
54386874,1
54386876,1
54388333,1
54391093,1
54393122,2
54393279,4
54409093,4
537869465026525645,2
538471896277381674,1
544049836966364973,1
544085418496140580,0
544977684266535207,1
545720498184909599,2
545848263758492827,1
546357092763173945,4
546987159613574991,0
548438995948904653,4
548548825138589682,1
548606308523478659,1
548625798375973502,0
549108249238418183,0
549108611975240743,0
549110772125712623,0
549111215445191130,0
549225909050662091,1
549497629233878899,1
550132775308970520,1
550851566834914606,0
551319469812903366,1
551889995732465629,0
552185198846319088,1
552188834225205481,0
552280539879170409,0
552739665109451555,1
552850284035328504,1
552883505362797442,0
552947036904987386,2
553192042659897513,0
553569295190963086,1
553577689124206856,2
553581365180156979,1
553637753150641851,2
553821004607958838,1
554142375548384626,1
554349911689751899,1
554385076952526453,1
554970629067098975,1
555041639366197657,1
555257828555337946,1
555376697879777844,1
556419741274302000,1
556480733030442463,0
557187142281320858,0
557263613840276005,1
557433721825018496,2
558083185211981123,1
558214751124159866,1
558569087123590590,1
558646651536950193,1
559280773929198942,0
559283288033823619,0
559308793635535462,0
559426805522893262,1
559510506611085418,1
559636213330196068,0
560158488294195889,1
560221345573576701,1
560254494131483242,0
560948610468837251,1
561709143431042849,1
562192833859787522,1
562194332010521798,1
562320595018485098,0
562327612648780713,1
562336453822212083,0
562395453199176583,1
562400001188770880,1
562446127031517265,1
562452284517338021,1
562895079547901858,0
562895509098634422,0
562897397791963697,0
562899880171467602,0
563896050920155721,0
563905511049433753,1
564110098285404422,0
564196146416255038,1
564367057223707662,1
564373996191588333,0
564759898693760657,1
565220841163030478,1
565264608846878165,0
565270654000261585,1
565284835821130118,1
565295694174407913,1
565300855768089978,1
565319559947728414,1
566052311096428326,1
566152136948098264,4
566941901462047756,1
566954028269623503,1
567260372367818343,0
567261363720020624,0
567337905333071669,1
567375435524176861,1
567386205323496488,1
567390850413961918,2
567411785285133635,1
568083908378590579,0
568713227027237686,1
568760764098399722,0
568905326864559168,1
568912717533859977,0
568937350747364927,1
569476879862677256,0
569514573450747697,0
569519863002338779,0
569719593824737624,1
569719898314781920,1
569760219069042886,1
570233652996714993,2
570501116885879069,2
571798661674100491,1
571996805769088450,1
572359829377887600,1
572408216186505610,1
572478943867267168,2
572578787799525153,1
572823516620605531,4
573074156911626844,0
573186721489825424,1
573297741313034074,1
573421915063835310,1
573756151103517447,0
574606377430047217,0
574724965794706432,2
574735789301672087,4
575181096248030351,0
575181668806472479,0
575300388095711538,4
576717548289447199,1
576812476640227625,2
577061652134865448,0
577343244199118396,2
577512690968445494,1
578296978933117631,1
578856362616813092,4
579265550163905456,1
579514121718775234,1
579931786362375723,0
579942137672929768,0
580344574013318644,0
580381451516608153,1
580386798566485284,1
580403926752830876,1
580496627944996421,0
580550047834328740,2
580997855722920785,2
581076315528389286,1
582032890221566459,0
582493138485261573,2
582554540712580074,1
582834897413067731,0
582921667905672246,0
583130832324856345,0
583234026692550428,0
583510233683251033,1
584674028379640601,1
584731448523744002,0
584857119580835117,4
585011124183031146,4
586289905348971634,2
586297647190970374,0
586453517796858519,2
586806939195215941,0
586831966551201588,4
587144825433281663,4
587438357493288787,1
587527494519188004,4
588278699426091171,1
588450321411010228,2
589023708936836881,2
589181326148671873,2
589382549297392515,0
589852332200379494,2
589872111428989886,0
589928711472826994,0
589932786803188984,1
590053326572153417,1
590308698205881822,0
590313645824849500,0
590413147108200868,1
590579464403439607,0
590591161012149829,1
590769023911548317,1
590862841118193261,2
591460077768655813,1
591540741409328129,2
591627289319564241,2
591933178343527712,0
592038400483879353,1
592049597668134797,0
592053372734498278,0
592093473148513950,0
592767659387926581,2
592815021305952457,2
592817414733439698,2
592885157625123692,2
593437605186569908,1
594221998336275686,1
594771380534797043,1
594772145650770690,1
594773722624434961,1
594937541144766707,4
595486726019040440,1
595948293511661289,1
596432749721020740,2
596433327817896999,2
596574346027014224,2
596708679286053034,1
597020328083592436,2
597783098841871439,1
598408925781457351,0
598413122047211502,0
598736322862370600,4
599101808911768002,1
599134753012399684,4
599270079159338740,1
599340739428968764,0
599542221242810329,2
599852600921366772,0
599853040833393155,0
599855118803818815,0
599857637500520449,0
600016095186794941,1
600581181037800134,1
600591753384714318,1
600622184724170928,1
600672336575869123,1
600799641191094629,4
601001913778141298,1
601385116912568483,1
601394938382221196,1
601414011885660634,1
601681301917915656,1
602754169654728697,4
602754369424181511,4
603461937305047388,1
603692713581585569,1
604314512319211940,0
605274919852250230,2
605673463724628515,0
605703729803786889,1
606007670793701048,1
606011762280846218,1
606436500480197324,2
606474623883227502,1
606538768190458354,4
607073235389704428,2
607419092704063495,4
607973733190964807,2
608103066316430821,1
608227807871817220,4
608877433990692164,1
609050814181729502,1
609262363582314932,0
609277260244650421,1
609332696307845208,1
609426723980234879,2
609429805324567153,2
609457319116775708,1
609477882686825353,2
609500552813051903,2
610017200294873811,2
610208466828381960,1
610645584447770131,1
611085672417839586,0
611089980772836204,0
612179677317950848,4
612332720040556350,1
612484155280205431,1
612794314924844686,1
612942666712815074,1
613068382631873341,1
613103168399217511,1
613282909540891827,1
613818046559467952,0
613836997434550887,1
614552947743423651,2
614553361349129459,2
614569250885720529,2
614631484350436569,1
615050908520321131,1
615781894376955798,1
615840035511079757,1
615850055810564857,1
615866049044369003,1
615872996222019546,1
616168662512528578,4
616554271606503988,1
616560273313483643,1
616567793942868854,1
616581982132767071,1
616587865854200822,1
616598629936053419,1
616682030967948402,1
616803320873770868,0
617188250362684979,1
617241679909282449,1
617250533931743110,1
617269223813019813,1
617278392842114917,1
617292138992477572,1
617449893664696358,1
617564455831645687,1
618009114708755208,4
618087987433574127,1
618160674053073203,2
618367253711673346,0
618835403431967033,1
618897106959096504,0
619091057088999251,4
619172901654933468,0
619441009319934273,1
619546774674536980,1
619724359437253955,1
619756010280793744,1
619763577593447270,4
620161336985176535,1
620170761952745494,1
620193974737501889,1
620378921294085253,1
620792110886941059,2
620800540630600627,1
620916541701563155,4
620945252721714880,2
621089756776231347,1
621236315653474714,1
621519858441933281,1
621603555015073089,1
622066599751195058,2
622240098360474687,0
622337625561636043,1
622577964850815706,4
623265637725732331,4
623289630247460507,2
623822324539298070,2
624461678719245690,1
624479774992982122,1
624595031559666541,1
624681474626483986,1
624712488724850701,1
624715629610826619,2
624839152530216936,4
625099973226974009,0
625249237072411329,2
625361919451440025,2
625383288503383423,2
625417903668863470,2
625435134000284113,2
625506881807444115,2
625556016732844842,2
625657883637817281,2
625670161158631012,2
626065208710069377,1
626100418848566929,2
626103567505773297,2
626192524373148468,1
626233122712948682,1
626275507550737022,1
626275915585420004,1
626280824411503343,1
626287704198387143,1
626294508486359635,1
626317274744748780,1
626649448938992993,1
626660857822440419,1
626678183826653786,1
626846896991096462,4
627547867125214827,1
627625502277340745,1
627839838083113502,2
627955796073379948,0
628230205492467023,1
628376656431858046,1
628397563108217536,4
628435018118317455,4
628798006249745797,1
628855874552199266,1
628917896390406911,1
628974286258737070,0
629098064295870083,1
629099599551063519,1
629267245356047033,2
629486854095921812,1
629527305375321152,1
629534849745176751,1
629751313472153815,1
629861241193101588,1
630173602397206113,2
630176108437535179,2
630187605532806126,2
630198084070729440,0
630293308633743126,1
630297651910546792,2
630326166433305965,1
630339606727801360,1
630355783397948807,1
630486532402180668,2
631298805350651005,4
633224373642797274,4
633231151985915385,1
633433690826539871,4
633437532751176862,2
633519019612819552,4
633527473532501775,4
633979824372105275,1
634380865591953224,1
634655043034465784,1
635479365765547530,1
636026978804600650,0
636035754176865924,2
636250064064462881,1
636275682012132479,1
636277247685356126,0
636277513363212598,0
636277776535193668,1
636323240073035575,4
636355767032689677,1
636558200225156162,2
637186142163100079,1
637197653346993791,1
637206522387025095,0
638186212208469650,0
638451409169993182,2
638482710835258153,2
638972815620892181,2
639092056792416279,1
639224228936028244,0
639393583719624089,0
639745550659737701,4
639759006877927996,1
639790141148289082,1
639920368906600737,4
640360632827167793,1
640458573079696683,1
640469965697816739,2
640491601982265580,2
641126773651537396,2
641344088809444688,4
641465120871879330,4
641901975488793641,1
642212147234433335,1
642548893009622947,2
642959539251860850,0
643143360745159922,0
643404806543302931,1
643615922994248988,1
643679403139470097,2
643894304420034817,0
643894696943783662,0
643897568941247053,1
644730501256968407,1
644753978447826060,0
644767713528701890,2
644855110859341281,2
644863764114762742,0
644876126977164218,1
644879181786251141,2
644881246160753977,0
644934781970464682,0
645305104897024342,0
645785693593444324,1
646196695872568403,4
646328042905468802,1
646386625230152396,2
646386647082376641,2
647197491411578310,2
647887169347763623,1
648069647815374890,2
648538391001763517,0
648680183790580891,4
648818181931720081,2
649123544321953802,0
649144703975839833,1
649366334604413975,1
649465473392034507,1
649476858911076646,1
649906858536454609,4
649974943915158739,4
649987969908932555,1
650109685913019875,1
650160703312946665,0
650164651310033026,0
650243229976365340,2
650312281871362327,0
650992044406663284,1
651311198793349838,2
651315067121164451,2
651319628968279396,2
651484679090664597,1
651488133561343975,1
651725894210064515,0
652314641237026985,4
653065502789340325,1
653195679606764609,0
653512613542742469,0
653763664101566615,1
654249001641943313,2
654394258321810408,1
654617661072150372,0
655080337964436331,4
655174100685660152,0
655201560077947130,2
655255330176064897,2
655441181710604907,4
655444310450112562,4
655602871872659496,1
656327444423322172,2
657994894090367037,0
658020245147652462,1
658174043006808192,2
658436757339716693,4
658473034991914255,1
658593493130039777,0
658890333443186875,0
658904039082440625,0
659499704359748152,1
659645330677965914,1
660108949014721674,4
660417700935353935,0
660465263800127445,1
660706955664750310,4
660920869163406496,1
661055563086986519,1
661335305594513869,1
661504248157471561,1
661515013685917153,1
662002660738084001,1
662573452641798691,1
662869554265604279,1
662945260229777032,4
663129806292383761,1
663198214586389984,1
663669574638185155,1
663974186332507855,2
664635366668990924,0
664725623771057757,4
665791266661725998,1
665899022705423412,1
665917549123068457,2
666380301090914052,0
666700003558414873,1
666709470531177280,2
667336979048462619,4
667889958572734316,1
667948957684071177,1
668194691463853399,1
668226569851234822,1
668726727255245788,4
668932652455639020,1
668958388730805856,4
669222996858014350,1
669577510168739004,0
669783943010412759,1
669850901654310442,1
670265497248401810,0
670695401930795029,0
670696013417520622,0
670960177752658643,0
671015054572757157,1
671196671918910923,2
671364559802877118,0
671454153913696950,2
671643238802933996,2
672378117100072720,1
672457858761187424,1
672520701792298609,4
672611306442525889,1
673118016279684903,4
673254723957992295,0
673288547514515284,0
673333633058832340,1
673743968124300992,2
673811607344083923,1
673941096965423234,1
673953255538696495,1
674051840841851030,0
674610280616274959,2
674784129156953603,2
674821388812462492,1
675268222496030365,2
675337213312155298,4
675517167083229721,0
675775899824850295,0
675971470747654897,1
676051157488951819,2
676072392303316967,2
676173347959786110,1
676184576758601428,4
676247236923508021,1
676392462332392618,1
676485613514688437,0
676585795504375258,2
676699980414872249,0
677514680899554957,0
678151695599668865,4
678491328369179543,4
678539247301978769,2
679762917597826939,2
680402798369153113,2
681130017510159481,1
681169771390797769,2
681230186812530893,2
681340075781451400,1
681583286742312868,0
681809013516648501,1
682063347378115314,1
682441939455372233,4
683146926727089413,2
683463856603128422,1
683756507859837596,0
683942778853933302,0
684164198533935697,2
684478759420862032,0
684663898541540791,1
684750963539212417,1
684871853638837580,0
685089115723500164,1
685488587890047473,2
685640994179773880,1
686250966406371576,0
686257336261313605,1
686767737226084306,1
687634865143981883,1
687700770762472438,1
687897199203990887,1
687992663325028618,1
688286334218297067,1
688334639074326203,1
688455980810539382,4
688819868677420151,0
689274585597211003,1
689867740143166157,2
690407010596749053,2
690690740363623495,1
691001213391970027,0
691083845231626916,0
691134333138891350,4
691309129299425143,0
691312221570467988,0
691316273218731600,0
691318629391940760,0
691322048105899974,0
691326038792581803,0
691332488194992513,1
691834194332777776,0
691839303832373241,1
692044455210094120,0
692075993209327711,2
692230702979624332,1
692728233889523110,0
693600211946568706,1
694723529328289405,0
694725752603540579,0
695325196244258853,0
695652663607624015,4
695959922959963960,2
696927122155046737,0
696938153210729711,0
696946811670176035,0
697074182419703604,0
697425620013484316,4
697828213237048163,1
697860758521576187,1
697907130749513860,0
699280220847287025,1
699832597797268349,4
699893435812202605,4
699925042081907270,4
699927505136500413,4
699927757518228053,1
700016079489822320,0
700062925425980212,1
700070970544464062,4
700201917924451492,1
700219220847904319,1
700267927388746877,1
700756881572123144,1
700788215071379750,1
700792076405305492,2
700938257605355958,1
701061003322026604,1
701150071038475143,0
701311860787764868,1
701344393800438292,1
701445073899113339,1
701678386029960660,1
701986904653138052,0
701987560432934044,0
702291512504420543,1
702544116820304209,1
702820957164744664,2
702836880005307297,4
703093444248279743,4
703770416622290119,1
703824700652249138,1
704265676914840779,2
704582593768746311,1
704972177972466238,4
705072819882209669,1
705220858100158174,0
705229307727552489,4
705238888350639672,4
705257233553075028,4
705697565070863438,2
705748124992038935,1
705781782747338956,1
705787115320285408,1
705809815162105610,0
705815628392534448,4
705825794135157409,4
705858558343241323,4
705920127669105187,1
706088035897468344,2
706424149782137120,0
706520595283864738,1
706616723626653247,1
706996622858575642,0
707169667473381435,1
708700256475353305,2
709249451427450374,0
709250431473460227,0
709253996205145218,0
709620597296272459,1
709996877409952910,0
710820308716380980,0
710829994571668284,0
710833156787651100,1
710836543165696851,0
710842868920389085,0
710847797387159574,0
710992199750939461,1
711486142430161172,1
711542495666889849,2
711614204226516428,4
711763282583895447,4
711835451777313359,1
711841142491970819,1
712064164914500549,0
712149877484288800,2
712258331700270816,4
712321671247375946,2
712338897268771053,0
712446961560328553,1
712453913018677418,0
712590589578321610,1
713572268062604292,4
714510629528811186,0
714670954953850372,4
714788753096173742,1
714911269300311047,0
714911926018490296,0
715006895492434464,0
715052573659056691,0
715151172173176559,2
715429213182671649,4
715787546779520102,0
716059641319014048,1
716145205114834057,1
716506356530532499,4
716537890901266345,0
716540000651002900,0
716540562912475512,0
716712387417594193,1
716715389736721196,0
716723580140686876,1
716749342123366794,1
716758032710845880,1
716797913778103603,1
717257767258978204,1
717314595329064364,0
717315262308574985,0
717316294001772534,0
717316854254786746,0
717319571924675195,0
717422695249162359,1
717735802037241047,4
718074898901873093,1
718153690603949318,1
718715028757698900,2
718984408702112637,1
719144162937963429,1
719446044442476192,1
719652102267175094,1
719749238296573887,4
719806785283511982,1
720122094955376213,0
720123220668892033,0
720192909448709963,1
720229053203041079,1
720451607248729413,4
721077249779726934,1
721147372931860464,1
721164843661234870,1
721594156553924755,1
721653073458172332,1
721669384101486660,4
721686491408759323,0
721913745405730446,1
722377812602020518,1
722392209236655356,2
722450361673837045,1
722536167234313103,1
722579844750662375,1
723055137391647718,1
724451633415618342,0
724452312730860957,0
724473491511744445,1
724644315146483381,2
724650026938156385,2
724654441154176614,1
724666564871215377,2
724675483669048710,1
724720526787219300,1
725326694509362182,1
725428843001466241,1
725772837992951461,0
726146691063905537,1
726205745099066764,1
726517017209207196,1
726651059701206290,1
726880869430966691,2
727147879640855163,2
727270203481266850,0
727271242354096364,0
727272726697238593,0
727273274638959654,0
727780301866909100,1
729076742967757802,1
729421891567680274,0
730295139231154546,0
730295621370147216,0
730492477503214237,1
731106751133261984,2
731425353851120932,1
731642022392703093,0
731757196133700686,1
731919700243917043,1
731944283816893042,0
732421564433808343,1
732421621179595696,1
732701752035637488,1
732705786053843671,1
732862193675402517,1
733280380926817650,1
733337042355126980,0
733526745375574371,0
733600260203332988,1
734035064351747901,4
734508343348621586,0
734508776332652530,0
734712505340095433,2
734738565778642790,1
734815762552721189,2
734851598384432592,1
734856118611594699,1
734864587556619066,0
734866721750281735,0
734871188071815020,1
734894870683504598,1
734907252307506510,4
734910571075793031,2
735574914788369317,1
735649773988074686,2
735910472409450524,0
735912665129409829,0
736054780995720114,2
736139586535629706,1
736943052012282798,1
736954705853246580,1
737004540213972225,1
737014095257706505,2
737185061644187397,2
737412541519216538,0
737413069070682659,0
737588777872244509,0
737600228577337279,1
737827317300733485,1
738694323815423085,1
739147795364466355,1
739568753122540479,0
739569040469489456,0
739875623853025154,1
740070176566069119,1
740309132579541993,0
740394102673810428,1
740404553369590115,1
740508688975639404,1
740739231822822685,1
740757974325646774,4
740776888820274217,1
740796048847530432,1
741122102516089950,1
741580514546954777,1
741819945784393663,2
742048096050574739,1
742430341145010501,1
742442299404533266,0
742513462056502075,0
742601894228151789,4
742657514854211452,2
742804723691529137,1
743015205727648504,4
743313038489033876,1
743407887551229557,2
743490629366967417,1
744084115528123216,4
744664821738227617,0
744665474756630102,0
744883162640629081,2
744889179453188418,1
744935648948869793,4
744949323107286779,4
744956512166164522,4
744991031118934029,1
745004823798209785,1
745041703941982859,0
745491337096154741,4
745596621504676789,2
745634262297310801,1
745634270816918956,1
745656095901301335,4
745700021251652788,4
745893069877701966,2
745901942830422419,2
745902529441815922,2
745925164737911235,1
745984908602258238,1
746363778642070592,1
746601502466774651,0
746618158006531618,0
746826570251666140,0
746982296201916619,1
747134626137040628,1
747246918141531203,1
747368338986412029,2
747691297012137660,2
747702333999717077,1
748624782439426360,2
748671507545699034,1
748717713439890869,1
748752344921447253,2
748752917418373635,4
748759884716010160,2
748765559724805874,2
748771832166300140,2
749400822830548172,0
749405907882970935,0
749449055071539252,2
750021824599680179,2
750068938134941199,0
750635726221315406,1
751348457343283999,0
751379612278165352,0
751408979157217444,1
751742096611773345,1
751937736968700082,0
752378098361825648,1
752796561030096362,1
752845581184221318,4
753554370582467298,0
753572273135997260,2
753660952439459129,0
753717204722214062,4
753768081593665503,4
754352717808596712,1
755019082851354363,4
755037821878724162,1
755050877692431406,4
755124493078918445,1
755746084290452869,4
755789541680782901,1
755870898747172601,1
755934562888126191,1
756569713594312837,1
756864129367543529,4
757070710390059559,1
757124927463777871,0
757256633941807830,1
757728403318360160,0
757855631547862796,4
757971058903624445,1
758072223330776518,2
758081123003767867,1
758094546115213846,2
758609536590788728,0
758717518435561349,1
758822458231171083,4
758907337720590101,4
759487582117796552,1
759519262986933792,1
759905757307684524,0
759907109454730854,0
759907391316637197,0
759909758935173285,0
760159982210300664,0
760348409256483116,1
760854585897769463,2
760985260337363062,1
761033002793394902,0
761071522423068825,1
761559137835061640,1
762097694224726347,0
762190630064709336,1
762352511071081007,1
762808858713908103,0
763187886068295971,4
763829472178132757,0
763832593500849642,1
763887328758676705,1
764556394279120790,4
764576255652833213,0
764593141171260084,4
764599477754096242,1
764622652958240880,4
764834629776020980,2
764999315145981520,0
765378899319829745,0
765477129323682949,1
765716553214035947,0
765858270291974118,1
766056605942339033,1
766092656582103547,1
766499608228095208,1
766705080479926021,0
766818920059799843,1
767555849085171400,1
767783533472740645,0
768017798932845929,2
768267132306262584,0
769831627582069520,1
769917916142259276,0
770062747399563893,0
770277529175795790,0
770448806852730022,4
770523073506526538,1
770955055252576991,4
771239119413540300,4
771635681418578134,1
771689364336750824,1
771833143252848397,1
772022042817683681,1
772383533038998287,0
772523063169772272,4
772761488160509011,2
773214911162646829,2
773277395382707715,2
773770671334363834,4
773908539670296526,1
774597192856116627,2
774617913244848660,1
774706280523096121,0
775541627673909562,1
776322746144071304,0
776336628989254573,1
776573115534267510,0
776741327606724223,1
777034792047052261,2
777051892890379932,1
777081569923692574,1
777399024172389904,0
777399577291286339,0
777496291747246525,1
777508171927458329,2
777531915103176211,1
777548831904551888,4
778523378410939381,1
778686487878089624,1
779012977237420486,0
779847692816018201,1
779923069020350721,1
780431576971958994,4
780444774240062817,4
781066042735737365,1
781186064034113431,2
781240611652369638,1
781756975718097383,0
781892187390860266,2
781987855586644266,4
782446409146218784,0
782525235032023073,4
782631935395854850,0
784000151755154810,1
784193936878363811,0
784904953197946191,0
785423932330914663,0
785426710087480770,0
785426990771160204,0
785428954368670590,0
785429252974057580,0
785429618431075490,0
785429886476112156,0
785430167716769323,0
786314859980446423,1
786499125056084115,1
786697287888008909,0
786888547329484750,2
787566054027005762,0
787663525904232072,1
787823387803441547,1
788314640784579135,0
788314790952481922,0
789833800906973766,1
790419796797569208,2
790680128488448674,4
790707413840697517,4
790871331049494974,1
790883578380308463,1
791095286589727449,0
791098295374217170,0
791460640504372746,0
792011009005802909,2
792077784641835604,1
792540789158442641,0
792997816213147018,0
793494058458745362,4
793519585729936101,2
794269127115279841,2
794432943433581906,1
795099860511357681,2
795378398401248815,2
796407726018721299,2
796465765285127869,2
796465880869883962,2
796502673687573569,2
796577437412249252,0
796603565653623748,1
796884430156054658,0
796884763450914647,0
796886940740501619,0
797240135572507251,1
797366668806692109,1
797862274646922471,2
798035438434398838,1
798550379778693100,1
798593024970947062,1
799386857419762566,4
799968905188661289,1
801373794766236676,1
801512085106777604,2
802052397517471268,1
802090370275514063,0
802156212507389800,1
802414610756875783,2
802443418767093865,2
802832436410862314,2
802867835494594998,2
802996947331300153,2
803188058217186711,1
803386242543628655,0
804340058010355222,1
804355070868142573,1
804698802643794741,2
804698810947164247,2
805171539410388266,0
805276428251783650,1
805305533860390099,1
805599838927456688,0
806472697827145411,1
807233671529659173,4
807875149223438312,1
807880884094680264,0
808108595377919122,4
808457668793356731,0
808910288031913668,1
809333652092651306,4
809622218552631721,1
810145263361455922,4
810644580230760321,0
810903797176815984,1
811376906079417326,0
811377707909850214,0
811511088781175842,0
811537270467013788,4
811648329048018347,2
811733169686724230,1
811967469446163482,4
812497751740798714,4
812588698213960144,0
813156041604916901,2
814188550107137307,2
814198516176531410,2
814456266170506844,4
814512232908890198,0
815565248302037425,2
815938170026864626,1
816071875145690665,1
816159326445503733,2
816568236432439068,4
816631703010132041,0
816730668430736803,1
816790956271021405,1
817646634236562901,0
817962128383116667,1
818016335910777519,1
818332803037862068,1
819654142015953826,1
819679354816985239,1
819785499829050358,2
820317740562229595,0
821114357206992348,1
822354268493840061,4
822380676502753162,1
822441825495688392,0
822519156174601489,1
822574581430147478,1
822590156223178532,1
822653851012929669,1
822719660459550574,0
822724197395569750,4
822741493341705998,1
823239405203252910,1
823273576559656432,1
823933346092222069,1
824613697329849098,4
824899143409141471,2
825392040226364970,1
826036071911122222,0
826169652046388400,1
826202255500238246,1
826845999960303927,4
826875962550662839,1
826909411087389923,2
828223193431882832,2
828252445771384757,0
828271247179704213,1
828348415319716243,0
828359826502562197,0
828361734550821101,0
828372613145965893,0
828374129360312840,0
828415415713677290,2
828417860340180137,1
828473527937784539,1
828473628942219824,2
828480276017584508,0
828567290919810654,0
828943483786403326,0
828949232132275695,0
828954692811952085,0
829013445773562476,1
829018133443339150,0
829027478161126941,0
829036069122276397,1
829043669154862268,0
829051045245683600,1
829090403466534399,4
829897346331499609,4
830032482919888467,0
830082381552366749,0
830408376146498740,1
830486347621437741,1
830706771268743770,0
831314821531801640,1
831660569363863566,0
832083406902654521,1
832509225508617765,2
832515914377872868,2
832521000962952627,2
832522640524232781,2
832524016996416395,2
832530322574536381,0
832728479157812136,0
832769814566740250,1
