listing_id,price,accommodates,bedrooms,bathrooms,room_type,property_type,review_scores_rating,occupancy_proxy,weekend_occupancy_proxy,summer_occupancy_proxy,winter_occupancy_proxy,total_review_count,recent_review_count,avg_review_length,estimated_annual_revenue,log_revenue,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,beds,minimum_nights,maximum_nights,has_availability,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,room_type_Hotel room,room_type_Private room,room_type_Shared room,property_type_clean_Entire home,property_type_clean_Entire rental unit,property_type_clean_Other,property_type_clean_Private room in home,property_type_clean_Private room in rental unit,Amenity_PCA_1,Amenity_PCA_2,Amenity_PCA_3,Amenity_PCA_4,Amenity_PCA_5,Cluster_ID
2384,119.0,1,1.0,1.0,Private room,Private room in condo,4.99,0.04657534246575343,0.04807692307692308,0.0,0.0,257.0,10.0,378.6420233463035,2023.0,7.6128310304073565,0.0,1.0,1.0,1.0,1.0,Hyde Park,41.7879,-87.5878,1.0,3,90,1.0,13,348,257,10,0,20,4.98,4.99,4.99,4.98,4.95,4.93,f,1,1.97,False,True,False,False,False,True,False,False,1.3292946761429572,-0.5568979682399675,0.1751278019486241,0.020726818537143,-0.5160937661641203,2
7126,89.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.73,0.1726027397260274,0.18269230769230768,0.08695652173913043,0.07777777777777778,595.0,47.0,267.31596638655463,5607.0,8.631949428714426,1.0,1.0,2.0,1.0,1.0,West Town,41.90166,-87.68021,1.0,2,60,1.0,6,302,595,47,3,52,4.85,4.58,4.91,4.88,4.9,4.77,f,1,3.01,False,False,False,False,True,False,False,False,1.0692039136252984,-0.2942570431245759,-0.189411072285149,0.6833476322030747,-0.7338978970130083,1
10945,203.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.74,0.1095890410958904,0.11538461538461539,0.0,0.0,129.0,24.0,238.8372093023256,8120.0,9.002208578282412,1.0,9.0,87.0,1.0,1.0,Lincoln Park,41.91196,-87.63981,2.0,4,120,1.0,2,325,129,24,2,36,4.84,4.82,4.84,4.88,4.98,4.73,t,6,0.93,False,False,False,False,True,False,False,False,0.7906683910298735,0.6909232587886716,-0.9341356437708748,0.427567452227882,0.0662868837409343,1
12140,339.0,3,1.0,1.0,Private room,Room in boutique hotel,4.95,0.5726027397260274,0.6057692307692307,1.0,0.0,19.0,3.0,251.6315789473684,70851.0,11.168348473372488,0.0,1.0,1.0,1.0,0.0,Lincoln Park,41.92357,-87.64947,1.0,2,10,1.0,12,156,19,3,1,3,4.68,5.0,5.0,5.0,5.0,4.68,f,1,0.15,False,True,False,False,False,True,False,False,-0.8087339060231034,-1.0632606718596331,-0.3074214428026765,-1.0433699140081882,-2.125492283220364,2
28749,258.0,6,3.0,2.0,Entire home/apt,Entire loft,4.83,0.7972602739726027,0.8076923076923077,1.0,0.7666666666666667,265.0,37.0,308.388679245283,75077.99999999999,11.22629617148548,1.0,1.0,7.0,1.0,1.0,Logan Square,41.9202265,-87.67961319999999,3.0,2,10,1.0,14,74,265,37,2,42,4.87,4.77,4.94,4.88,4.93,4.73,f,1,1.47,False,False,False,False,False,True,False,False,2.228906862140302,0.7352265520137253,1.409986004021988,0.0047885150283122,-0.3126216096646411,1
71930,80.0,2,1.0,1.0,Private room,Private room in rental unit,4.89,0.06027397260273973,0.057692307692307696,0.0,0.0,141.0,18.0,330.8156028368794,1760.0,7.473637108496206,1.0,1.0,3.0,1.0,0.0,West Town,41.89615,-87.67934,1.0,3,60,1.0,13,343,141,18,2,20,4.94,4.76,4.96,4.95,4.84,4.83,f,1,0.81,False,True,False,False,False,False,False,True,0.370721506415113,0.3234054626123481,0.4302122389081555,0.1735308459834332,-0.9213606895200476,2
94450,117.0,1,1.0,1.0,Entire home/apt,Entire rental unit,4.95,0.0821917808219178,0.09615384615384616,0.0,0.0,39.0,9.0,329.3333333333333,3510.0,8.163656176168432,1.0,1.0,3.0,1.0,1.0,Edgewater,41.9796,-87.66512,1.0,3,90,1.0,9,335,39,9,0,11,5.0,4.9,5.0,5.0,5.0,4.9,f,1,1.01,False,False,False,False,True,False,False,False,0.292331025284803,-0.0960195837221795,-0.1873552072468115,1.0665925002976446,-0.3285414420456931,1
145690,270.0,10,4.0,2.0,Entire home/apt,Entire rental unit,4.78,0.09315068493150686,0.09615384615384616,0.0,0.0,86.0,1.0,217.2325581395349,9180.000000000002,9.1248914101437,1.0,25.0,38.0,1.0,1.0,Lincoln Park,41.91289,-87.63864,4.0,32,1125,1.0,0,331,87,1,0,1,4.78,4.9,4.79,4.63,4.95,4.65,f,24,0.69,False,False,False,False,True,False,False,False,-1.3857984827267251,1.2539098259030117,0.54808540290188,0.9892276389393084,-0.8107558501005713,1
189821,220.0,5,2.0,1.0,Entire home/apt,Entire rental unit,4.95,0.10684931506849316,0.11538461538461539,0.0,0.06666666666666667,712.0,40.0,352.4620786516854,8580.0,9.057305735807121,1.0,1.0,2.0,1.0,0.0,Logan Square,41.92918,-87.70219,3.0,3,28,1.0,9,326,712,40,2,44,4.97,4.93,4.97,4.95,4.92,4.89,f,1,4.17,False,False,False,False,True,False,False,False,2.763464098246437,-0.0377042525945392,-0.509988160328738,-0.5145875271901738,-0.3463718865466644,1
207218,125.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.9,0.22465753424657534,0.21153846153846154,0.0,0.13333333333333333,321.0,2.0,371.7507788161994,10250.0,9.235130540783402,1.0,3.0,3.0,1.0,1.0,Pullman,41.68843,-87.60712,1.0,32,333,1.0,0,283,321,2,0,2,4.93,4.84,4.97,4.97,4.71,4.86,f,3,1.88,False,False,False,False,True,False,False,False,0.0953805816578774,0.3866562201939358,-0.1763054594729972,1.2088524403420808,-0.7131028964444445,1
207351,50.0,1,1.0,1.0,Entire home/apt,Entire place,4.92,0.5123287671232877,0.5192307692307693,1.0,0.0,49.0,1.0,327.51020408163265,9350.0,9.143238568435446,1.0,3.0,3.0,1.0,1.0,Pullman,41.68954,-87.60786,1.0,32,120,1.0,28,178,49,1,1,2,4.98,4.73,4.98,5.0,4.77,4.85,f,3,0.29,False,False,False,False,False,True,False,False,-0.2419081733811445,-0.2226707560037919,-0.5297271583129937,1.0481207175477043,-0.8545217319612893,2
220333,125.0,2,2.0,1.0,Entire home/apt,Entire rental unit,4.88,0.36164383561643837,0.3557692307692308,0.0,0.6888888888888889,8.0,2.0,182.75,16500.0,9.711176264112805,1.0,3.0,3.0,1.0,1.0,Pullman,41.68912,-87.60725,1.0,32,365,1.0,0,233,8,2,0,2,4.88,5.0,5.0,5.0,4.63,4.88,f,3,0.05,False,False,False,False,True,False,False,False,-0.1622988223981178,-1.1598463285494842,-0.8763614633666255,0.7603252559300924,0.0696456494454751,0
225314,87.0,1,1.0,1.0,Private room,Private room in home,4.94,0.873972602739726,0.875,1.0,0.7222222222222222,32.0,2.0,432.40625,27752.999999999996,10.231135252930956,0.0,1.0,2.0,1.0,1.0,Logan Square,41.92589,-87.69737,1.0,2,10,1.0,0,46,32,2,0,4,4.97,4.97,5.0,4.97,5.0,4.9,f,1,0.2,False,True,False,False,False,False,True,False,0.0344784324322375,-0.5567727043039556,0.6888913253968798,0.6613811325413526,-0.0433219374450145,2
233933,58.0,2,1.0,1.0,Private room,Private room in home,4.83,0.8383561643835616,0.8653846153846154,1.0,0.7777777777777778,220.0,31.0,383.32272727272726,17748.0,9.784084455288346,1.0,2.0,2.0,1.0,1.0,Irving Park,41.95758,-87.7271,1.0,2,14,1.0,8,59,220,31,3,34,4.89,4.86,4.94,4.89,4.8,4.78,f,2,1.3,False,True,False,False,False,False,True,False,-0.0633584304472636,0.8549979338534008,0.8662175313739611,0.100815035144919,-0.5321073093156129,2
250354,170.0,2,2.0,1.0,Entire home/apt,Entire condo,4.84,0.01643835616438356,0.019230769230769232,0.0,0.0,35.0,0.0,390.48571428571427,1019.9999999999999,6.928537818164665,0.0,1.0,2.0,1.0,1.0,Near South Side,41.85923,-87.62198,1.0,180,365,1.0,24,359,35,0,0,0,4.94,4.53,4.94,4.97,4.82,4.47,f,1,0.21,False,False,False,False,False,False,False,False,-2.232027835479633,-0.2145366564865694,0.0661117637805182,-0.3973060394266935,-0.3838192162622852,0
264547,228.0,3,2.0,1.5,Entire home/apt,Entire condo,4.84,0.5178082191780822,0.5192307692307693,0.0,1.0,63.0,0.0,398.6190476190476,43091.99999999999,10.67111584990838,0.0,1.0,2.0,1.0,1.0,Near West Side,41.88413,-87.64315,2.0,32,1125,1.0,0,176,63,0,0,0,4.79,4.79,4.95,4.92,4.87,4.76,f,1,0.39,False,False,False,False,False,False,False,False,-1.364079789063746,-0.1291762726009593,-1.4124704985760284,-0.0560451286876305,-0.8494555778598473,0
345075,116.0,2,1.0,1.0,Private room,Private room in condo,4.97,0.06027397260273973,0.07692307692307693,0.0,0.0,304.0,14.0,367.2993421052632,2552.0,7.845024417241484,1.0,1.0,5.0,1.0,1.0,Kenwood,41.80774,-87.59459,1.0,2,7,1.0,12,343,304,14,0,12,4.96,4.98,4.96,4.98,4.89,4.91,f,1,1.85,False,True,False,False,False,True,False,False,-2.630763132525561,-0.7838116497391385,0.6977287415739672,-0.0009528912836187,-0.573617222571293,2
350347,193.0,4,2.0,2.0,Entire home/apt,Entire loft,4.88,0.2410958904109589,0.27884615384615385,0.29347826086956524,0.18888888888888888,823.0,55.0,324.44471445929526,16984.0,9.740085880594684,1.0,2.0,2.0,1.0,1.0,Lake View,41.94107,-87.65492,2.0,3,14,1.0,11,277,823,54,5,57,4.92,4.84,4.88,4.9,4.93,4.83,f,1,4.99,False,False,False,False,False,True,False,False,0.0860352547696141,0.8198538068294856,-0.5056098595123525,0.9759173105121068,-0.6424865236627407,1
372929,249.0,12,3.0,3.0,Entire home/apt,Entire home,4.85,0.0684931506849315,0.09615384615384616,0.0,0.0,326.0,26.0,309.25766871165644,6224.999999999999,8.736489351001554,1.0,3.0,5.0,1.0,1.0,West Town,41.89629,-87.65704,5.0,2,1125,1.0,12,340,326,26,4,20,4.87,4.72,4.93,4.95,4.77,4.77,f,2,2.08,False,False,False,True,False,False,False,False,2.5984191414688245,0.6086855454709719,-0.4389103549597669,0.3951909476808534,-0.3339260495394311,4
404792,126.0,3,2.0,1.0,Entire home/apt,Entire rental unit,4.51,0.7780821917808219,0.7788461538461539,1.0,0.6555555555555556,227.0,6.0,328.04405286343615,35784.0,10.485284090172698,0.0,2.0,4.0,1.0,1.0,West Town,41.88947,-87.66933,2.0,14,365,1.0,12,81,227,5,1,7,4.56,4.35,4.89,4.87,4.68,4.39,f,1,1.41,False,False,False,False,True,False,False,False,-2.255306130721777,-0.3102246195940821,-0.0931880828360673,0.0044679691454723,-0.8267225984843133,1
464581,106.0,4,1.0,1.0,Entire home/apt,Entire rental unit,4.81,0.10410958904109589,0.09615384615384616,0.0,0.0,649.0,2.0,299.7981510015408,4028.0,8.301273485191347,0.0,1.0,9.0,1.0,1.0,Logan Square,41.92518,-87.69549,2.0,32,360,1.0,0,327,649,2,0,3,4.87,4.8,4.91,4.91,4.81,4.82,f,1,4.07,False,False,False,False,True,False,False,False,2.1459361715493057,0.0791291651393844,-0.1382161297475099,0.1679757314749848,-0.4357010864406606,1
507517,91.0,4,1.0,1.0,Entire home/apt,Entire guest suite,4.92,0.27123287671232876,0.3173076923076923,0.1956521739130435,0.26666666666666666,455.0,37.0,280.15384615384613,9009.0,9.106090350602384,1.0,1.0,1.0,1.0,1.0,Lincoln Square,41.96678,-87.6973,1.0,2,45,1.0,7,266,455,37,1,31,4.94,4.94,4.98,4.96,4.94,4.89,f,1,2.83,False,False,False,False,False,True,False,False,0.1057674330289435,-0.2497906421451137,-0.0862270266782451,0.4242831095378917,-0.6882326863001652,1
542067,168.0,3,2.0,1.0,Entire home/apt,Entire rental unit,4.88,0.2493150684931507,0.25,0.0,0.24444444444444444,319.0,14.0,377.141065830721,15288.0,9.634888894560614,1.0,1.0,4.0,1.0,1.0,Logan Square,41.93142,-87.69989,3.0,3,90,1.0,0,274,319,14,0,2,4.94,4.93,4.94,4.95,4.84,4.84,f,1,1.98,False,False,False,False,True,False,False,False,2.624299856933249,-0.669374257038996,-0.2112373937895814,-0.0001505885392657,-0.5486602373810281,1
584590,55.0,2,1.0,1.0,Private room,Private room in rental unit,4.57,0.8383561643835616,0.8269230769230769,1.0,0.7666666666666667,57.0,3.0,354.49122807017545,16830.0,9.730977703126166,1.0,4.0,8.0,1.0,1.0,Lincoln Square,41.96528,-87.6831,1.0,32,90,1.0,0,59,57,3,0,3,4.6,4.36,4.64,4.65,4.73,4.48,f,2,0.36,False,True,False,False,False,False,False,True,-0.9075293984107132,-0.1577629968710878,-0.8478850675344999,0.2989919074167175,-1.751823902004336,2
634310,64.0,2,1.0,1.0,Private room,Private room in condo,4.92,0.21095890410958903,0.22115384615384615,0.0,0.34444444444444444,158.0,21.0,361.69620253164555,4928.0,8.502891406705377,1.0,2.0,2.0,1.0,1.0,Edgewater,41.99688,-87.66449,1.0,3,7,1.0,19,288,158,21,2,22,4.93,4.88,4.95,4.96,4.95,4.91,f,2,0.99,False,True,False,False,False,True,False,False,-1.3645801069710533,0.3177667546358664,0.2502297693414925,0.9491958155633544,-0.4974536510844652,2
640841,264.0,4,2.0,2.5,Entire home/apt,Entire condo,4.98,0.7397260273972602,0.7307692307692307,1.0,0.6444444444444445,112.0,15.0,312.19642857142856,71280.0,11.174385091226979,1.0,1.0,1.0,1.0,1.0,Lake View,41.94256,-87.67171,2.0,4,30,1.0,7,95,112,15,0,10,4.98,4.99,4.94,4.98,4.94,4.86,f,1,1.26,False,False,False,False,False,False,False,False,0.9825437524129867,0.9584844618177556,0.1279450062020953,0.0671637134037123,-0.2503033070220263,1
651742,69.0,2,1.0,1.0,Private room,Private room in home,4.94,0.030136986301369864,0.038461538461538464,0.0,0.0,130.0,13.0,235.54615384615386,759.0000000000001,6.633318433280377,1.0,2.0,3.0,1.0,1.0,Forest Glen,41.99178,-87.75747,1.0,2,14,1.0,19,354,130,13,3,16,4.96,4.93,4.91,4.95,4.82,4.91,f,2,0.85,False,True,False,False,False,False,True,False,1.9678775176739225,0.4149598771533047,0.3996390220779918,0.775570570475452,-0.2685976135337199,2
662034,60.0,1,1.0,1.0,Private room,Private room in home,4.94,0.024657534246575342,0.028846153846153848,0.0,0.0,111.0,14.0,273.63963963963965,540.0,6.293419278846481,1.0,2.0,3.0,1.0,1.0,Forest Glen,41.99405,-87.75746,1.0,2,14,1.0,21,356,111,14,3,8,4.95,4.96,4.96,4.95,4.84,4.92,f,2,0.76,False,True,False,False,False,False,True,False,1.907903557297275,0.6043289100851621,0.3967429347622184,0.7830999148000214,-0.2370954040832883,2
681842,53.0,2,1.0,1.0,Private room,Private room in condo,4.91,0.10410958904109589,0.09615384615384616,0.0,0.0,33.0,3.0,447.4848484848485,2014.0,7.608374474380783,1.0,3.0,7.0,1.0,1.0,West Ridge,41.99373,-87.68279,1.0,32,120,1.0,0,327,33,3,0,4,4.97,4.94,4.94,5.0,4.61,4.76,f,2,0.22,False,True,False,False,False,True,False,False,-1.4751381090059796,-0.3521757217982719,0.435058121218951,0.0552941767201896,-0.6056558903749303,2
697634,109.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.87,0.43561643835616437,0.4230769230769231,0.6630434782608695,0.2111111111111111,162.0,2.0,422.5617283950617,17331.0,9.7603097828598,1.0,2.0,2.0,1.0,0.0,Near North Side,41.90437,-87.6335,2.0,32,1125,1.0,0,206,162,2,0,1,4.92,4.9,4.98,4.99,4.9,4.9,f,2,1.09,False,False,False,False,True,False,False,False,-0.1831246629920793,-0.0773836531311169,-0.2656334563059293,0.2952988344235256,0.2985349941717092,1
726376,130.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.69,0.7643835616438356,0.7596153846153846,1.0,0.17777777777777778,905.0,59.0,259.0828729281768,36269.99999999999,10.498773802892188,1.0,2.0,4.0,1.0,1.0,Lake View,41.93903,-87.65196,1.0,2,65,1.0,5,86,905,59,4,77,4.72,4.64,4.87,4.9,4.89,4.68,f,2,5.75,False,False,False,False,True,False,False,False,-2.077150200756532,0.1097518196974762,-0.6955968889712796,0.3695166515784864,-0.0085893495901326,1
729566,79.0,2,1.0,1.0,Entire home/apt,Entire condo,5.0,0.7479452054794521,0.75,0.6630434782608695,1.0,5.0,0.0,405.4,21567.0,9.978966013712034,0.0,1.0,3.0,1.0,0.0,Near South Side,41.86442,-87.62561,1.0,179,730,1.0,30,92,5,0,0,0,5.0,4.6,5.0,5.0,5.0,5.0,f,1,0.03,False,False,False,False,False,False,False,False,-2.418930148680268,-0.0196340336555929,0.4323429793912475,-0.2633770395497398,0.4932564411185899,0
732569,192.0,5,2.0,1.0,Entire home/apt,Entire rental unit,4.43,0.8712328767123287,0.8653846153846154,1.0,1.0,161.0,4.0,320.5217391304348,61056.0,11.019563133080542,0.0,1.0,6.0,1.0,0.0,Lower West Side,41.8559,-87.65336,2.0,1,31,1.0,21,47,161,4,1,0,4.54,4.48,4.67,4.52,4.31,4.52,f,1,1.02,False,False,False,False,True,False,False,False,-2.305232702357318,-0.6173765955932002,-0.2055560760604324,0.0062438850643196,-0.308322825197296,1
739495,273.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.87,0.33424657534246577,0.33653846153846156,0.7934782608695652,0.05555555555555555,218.0,1.0,371.9403669724771,33306.0,10.413522864087675,0.0,1.0,1.0,1.0,1.0,Lincoln Square,41.9765,-87.68144,3.0,7,31,1.0,23,243,218,1,0,3,4.94,4.85,4.89,4.88,4.8,4.88,f,1,1.47,False,False,False,False,True,False,False,False,2.768699675313315,0.4459540950657987,-0.5442606191097585,-0.5723751513117574,-0.3761761760759881,1
755701,125.0,5,3.0,1.0,Entire home/apt,Entire rental unit,4.81,0.336986301369863,0.33653846153846156,0.45652173913043476,0.14444444444444443,33.0,3.0,499.4848484848485,15375.000000000002,9.640563131210074,1.0,4.0,4.0,1.0,1.0,Logan Square,41.93115,-87.71836,6.0,32,1125,1.0,0,242,33,3,0,5,4.84,4.85,4.91,4.94,4.69,4.76,f,4,0.22,False,False,False,False,True,False,False,False,2.2849633539197742,-1.122916097965045,-1.1411282205840831,0.5688193837303424,-0.5180361003987867,1
863120,73.0,2,3.0,2.5,Private room,Private room in condo,4.94,0.9260273972602739,0.9230769230769231,0.9565217391304348,1.0,174.0,19.0,296.1551724137931,24673.999999999996,10.113545864301683,0.0,1.0,2.0,1.0,1.0,Lincoln Park,41.92218,-87.66079,1.0,2,1125,1.0,1,27,174,19,5,8,4.94,4.94,4.96,4.96,4.96,4.9,f,1,1.17,False,True,False,False,False,True,False,False,-0.0764295253324918,0.381577316918587,-0.7374693891214608,1.096271853207659,-1.364031902541356,2
960326,262.0,6,3.0,2.0,Entire home/apt,Entire condo,4.93,0.10136986301369863,0.125,0.0,0.022222222222222223,497.0,46.0,260.4989939637827,9694.0,9.179365567676752,1.0,27.0,28.0,1.0,1.0,West Town,41.89602,-87.65659,3.0,2,1125,1.0,3,328,498,46,4,45,4.93,4.91,4.95,4.99,4.83,4.84,f,18,3.32,False,False,False,False,False,False,False,False,0.584258933823147,1.2915905882330807,1.1968340100232775,-0.1182989670863276,-0.0052851919952677,1
966137,120.0,5,2.0,1.0,Entire home/apt,Entire home,4.75,0.8438356164383561,0.8365384615384616,1.0,0.7666666666666667,41.0,0.0,442.9756097560976,36960.0,10.517618581666662,0.0,1.0,4.0,1.0,0.0,Near West Side,41.86801,-87.67877,2.0,32,50,1.0,0,57,41,0,0,0,4.76,4.63,4.93,4.93,4.22,4.76,f,1,0.27,False,False,False,True,False,False,False,False,-1.8091519513533665,-0.5676280133738449,0.5934142696495299,0.4502054884289784,-0.639654237579931,2
979841,81.0,2,1.0,1.5,Private room,Private room in home,4.98,0.12602739726027398,0.14423076923076922,0.0,0.022222222222222223,374.0,40.0,330.24064171122996,3726.0,8.223358899479258,1.0,4.0,4.0,1.0,1.0,Rogers Park,42.00588,-87.66853,1.0,2,90,1.0,16,319,374,40,6,29,4.98,4.98,4.99,4.98,4.94,4.96,t,4,2.47,False,True,False,False,False,False,True,False,-1.8498078042466988,-0.9812188214800996,-0.0472976930029168,-0.312802827469671,-1.6107376745866775,2
979926,73.0,2,1.0,1.5,Private room,Private room in home,4.98,0.16164383561643836,0.17307692307692307,0.0,0.044444444444444446,410.0,43.0,297.5,4307.0,8.36822903827628,1.0,4.0,4.0,1.0,1.0,Rogers Park,42.00477,-87.66842,1.0,2,90,1.0,9,306,410,43,6,36,4.98,4.99,5.0,4.99,4.88,4.94,t,4,2.72,False,True,False,False,False,False,True,False,-0.8096568301266078,-1.7440711358803616,-0.5768659004755335,-0.0869705258405171,-2.1058249437317103,2
979942,73.0,2,1.0,1.5,Private room,Private room in home,4.94,0.1232876712328767,0.1346153846153846,0.0,0.022222222222222223,367.0,33.0,317.01089918256133,3285.0,8.097426298597213,1.0,4.0,4.0,1.0,1.0,Rogers Park,42.00378,-87.66807,2.0,2,90,1.0,14,320,367,33,5,31,4.96,4.96,4.98,4.97,4.83,4.95,t,4,2.42,False,True,False,False,False,False,True,False,-1.7109402849422772,-1.0914481343066105,-0.5634606576607626,0.5550711516646641,-1.919233778461068,2
983640,179.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.95,0.1178082191780822,0.125,0.0,0.022222222222222223,318.0,33.0,379.8333333333333,7697.0,8.948715833843691,1.0,4.0,4.0,1.0,1.0,Rogers Park,42.00456,-87.67058,3.0,2,90,1.0,14,322,318,33,6,30,4.94,4.97,4.98,4.99,4.91,4.9,t,4,2.12,False,False,False,False,True,False,False,False,0.941100226643635,-0.1881991907518432,0.1616004102042492,1.2482925781734409,-1.1249295435401403,1
1020810,115.0,2,1.0,1.0,Entire home/apt,Entire rental unit,4.67,0.2547945205479452,0.23076923076923078,0.0,0.6444444444444445,43.0,2.0,322.95348837209303,10695.0,9.27762511878178,0.0,4.0,4.0,1.0,1.0,Near North Side,41.89395,-87.62593,2.0,32,365,1.0,2,272,43,2,0,4,4.79,4.44,4.71,4.7,4.93,4.48,f,3,0.28,False,False,False,False,True,False,False,False,-3.354218350896209,-1.1557149100228414,0.202786752719546,-0.7603827384431112,0.5750994871828786,0
1083987,120.0,2,1.0,1.0,Entire home/apt,Entire rental unit,5.0,0.6164383561643836,0.5961538461538461,0.0,1.0,17.0,1.0,233.23529411764707,27000.0,10.203629181337648,0.0,21.0,235.0,1.0,1.0,Near South Side,41.85395,-87.62468,2.0,32,1123,1.0,0,140,17,1,0,1,5.0,4.76,5.0,5.0,4.82,4.71,f,16,0.11,False,False,False,False,True,False,False,False,-1.4745613892004117,1.7165192099001794,0.0825702655178802,-0.3455444042428004,-0.4118060879351524,0
1185749,166.0,6,3.0,1.0,Entire home/apt,Entire condo,4.87,0.4602739726027397,0.46153846153846156,0.8043478260869565,0.34444444444444444,388.0,16.0,292.2319587628866,27888.0,10.23598762483351,0.0,1.0,2.0,1.0,1.0,Near West Side,41.87033,-87.6826,4.0,3,31,1.0,16,197,388,16,1,12,4.9,4.91,4.94,4.91,4.69,4.81,t,1,2.59,False,False,False,False,False,False,False,False,1.259898155195804,-1.244537801378708,-1.523410539589416,1.4389431257222696,0.3553220031349574,1
1195259,118.0,3,2.0,1.0,Entire home/apt,Entire rental unit,4.9,0.07123287671232877,0.08653846153846154,0.0,0.0,225.0,11.0,397.9288888888889,3068.0,8.029107054619736,1.0,2.0,3.0,1.0,1.0,West Town,41.90914,-87.67859,4.0,5,1124,1.0,12,339,225,11,1,3,4.89,4.78,4.91,4.91,4.95,4.86,f,2,1.5,False,False,False,False,True,False,False,False,1.9972585820201867,0.8326192288843615,0.5733075815913515,0.5078773280106023,0.4024304171842216,1
1304049,45.0,2,1.0,1.0,Private room,Private room in home,4.66,0.2493150684931507,0.25,0.0,0.23333333333333334,126.0,2.0,331.6587301587302,4095.0000000000005,8.317766166719343,1.0,1.0,2.0,1.0,1.0,Near West Side,41.86967,-87.68284,1.0,32,1125,1.0,0,274,126,2,0,2,4.8,4.88,4.61,4.69,4.61,4.6,f,1,0.86,False,True,False,False,False,False,True,False,-2.453066172700293,-1.1732558286523924,0.0903170872707141,-0.2912347142907923,-0.6072613574744278,2
1321332,627.0,16,4.0,3.5,Entire home/apt,Entire home,4.83,0.1643835616438356,0.23076923076923078,0.043478260869565216,0.05555555555555555,121.0,5.0,235.63636363636363,37620.0,10.535317684107266,0.0,1.0,5.0,1.0,1.0,Lincoln Park,41.93089,-87.66946,11.0,2,60,1.0,16,305,121,5,2,3,4.91,4.67,4.94,4.91,4.86,4.72,f,1,0.83,False,False,False,True,False,False,False,False,2.095835864864436,0.7031898711847155,0.5259029938797605,0.1321560607155005,0.0919069744751265,4
1356190,107.0,2,1.0,1.0,Private room,Private room in home,4.97,0.37534246575342467,0.41346153846153844,0.07608695652173914,0.8555555555555555,510.0,49.0,286.1745098039216,14659.0,9.592877975440642,1.0,1.0,1.0,1.0,1.0,Logan Square,41.91984,-87.68962,1.0,3,7,1.0,3,228,510,49,5,46,4.97,4.98,5.0,5.0,4.95,4.94,f,1,3.49,False,True,False,False,False,False,True,False,0.4947129492152928,-0.5524018116185794,-0.2426423787485203,-0.7026327729413535,-1.9348028982069227,2
1392594,200.0,6,3.0,2.0,Entire home/apt,Entire home,4.63,0.4876712328767123,0.49038461538461536,0.0,0.9,36.0,4.0,428.44444444444446,35600.0,10.480129006333248,0.0,1.0,1.0,1.0,1.0,Uptown,41.96909,-87.67407,3.0,3,28,1.0,4,187,36,4,1,2,4.72,4.5,4.97,5.0,4.78,4.64,f,1,0.24,False,False,False,True,False,False,False,False,-1.8011031392955088,0.2462343538421572,0.4867851106137222,1.3657239391346925,-0.345089983930312,4
1461451,22.0,1,1.0,2.0,Shared room,Shared room in rental unit,4.64,0.29863013698630136,0.3173076923076923,0.7934782608695652,0.0,213.0,13.0,242.7511737089202,2398.0,7.782807262839695,1.0,15.0,20.0,1.0,1.0,West Ridge,42.01653,-87.68788,1.0,1,900,1.0,17,256,214,13,0,20,4.71,4.5,4.8,4.83,4.55,4.67,f,15,1.45,False,False,True,False,False,True,False,False,2.3407875565912337,-0.7022265841891318,0.3463078036113255,0.3304204265193402,-0.6935828609511768,2
1502674,209.0,4,2.0,1.0,Entire home/apt,Entire rental unit,4.84,0.12602739726027398,0.125,0.10869565217391304,0.0,161.0,27.0,301.67080745341616,9614.0,9.17107965802288,1.0,9.0,87.0,1.0,1.0,Lincoln Park,41.91175,-87.63834,2.0,4,120,1.0,7,319,161,27,2,28,4.89,4.81,4.91,4.86,4.98,4.78,f,6,1.1,False,False,False,False,True,False,False,False,0.053322697887673,0.3596129946612767,-0.2626638052209261,0.748375090073821,-0.4562806127939915,1
1554433,45.0,2,1.0,1.5,Private room,Private room in bungalow,4.85,0.16164383561643836,0.15384615384615385,0.0,0.0,199.0,0.0,282.1859296482412,2655.0,7.884576510596324,0.0,2.0,2.0,1.0,1.0,Beverly,41.71554,-87.67197,1.0,32,1125,1.0,0,306,199,0,0,1,4.89,4.96,4.94,4.94,4.79,4.87,f,2,1.36,False,True,False,False,False,True,False,False,-0.2874409988191386,-0.2806587207027045,0.0106413345763211,0.0465772354744467,-1.1837594218059395,2
