id,Cluster_5
50260351,0
50264446,0
50268537,0
50269785,0
50277502,0
50282484,0
50291798,0
50303061,1
50304485,0
50305589,0
50306753,0
50308546,0
50313504,0
50331852,0
50347450,0
50363989,0
50363992,0
50364005,0
50376122,2
50390584,0
50391061,1
50393005,1
50396276,0
50417090,0
50425013,1
50441239,0
50445562,0
50451083,0
50459339,0
50461162,0
50469120,0
50481036,0
50489917,0
50492306,0
50526328,2
50541693,2
50548007,0
50566046,0
50566631,2
50589205,0
50599177,0
50615520,0
50619453,0
50630606,0
50632700,0
50633147,0
50637985,0
50641075,0
50641249,0
50641400,0
50644291,0
50677599,1
50700037,0
50724592,0
50731285,0
50758845,0
50773644,0
50787832,0
50806225,0
50808262,0
50841010,1
50890121,2
50897462,0
50915824,0
50916130,0
50936383,0
50937384,0
50957385,0
50967514,1
51008895,0
51017310,2
51042668,0
51049065,0
51059142,0
51067175,0
51084874,0
51118058,0
51128091,0
51129231,2
51151407,0
51153028,0
51173851,1
51196105,0
51205312,0
51209587,0
51212716,0
51214098,0
51222496,1
51231216,1
51241143,1
51252210,1
51278295,0
51278722,1
51288746,0
51290608,1
51300622,0
51309614,0
51347270,2
51347437,1
51349668,1
51367697,1
51368004,2
51375623,1
51388636,1
51389282,0
51418167,2
51430700,0
51436430,0
51450597,0
51475924,0
51502365,2
51519426,0
51519686,0
51538489,2
51550386,0
51551406,0
51565391,1
51576154,0
51578149,0
51578922,0
51584207,1
51620545,0
51632472,0
51633184,0
51640108,2
51642557,2
51656658,0
51690330,1
51696840,0
51707379,0
51709203,0
51710533,1
51725687,0
51728958,0
51735604,0
51741823,2
51741865,0
51741911,2
51746218,0
51751554,0
51762035,0
51781759,1
51785919,1
51797356,0
51815676,0
51857604,0
51889202,0
51910355,0
51916356,0
51925927,0
51934462,1
51956253,0
51961917,0
51965160,2
51974015,0
51981482,0
52042542,2
52053036,0
52074213,1
52112335,2
52114521,0
52116387,0
52143861,1
52145383,0
52153928,0
52153996,0
52175841,1
52178410,0
52187274,0
52189452,2
52222847,0
52226578,0
52239805,0
52242765,1
52244562,1
52246034,1
52260989,1
52261847,2
52264184,0
52282954,0
52308229,0
52313572,0
52335832,1
52350546,1
52352119,1
52372599,0
52373436,0
52374426,0
52382974,0
52389225,0
52391072,0
52391531,0
52403432,0
52408276,0
52412590,0
52421674,0
52439779,0
52482841,0
52494434,2
52504308,0
52504381,0
52520901,0
52555572,1
52555897,1
52556098,1
52565723,0
52570753,1
52578400,0
52600695,0
52611597,2
52611708,1
52616207,0
52638628,1
52651881,0
52655341,1
52716429,0
52719151,1
52724296,0
52731021,0
52733252,0
52736306,0
52739562,0
52741444,1
52756358,2
52760011,0
52766193,0
52769811,0
52771190,0
52771197,2
52773402,0
52778055,0
52779918,0
52786074,0
52796850,0
52842931,0
52843682,0
52845622,2
52864439,0
52867667,2
52885300,0
52892316,0
52899450,0
52900675,1
52918623,1
52919619,0
52920524,0
52924100,0
52930258,0
52931195,0
52936284,2
52941359,0
52951285,0
52954257,0
52961447,0
52985432,2
52999087,0
52999149,0
53008311,2
53009310,0
53024196,0
53028488,0
53033238,1
53056137,0
53060470,0
53061486,0
53068609,1
53074694,0
53075245,0
53089381,0
53108346,0
53126173,0
53136798,0
53166491,0
53186306,0
53186360,0
53191355,2
53219652,0
53231077,0
53235375,0
53238705,1
53259432,0
53263566,0
53271476,2
53295088,0
53328222,0
53345860,2
53351802,0
53354698,0
53357077,0
53362605,0
53362617,0
53373645,1
53381319,2
53385832,0
53412390,2
53416402,1
53416475,1
53423379,1
53432585,2
53434333,2
53435101,0
53447886,0
53475204,0
53493119,1
53494935,1
53495484,1
53495617,0
53496856,0
53496895,0
53498554,0
53509699,0
53509927,0
53512168,1
53512325,1
53512395,1
53519278,0
53541061,0
53555302,0
53560192,1
53574106,2
53582843,0
53585966,0
53589089,1
53591341,0
53591392,1
53596498,0
53611396,0
53612424,0
53620531,1
53625260,2
53642230,0
53663772,0
53664988,0
53690189,0
53705363,0
53721295,0
53740501,1
53743706,0
53749043,0
53832580,0
53845400,0
53846745,0
53849223,0
53852044,0
53855289,0
53872917,0
53872933,0
53883512,0
53909282,0
53917374,0
53924310,1
53930018,0
53930197,0
53933318,0
53937644,0
53942297,1
53943083,0
53950763,0
53950911,0
53968035,0
53993381,0
54013428,0
54013445,0
54013535,0
54014407,0
54016679,2
54020726,0
54025250,1
54025353,1
54025437,1
54036729,0
54040677,0
54049788,0
54050070,0
54066415,0
54066457,0
54077122,0
54077127,0
54084736,0
54085255,0
54090541,2
54094850,0
54096491,0
54110494,0
54111333,0
54113319,0
54116414,0
54116435,0
54124789,0
54151749,2
54155017,0
54155217,0
54156415,0
54156639,0
54161339,0
54167860,0
54174892,1
54177165,0
54193877,0
54210117,2
54214184,0
54224525,2
54232255,2
54247527,2
54256218,0
54260731,0
54262825,0
54265524,0
54277404,2
54281338,0
54289957,0
54294615,0
54332668,0
54338089,0
54343837,0
54366706,0
54367409,0
54370817,0
54380603,0
54384620,2
54385917,1
54386874,0
54386876,0
54388333,0
54391093,0
54393122,1
54393279,2
54409093,2
537869465026525645,1
538471896277381674,0
544049836966364973,0
544085418496140580,0
544977684266535207,0
545720498184909599,0
545848263758492827,0
546357092763173945,2
546987159613574991,0
548438995948904653,2
548548825138589682,0
548606308523478659,0
548625798375973502,0
549108249238418183,0
549108611975240743,0
549110772125712623,0
549111215445191130,0
549225909050662091,0
549497629233878899,0
550132775308970520,0
550851566834914606,0
551319469812903366,0
551889995732465629,0
552185198846319088,0
552188834225205481,0
552280539879170409,0
552739665109451555,0
552850284035328504,0
552883505362797442,0
552947036904987386,1
553192042659897513,0
553569295190963086,0
553577689124206856,1
553581365180156979,0
553637753150641851,1
553821004607958838,0
554142375548384626,0
554349911689751899,0
554385076952526453,0
554970629067098975,0
555041639366197657,0
555257828555337946,0
555376697879777844,0
556419741274302000,0
556480733030442463,0
557187142281320858,0
557263613840276005,0
557433721825018496,1
558083185211981123,0
558214751124159866,0
558569087123590590,0
558646651536950193,0
559280773929198942,0
559283288033823619,0
559308793635535462,0
559426805522893262,0
559510506611085418,0
559636213330196068,0
560158488294195889,0
560221345573576701,0
560254494131483242,0
560948610468837251,0
561709143431042849,2
562192833859787522,2
562194332010521798,0
562320595018485098,0
562327612648780713,0
562336453822212083,0
562395453199176583,0
562400001188770880,0
562446127031517265,0
562452284517338021,0
562895079547901858,0
562895509098634422,0
562897397791963697,0
562899880171467602,0
563896050920155721,0
563905511049433753,0
564110098285404422,0
564196146416255038,0
564367057223707662,0
564373996191588333,0
564759898693760657,0
565220841163030478,0
565264608846878165,0
565270654000261585,0
565284835821130118,0
565295694174407913,2
565300855768089978,2
565319559947728414,0
566052311096428326,0
566152136948098264,2
566941901462047756,0
566954028269623503,0
567260372367818343,0
567261363720020624,0
567337905333071669,0
567375435524176861,0
567386205323496488,0
567390850413961918,1
567411785285133635,0
568083908378590579,1
568713227027237686,0
568760764098399722,0
568905326864559168,0
568912717533859977,0
568937350747364927,0
569476879862677256,0
569514573450747697,0
569519863002338779,0
569719593824737624,0
569719898314781920,0
569760219069042886,0
570233652996714993,1
570501116885879069,1
571798661674100491,0
571996805769088450,2
572359829377887600,0
572408216186505610,0
572478943867267168,1
572578787799525153,0
572823516620605531,2
573074156911626844,0
573186721489825424,0
573297741313034074,0
573421915063835310,2
573756151103517447,0
574606377430047217,0
574724965794706432,1
574735789301672087,2
575181096248030351,0
575181668806472479,0
575300388095711538,2
576717548289447199,0
576812476640227625,1
577061652134865448,0
577343244199118396,1
577512690968445494,0
578296978933117631,0
578856362616813092,2
579265550163905456,0
579514121718775234,0
579931786362375723,0
579942137672929768,0
580344574013318644,0
580381451516608153,0
580386798566485284,0
580403926752830876,0
580496627944996421,0
580550047834328740,1
580997855722920785,1
581076315528389286,0
582032890221566459,0
582493138485261573,1
582554540712580074,0
582834897413067731,0
582921667905672246,0
583130832324856345,0
583234026692550428,0
583510233683251033,0
584674028379640601,0
584731448523744002,0
584857119580835117,2
585011124183031146,2
586289905348971634,1
586297647190970374,0
586453517796858519,1
586806939195215941,0
586831966551201588,2
587144825433281663,2
587438357493288787,0
587527494519188004,2
588278699426091171,0
588450321411010228,1
589023708936836881,1
589181326148671873,1
589382549297392515,0
589852332200379494,1
589872111428989886,0
589928711472826994,0
589932786803188984,0
590053326572153417,0
590308698205881822,0
590313645824849500,0
590413147108200868,0
590579464403439607,0
590591161012149829,0
590769023911548317,0
590862841118193261,1
591460077768655813,0
591540741409328129,1
591627289319564241,0
591933178343527712,0
592038400483879353,0
592049597668134797,0
592053372734498278,0
592093473148513950,0
592767659387926581,1
592815021305952457,1
592817414733439698,1
592885157625123692,1
593437605186569908,0
594221998336275686,0
594771380534797043,0
594772145650770690,0
594773722624434961,0
594937541144766707,2
595486726019040440,0
595948293511661289,0
596432749721020740,1
596433327817896999,1
596574346027014224,1
596708679286053034,0
597020328083592436,1
597783098841871439,0
598408925781457351,0
598413122047211502,0
598736322862370600,2
599101808911768002,0
599134753012399684,2
599270079159338740,0
599340739428968764,0
599542221242810329,0
599852600921366772,0
599853040833393155,0
599855118803818815,0
599857637500520449,0
600016095186794941,0
600581181037800134,0
600591753384714318,0
600622184724170928,0
600672336575869123,0
600799641191094629,2
601001913778141298,0
601385116912568483,0
601394938382221196,0
601414011885660634,0
601681301917915656,2
602754169654728697,2
602754369424181511,2
603461937305047388,2
603692713581585569,0
604314512319211940,0
605274919852250230,1
605673463724628515,0
605703729803786889,0
606007670793701048,0
606011762280846218,0
606436500480197324,1
606474623883227502,0
606538768190458354,2
607073235389704428,1
607419092704063495,2
607973733190964807,1
608103066316430821,0
608227807871817220,2
608877433990692164,2
609050814181729502,0
609262363582314932,0
609277260244650421,0
609332696307845208,2
609426723980234879,1
609429805324567153,1
609457319116775708,0
609477882686825353,1
609500552813051903,1
610017200294873811,1
610208466828381960,0
610645584447770131,0
611085672417839586,0
611089980772836204,0
612179677317950848,2
612332720040556350,0
612484155280205431,0
612794314924844686,0
612942666712815074,0
613068382631873341,0
613103168399217511,0
613282909540891827,0
613818046559467952,0
613836997434550887,0
614552947743423651,1
614553361349129459,1
614569250885720529,1
614631484350436569,0
615050908520321131,0
615781894376955798,0
615840035511079757,0
615850055810564857,0
615866049044369003,0
615872996222019546,0
616168662512528578,2
616554271606503988,0
616560273313483643,0
616567793942868854,0
616581982132767071,0
616587865854200822,0
616598629936053419,0
616682030967948402,0
616803320873770868,0
617188250362684979,2
617241679909282449,0
617250533931743110,0
617269223813019813,0
617278392842114917,0
617292138992477572,0
617449893664696358,0
617564455831645687,0
618009114708755208,2
618087987433574127,0
618160674053073203,1
618367253711673346,0
618835403431967033,0
618897106959096504,0
619091057088999251,2
619172901654933468,0
619441009319934273,0
619546774674536980,0
619724359437253955,0
619756010280793744,0
619763577593447270,2
620161336985176535,0
620170761952745494,0
620193974737501889,0
620378921294085253,0
620792110886941059,1
620800540630600627,0
620916541701563155,2
620945252721714880,1
621089756776231347,0
621236315653474714,0
621519858441933281,0
621603555015073089,0
622066599751195058,1
622240098360474687,0
622337625561636043,0
622577964850815706,2
623265637725732331,2
623289630247460507,1
623822324539298070,1
624461678719245690,0
624479774992982122,0
624595031559666541,0
624681474626483986,0
624712488724850701,2
624715629610826619,1
624839152530216936,2
625099973226974009,0
625249237072411329,1
625361919451440025,1
625383288503383423,1
625417903668863470,1
625435134000284113,1
625506881807444115,1
625556016732844842,1
625657883637817281,1
625670161158631012,1
626065208710069377,0
626100418848566929,1
626103567505773297,1
626192524373148468,0
626233122712948682,0
626275507550737022,0
626275915585420004,0
626280824411503343,0
626287704198387143,0
626294508486359635,0
626317274744748780,0
626649448938992993,0
626660857822440419,0
626678183826653786,0
626846896991096462,2
627547867125214827,0
627625502277340745,0
627839838083113502,1
627955796073379948,0
628230205492467023,0
628376656431858046,0
628397563108217536,2
628435018118317455,2
628798006249745797,0
628855874552199266,0
628917896390406911,0
628974286258737070,0
629098064295870083,0
629099599551063519,0
629267245356047033,0
629486854095921812,0
629527305375321152,0
629534849745176751,0
629751313472153815,0
629861241193101588,0
630173602397206113,1
630176108437535179,1
630187605532806126,1
630198084070729440,0
630293308633743126,0
630297651910546792,1
630326166433305965,0
630339606727801360,0
630355783397948807,0
630486532402180668,1
631298805350651005,2
633224373642797274,2
633231151985915385,0
633433690826539871,2
633437532751176862,1
633519019612819552,2
633527473532501775,2
633979824372105275,0
634380865591953224,0
634655043034465784,0
635479365765547530,0
636026978804600650,0
636035754176865924,1
636250064064462881,0
636275682012132479,0
636277247685356126,0
636277513363212598,0
636277776535193668,0
636323240073035575,2
636355767032689677,0
636558200225156162,1
637186142163100079,0
637197653346993791,0
637206522387025095,0
638186212208469650,0
638451409169993182,1
638482710835258153,1
638972815620892181,1
639092056792416279,0
639224228936028244,0
639393583719624089,0
639745550659737701,2
639759006877927996,0
639790141148289082,0
639920368906600737,2
640360632827167793,0
640458573079696683,0
640469965697816739,1
640491601982265580,1
641126773651537396,0
641344088809444688,2
641465120871879330,2
641901975488793641,0
642212147234433335,0
642548893009622947,1
642959539251860850,0
643143360745159922,0
643404806543302931,0
643615922994248988,0
643679403139470097,1
643894304420034817,0
643894696943783662,0
643897568941247053,0
644730501256968407,0
644753978447826060,0
644767713528701890,1
644855110859341281,1
644863764114762742,0
644876126977164218,0
644879181786251141,1
644881246160753977,0
644934781970464682,0
645305104897024342,0
645785693593444324,0
646196695872568403,2
646328042905468802,0
646386625230152396,1
646386647082376641,1
647197491411578310,1
647887169347763623,0
648069647815374890,1
648538391001763517,0
648680183790580891,2
648818181931720081,0
649123544321953802,0
649144703975839833,0
649366334604413975,0
649465473392034507,0
649476858911076646,0
649906858536454609,2
649974943915158739,2
649987969908932555,0
650109685913019875,0
650160703312946665,0
650164651310033026,0
650243229976365340,0
650312281871362327,0
650992044406663284,2
651311198793349838,1
651315067121164451,1
651319628968279396,1
651484679090664597,0
651488133561343975,0
651725894210064515,0
652314641237026985,2
653065502789340325,0
653195679606764609,0
653512613542742469,0
653763664101566615,0
654249001641943313,1
654394258321810408,0
654617661072150372,0
655080337964436331,2
655174100685660152,0
655201560077947130,1
655255330176064897,1
655441181710604907,2
655444310450112562,2
655602871872659496,0
656327444423322172,0
657994894090367037,0
658020245147652462,0
658174043006808192,1
658436757339716693,2
658473034991914255,0
658593493130039777,0
658890333443186875,0
658904039082440625,0
659499704359748152,0
659645330677965914,0
660108949014721674,2
660417700935353935,0
660465263800127445,0
660706955664750310,2
660920869163406496,0
661055563086986519,0
661335305594513869,0
661504248157471561,0
661515013685917153,0
662002660738084001,2
662573452641798691,0
662869554265604279,0
662945260229777032,2
663129806292383761,0
663198214586389984,0
663669574638185155,0
663974186332507855,1
664635366668990924,0
664725623771057757,2
665791266661725998,0
665899022705423412,0
665917549123068457,1
666380301090914052,0
666700003558414873,0
666709470531177280,1
667336979048462619,2
667889958572734316,2
667948957684071177,0
668194691463853399,0
668226569851234822,0
668726727255245788,2
668932652455639020,0
668958388730805856,2
669222996858014350,0
669577510168739004,0
669783943010412759,0
669850901654310442,0
670265497248401810,0
670695401930795029,0
670696013417520622,0
670960177752658643,0
671015054572757157,0
671196671918910923,1
671364559802877118,0
671454153913696950,1
671643238802933996,1
672378117100072720,0
672457858761187424,0
672520701792298609,2
672611306442525889,0
673118016279684903,2
673254723957992295,0
673288547514515284,0
673333633058832340,0
673743968124300992,1
673811607344083923,0
673941096965423234,0
673953255538696495,0
674051840841851030,0
674610280616274959,1
674784129156953603,1
674821388812462492,0
675268222496030365,0
675337213312155298,2
675517167083229721,0
675775899824850295,0
675971470747654897,0
676051157488951819,1
676072392303316967,1
676173347959786110,0
676184576758601428,2
676247236923508021,0
676392462332392618,0
676485613514688437,0
676585795504375258,1
676699980414872249,0
677514680899554957,0
678151695599668865,2
678491328369179543,2
678539247301978769,1
679762917597826939,1
680402798369153113,1
681130017510159481,0
681169771390797769,1
681230186812530893,0
681340075781451400,0
681583286742312868,0
681809013516648501,0
682063347378115314,0
682441939455372233,2
683146926727089413,1
683463856603128422,0
683756507859837596,0
683942778853933302,0
684164198533935697,1
684478759420862032,0
684663898541540791,0
684750963539212417,0
684871853638837580,0
685089115723500164,0
685488587890047473,1
685640994179773880,0
686250966406371576,0
686257336261313605,0
686767737226084306,0
687634865143981883,0
687700770762472438,0
687897199203990887,0
687992663325028618,2
688286334218297067,0
688334639074326203,0
688455980810539382,2
688819868677420151,0
689274585597211003,0
689867740143166157,1
690407010596749053,1
690690740363623495,0
691001213391970027,0
691083845231626916,0
691134333138891350,2
691309129299425143,0
691312221570467988,0
691316273218731600,0
691318629391940760,0
691322048105899974,0
691326038792581803,0
691332488194992513,0
691834194332777776,0
691839303832373241,0
692044455210094120,0
692075993209327711,1
692230702979624332,0
692728233889523110,0
693600211946568706,0
694723529328289405,0
694725752603540579,0
695325196244258853,0
695652663607624015,2
695959922959963960,1
696927122155046737,0
696938153210729711,0
696946811670176035,0
697074182419703604,0
697425620013484316,2
697828213237048163,0
697860758521576187,0
697907130749513860,0
699280220847287025,0
699832597797268349,2
699893435812202605,2
699925042081907270,2
699927505136500413,2
699927757518228053,0
700016079489822320,0
700062925425980212,0
700070970544464062,2
700201917924451492,0
700219220847904319,0
700267927388746877,0
700756881572123144,0
700788215071379750,0
700792076405305492,1
700938257605355958,0
701061003322026604,0
701150071038475143,0
701311860787764868,0
701344393800438292,0
701445073899113339,0
701678386029960660,0
701986904653138052,0
701987560432934044,0
702291512504420543,0
702544116820304209,0
702820957164744664,0
702836880005307297,2
703093444248279743,2
703770416622290119,0
703824700652249138,2
704265676914840779,1
704582593768746311,0
704972177972466238,0
705072819882209669,0
705220858100158174,0
705229307727552489,2
705238888350639672,2
705257233553075028,2
705697565070863438,1
705748124992038935,0
705781782747338956,0
705787115320285408,0
705809815162105610,0
705815628392534448,2
705825794135157409,2
705858558343241323,2
705920127669105187,0
706088035897468344,0
706424149782137120,0
706520595283864738,0
706616723626653247,0
706996622858575642,0
707169667473381435,2
708700256475353305,1
709249451427450374,0
709250431473460227,0
709253996205145218,0
709620597296272459,0
709996877409952910,0
710820308716380980,0
710829994571668284,0
710833156787651100,0
710836543165696851,0
710842868920389085,0
710847797387159574,0
710992199750939461,0
711486142430161172,0
711542495666889849,1
711614204226516428,2
711763282583895447,2
711835451777313359,0
711841142491970819,0
712064164914500549,0
712149877484288800,1
712258331700270816,2
712321671247375946,1
712338897268771053,0
712446961560328553,0
712453913018677418,0
712590589578321610,0
713572268062604292,2
714510629528811186,0
714670954953850372,2
714788753096173742,0
714911269300311047,0
714911926018490296,0
715006895492434464,0
715052573659056691,0
715151172173176559,1
715429213182671649,2
715787546779520102,0
716059641319014048,0
716145205114834057,0
716506356530532499,2
716537890901266345,0
716540000651002900,0
716540562912475512,0
716712387417594193,0
716715389736721196,0
716723580140686876,0
716749342123366794,0
716758032710845880,0
716797913778103603,0
717257767258978204,0
717314595329064364,0
717315262308574985,0
717316294001772534,0
717316854254786746,0
717319571924675195,0
717422695249162359,0
717735802037241047,2
718074898901873093,0
718153690603949318,0
718715028757698900,1
718984408702112637,0
719144162937963429,0
719446044442476192,0
719652102267175094,0
719749238296573887,2
719806785283511982,0
720122094955376213,0
720123220668892033,0
720192909448709963,0
720229053203041079,0
720451607248729413,2
721077249779726934,0
721147372931860464,0
721164843661234870,0
721594156553924755,0
721653073458172332,0
721669384101486660,2
721686491408759323,0
721913745405730446,0
722377812602020518,0
722392209236655356,1
722450361673837045,0
722536167234313103,0
722579844750662375,0
723055137391647718,0
724451633415618342,0
724452312730860957,0
724473491511744445,0
724644315146483381,1
724650026938156385,1
724654441154176614,0
724666564871215377,1
724675483669048710,0
724720526787219300,0
725326694509362182,0
725428843001466241,0
725772837992951461,0
726146691063905537,0
726205745099066764,0
726517017209207196,0
726651059701206290,0
726880869430966691,1
727147879640855163,1
727270203481266850,0
727271242354096364,0
727272726697238593,0
727273274638959654,0
727780301866909100,0
729076742967757802,0
729421891567680274,0
730295139231154546,0
730295621370147216,0
730492477503214237,0
731106751133261984,1
731425353851120932,0
731642022392703093,0
731757196133700686,0
731919700243917043,0
731944283816893042,0
732421564433808343,0
732421621179595696,0
732701752035637488,0
732705786053843671,0
732862193675402517,0
733280380926817650,0
733337042355126980,0
733526745375574371,0
733600260203332988,0
734035064351747901,2
734508343348621586,0
734508776332652530,0
734712505340095433,1
734738565778642790,0
734815762552721189,1
734851598384432592,0
734856118611594699,0
734864587556619066,0
734866721750281735,0
734871188071815020,0
734894870683504598,2
734907252307506510,2
734910571075793031,1
735574914788369317,0
735649773988074686,1
735910472409450524,0
735912665129409829,0
736054780995720114,1
736139586535629706,0
736943052012282798,0
736954705853246580,0
737004540213972225,0
737014095257706505,1
737185061644187397,1
737412541519216538,0
737413069070682659,0
737588777872244509,0
737600228577337279,0
737827317300733485,0
738694323815423085,0
739147795364466355,0
739568753122540479,0
739569040469489456,0
739875623853025154,0
740070176566069119,0
740309132579541993,0
740394102673810428,0
740404553369590115,0
740508688975639404,0
740739231822822685,0
740757974325646774,2
740776888820274217,0
740796048847530432,2
741122102516089950,0
741580514546954777,0
741819945784393663,1
742048096050574739,0
742430341145010501,0
742442299404533266,0
742513462056502075,0
742601894228151789,2
742657514854211452,1
742804723691529137,0
743015205727648504,2
743313038489033876,0
743407887551229557,1
743490629366967417,0
744084115528123216,2
744664821738227617,0
744665474756630102,0
744883162640629081,1
744889179453188418,0
744935648948869793,2
744949323107286779,2
744956512166164522,2
744991031118934029,0
745004823798209785,0
745041703941982859,0
745491337096154741,2
745596621504676789,1
745634262297310801,0
745634270816918956,0
745656095901301335,2
745700021251652788,2
745893069877701966,1
745901942830422419,1
745902529441815922,1
745925164737911235,0
745984908602258238,0
746363778642070592,0
746601502466774651,0
746618158006531618,0
746826570251666140,0
746982296201916619,0
747134626137040628,0
747246918141531203,0
747368338986412029,1
747691297012137660,1
747702333999717077,2
748624782439426360,1
748671507545699034,0
748717713439890869,0
748752344921447253,1
748752917418373635,2
748759884716010160,1
748765559724805874,1
748771832166300140,1
749400822830548172,0
749405907882970935,0
749449055071539252,1
750021824599680179,1
750068938134941199,0
750635726221315406,0
751348457343283999,0
751379612278165352,0
751408979157217444,0
751742096611773345,0
751937736968700082,0
752378098361825648,0
752796561030096362,0
752845581184221318,2
753554370582467298,0
753572273135997260,1
753660952439459129,0
753717204722214062,2
753768081593665503,2
754352717808596712,0
755019082851354363,2
755037821878724162,0
755050877692431406,2
755124493078918445,0
755746084290452869,2
755789541680782901,0
755870898747172601,0
755934562888126191,0
756569713594312837,0
756864129367543529,2
757070710390059559,0
757124927463777871,0
757256633941807830,0
757728403318360160,0
757855631547862796,2
757971058903624445,0
758072223330776518,1
758081123003767867,0
758094546115213846,1
758609536590788728,0
758717518435561349,0
758822458231171083,2
758907337720590101,2
759487582117796552,0
759519262986933792,0
759905757307684524,0
759907109454730854,0
759907391316637197,0
759909758935173285,0
760159982210300664,0
760348409256483116,0
760854585897769463,1
760985260337363062,0
761033002793394902,0
761071522423068825,0
761559137835061640,2
762097694224726347,0
762190630064709336,0
762352511071081007,0
762808858713908103,0
763187886068295971,2
763829472178132757,0
763832593500849642,0
763887328758676705,0
764556394279120790,2
764576255652833213,0
764593141171260084,2
764599477754096242,0
764622652958240880,2
764834629776020980,1
764999315145981520,0
765378899319829745,0
765477129323682949,0
765716553214035947,0
765858270291974118,0
766056605942339033,0
766092656582103547,0
766499608228095208,0
766705080479926021,0
766818920059799843,0
767555849085171400,0
767783533472740645,0
768017798932845929,1
768267132306262584,0
769831627582069520,0
769917916142259276,0
770062747399563893,0
770277529175795790,0
770448806852730022,2
770523073506526538,0
770955055252576991,2
771239119413540300,2
771635681418578134,0
771689364336750824,0
771833143252848397,0
772022042817683681,0
772383533038998287,0
772523063169772272,2
772761488160509011,1
773214911162646829,1
773277395382707715,1
773770671334363834,2
773908539670296526,0
774597192856116627,1
774617913244848660,0
774706280523096121,0
775541627673909562,0
776322746144071304,0
776336628989254573,0
776573115534267510,0
776741327606724223,0
777034792047052261,1
777051892890379932,0
777081569923692574,0
777399024172389904,0
777399577291286339,0
777496291747246525,0
777508171927458329,1
777531915103176211,0
777548831904551888,2
778523378410939381,0
778686487878089624,0
779012977237420486,0
779847692816018201,0
779923069020350721,0
780431576971958994,2
780444774240062817,2
781066042735737365,0
781186064034113431,1
781240611652369638,0
781756975718097383,0
781892187390860266,1
781987855586644266,2
782446409146218784,0
782525235032023073,2
782631935395854850,0
784000151755154810,0
784193936878363811,0
784904953197946191,0
785423932330914663,0
785426710087480770,0
785426990771160204,0
785428954368670590,0
785429252974057580,0
785429618431075490,0
785429886476112156,0
785430167716769323,0
786314859980446423,0
786499125056084115,0
786697287888008909,0
786888547329484750,1
787566054027005762,0
787663525904232072,0
787823387803441547,0
788314640784579135,0
788314790952481922,0
789833800906973766,0
790419796797569208,0
790680128488448674,2
790707413840697517,2
790871331049494974,0
790883578380308463,0
791095286589727449,0
791098295374217170,0
791460640504372746,0
792011009005802909,1
792077784641835604,0
792540789158442641,0
792997816213147018,0
793494058458745362,2
793519585729936101,1
794269127115279841,1
794432943433581906,0
795099860511357681,1
795378398401248815,1
796407726018721299,1
796465765285127869,1
796465880869883962,1
796502673687573569,1
796577437412249252,0
796603565653623748,0
796884430156054658,0
796884763450914647,0
796886940740501619,0
797240135572507251,2
797366668806692109,0
797862274646922471,1
798035438434398838,0
798550379778693100,0
798593024970947062,0
799386857419762566,2
799968905188661289,0
801373794766236676,0
801512085106777604,1
802052397517471268,0
802090370275514063,0
802156212507389800,0
802414610756875783,1
802443418767093865,1
802832436410862314,1
802867835494594998,1
802996947331300153,1
803188058217186711,0
803386242543628655,0
804340058010355222,0
804355070868142573,0
804698802643794741,1
804698810947164247,1
805171539410388266,0
805276428251783650,0
805305533860390099,2
805599838927456688,0
806472697827145411,0
807233671529659173,2
807875149223438312,0
807880884094680264,0
808108595377919122,2
808457668793356731,0
808910288031913668,0
809333652092651306,2
809622218552631721,0
810145263361455922,2
810644580230760321,0
810903797176815984,0
811376906079417326,0
811377707909850214,0
811511088781175842,0
811537270467013788,2
811648329048018347,1
811733169686724230,0
811967469446163482,2
812497751740798714,2
812588698213960144,0
813156041604916901,1
814188550107137307,1
814198516176531410,1
814456266170506844,2
814512232908890198,0
815565248302037425,1
815938170026864626,0
816071875145690665,0
816159326445503733,1
816568236432439068,2
816631703010132041,0
816730668430736803,0
816790956271021405,2
817646634236562901,0
817962128383116667,0
818016335910777519,0
818332803037862068,0
819654142015953826,0
819679354816985239,0
819785499829050358,1
820317740562229595,0
821114357206992348,0
822354268493840061,2
822380676502753162,0
822441825495688392,0
822519156174601489,0
822574581430147478,0
822590156223178532,0
822653851012929669,0
822719660459550574,0
822724197395569750,2
822741493341705998,0
823239405203252910,0
823273576559656432,0
823933346092222069,0
824613697329849098,2
824899143409141471,1
825392040226364970,0
826036071911122222,0
826169652046388400,0
826202255500238246,0
826845999960303927,2
826875962550662839,0
826909411087389923,1
828223193431882832,1
828252445771384757,0
828271247179704213,0
828348415319716243,0
828359826502562197,0
828361734550821101,0
828372613145965893,0
828374129360312840,0
828415415713677290,1
828417860340180137,0
828473527937784539,2
828473628942219824,1
828480276017584508,0
828567290919810654,0
828943483786403326,0
828949232132275695,0
828954692811952085,0
829013445773562476,0
829018133443339150,0
829027478161126941,0
829036069122276397,0
829043669154862268,0
829051045245683600,0
829090403466534399,2
829897346331499609,2
830032482919888467,0
830082381552366749,0
830408376146498740,0
830486347621437741,0
830706771268743770,0
831314821531801640,0
831660569363863566,0
832083406902654521,0
832509225508617765,1
832515914377872868,1
832521000962952627,1
832522640524232781,1
832524016996416395,1
832530322574536381,0
832728479157812136,0
832769814566740250,0
832777325608001941,2
